Number,Label,Length_px
338,FR_NTR4_C0_F_HEAD_6.tif,503.716
339,FR_NTR4_C0_F_HEAD_7.tif,508.571
340,FR_NTR4_C0_F_HEAD_8.tif,500.8
341,FR_NTR4_C0_F_HEAD_9.tif,504.896
96,FR_NTR4_C0_F_TARSUS_1.tif,105.929
97,FR_NTR4_C0_F_TARSUS_10.tif,111.018
98,FR_NTR4_C0_F_TARSUS_11.tif,106.104
99,FR_NTR4_C0_F_TARSUS_12.tif,112.752
100,FR_NTR4_C0_F_TARSUS_13.tif,114.481
101,FR_NTR4_C0_F_TARSUS_14.tif,114.07
102,FR_NTR4_C0_F_TARSUS_15.tif,117.277
103,FR_NTR4_C0_F_TARSUS_16.tif,119.365
104,FR_NTR4_C0_F_TARSUS_17.tif,122.776
105,FR_NTR4_C0_F_TARSUS_18.tif,119.641
106,FR_NTR4_C0_F_TARSUS_19.tif,117.154
107,FR_NTR4_C0_F_TARSUS_2.tif,114.18
108,FR_NTR4_C0_F_TARSUS_20.tif,98.27
109,FR_NTR4_C0_F_TARSUS_3.tif,102.801
110,FR_NTR4_C0_F_TARSUS_4.tif,120.934
111,FR_NTR4_C0_F_TARSUS_5.tif,123.167
112,FR_NTR4_C0_F_TARSUS_6.tif,108.227
113,FR_NTR4_C0_F_TARSUS_7.tif,117.38
114,FR_NTR4_C0_F_TARSUS_8.tif,101.597
115,FR_NTR4_C0_F_TARSUS_9.tif,109.659
301,FR_NTR4_C0_F_THORAX_1.tif,597.381
302,FR_NTR4_C0_F_THORAX_10.tif,596.729
303,FR_NTR4_C0_F_THORAX_11.tif,599.742
304,FR_NTR4_C0_F_THORAX_12.tif,581.833
305,FR_NTR4_C0_F_THORAX_13.tif,588.003
306,FR_NTR4_C0_F_THORAX_14.tif,582.664
307,FR_NTR4_C0_F_THORAX_15.tif,582.74
308,FR_NTR4_C0_F_THORAX_16.tif,581.042
309,FR_NTR4_C0_F_THORAX_17.tif,599.446
310,FR_NTR4_C0_F_THORAX_18.tif,587.307
311,FR_NTR4_C0_F_THORAX_19.tif,582.07
312,FR_NTR4_C0_F_THORAX_2.tif,571.948
313,FR_NTR4_C0_F_THORAX_20.tif,543.783
314,FR_NTR4_C0_F_THORAX_3.tif,565.261
315,FR_NTR4_C0_F_THORAX_4.tif,596.923
316,FR_NTR4_C0_F_THORAX_5.tif,591.501
317,FR_NTR4_C0_F_THORAX_6.tif,614.479
318,FR_NTR4_C0_F_THORAX_7.tif,597.059
319,FR_NTR4_C0_F_THORAX_8.tif,604.494
320,FR_NTR4_C0_F_THORAX_9.tif,587.031
305,FR_NTR4_C0_F_TIBIA_1.tif,273.117
306,FR_NTR4_C0_F_TIBIA_10.tif,291.494
307,FR_NTR4_C0_F_TIBIA_11.tif,291.455
308,FR_NTR4_C0_F_TIBIA_12.tif,276.632
309,FR_NTR4_C0_F_TIBIA_13.tif,275.567
310,FR_NTR4_C0_F_TIBIA_14.tif,282.172
311,FR_NTR4_C0_F_TIBIA_15.tif,289.468
312,FR_NTR4_C0_F_TIBIA_16.tif,271.825
313,FR_NTR4_C0_F_TIBIA_17.tif,287.433
314,FR_NTR4_C0_F_TIBIA_18.tif,285.272
315,FR_NTR4_C0_F_TIBIA_19.tif,285.296
316,FR_NTR4_C0_F_TIBIA_2.tif,286.754
317,FR_NTR4_C0_F_TIBIA_20.tif,298.739
318,FR_NTR4_C0_F_TIBIA_3.tif,273.659
319,FR_NTR4_C0_F_TIBIA_4.tif,288.312
320,FR_NTR4_C0_F_TIBIA_5.tif,292.027
321,FR_NTR4_C0_F_TIBIA_6.tif,268.209
322,FR_NTR4_C0_F_TIBIA_7.tif,290.413
323,FR_NTR4_C0_F_TIBIA_8.tif,291.494
324,FR_NTR4_C0_F_TIBIA_9.tif,290.396
299,FR_NTR4_C0_F_WING_1.tif,1219.108
300,FR_NTR4_C0_F_WING_10.tif,1244.574
301,FR_NTR4_C0_F_WING_11.tif,1230.587
302,FR_NTR4_C0_F_WING_12.tif,1273.674
303,FR_NTR4_C0_F_WING_13.tif,1253.177
304,FR_NTR4_C0_F_WING_14.tif,1233.661
305,FR_NTR4_C0_F_WING_15.tif,1233.661
306,FR_NTR4_C0_F_WING_16.tif,1232.533
307,FR_NTR4_C0_F_WING_17.tif,1194.67
308,FR_NTR4_C0_F_WING_18.tif,1236.196
309,FR_NTR4_C0_F_WING_19.tif,1230.08
310,FR_NTR4_C0_F_WING_2.tif,1214.276
311,FR_NTR4_C0_F_WING_20.tif,1108.588
312,FR_NTR4_C0_F_WING_3.tif,1203.44
313,FR_NTR4_C0_F_WING_4.tif,1238.009
314,FR_NTR4_C0_F_WING_5.tif,1236.616
315,FR_NTR4_C0_F_WING_6.tif,1253.955
316,FR_NTR4_C0_F_WING_7.tif,1243.006
317,FR_NTR4_C0_F_WING_8.tif,1257.668
318,FR_NTR4_C0_F_WING_9.tif,1246.833
325,FR_NTR4_C0_M_FEMUR_1.tif,317.569
326,FR_NTR4_C0_M_FEMUR_10.tif,321.286
327,FR_NTR4_C0_M_FEMUR_11.tif,302.273
328,FR_NTR4_C0_M_FEMUR_12.tif,316.47
329,FR_NTR4_C0_M_FEMUR_13.tif,303.081
330,FR_NTR4_C0_M_FEMUR_14.tif,313.555
331,FR_NTR4_C0_M_FEMUR_15.tif,316.155
332,FR_NTR4_C0_M_FEMUR_16.tif,311.642
333,FR_NTR4_C0_M_FEMUR_17.tif,316.191
334,FR_NTR4_C0_M_FEMUR_18.tif,328.093
335,FR_NTR4_C0_M_FEMUR_19.tif,320.899
336,FR_NTR4_C0_M_FEMUR_2.tif,285.16
337,FR_NTR4_C0_M_FEMUR_20.tif,327.196
338,FR_NTR4_C0_M_FEMUR_3.tif,307.61
339,FR_NTR4_C0_M_FEMUR_4.tif,311.002
340,FR_NTR4_C0_M_FEMUR_5.tif,314.682
341,FR_NTR4_C0_M_FEMUR_6.tif,285.617
342,FR_NTR4_C0_M_FEMUR_7.tif,308.707
343,FR_NTR4_C0_M_FEMUR_8.tif,318.529
344,FR_NTR4_C0_M_FEMUR_9.tif,320.358
342,FR_NTR4_C0_M_HEAD_1.tif,474.714
343,FR_NTR4_C0_M_HEAD_10.tif,477.074
344,FR_NTR4_C0_M_HEAD_11.tif,448.879
345,FR_NTR4_C0_M_HEAD_12.tif,467.231
346,FR_NTR4_C0_M_HEAD_13.tif,459.922
347,FR_NTR4_C0_M_HEAD_14.tif,480.221
348,FR_NTR4_C0_M_HEAD_15.tif,463.432
349,FR_NTR4_C0_M_HEAD_16.tif,453.415
350,FR_NTR4_C0_M_HEAD_17.tif,471.069
351,FR_NTR4_C0_M_HEAD_18.tif,456.4
352,FR_NTR4_C0_M_HEAD_19.tif,461.513
353,FR_NTR4_C0_M_HEAD_2.tif,470.469
354,FR_NTR4_C0_M_HEAD_20.tif,463.79
355,FR_NTR4_C0_M_HEAD_3.tif,462.555
356,FR_NTR4_C0_M_HEAD_4.tif,469.004
357,FR_NTR4_C0_M_HEAD_5.tif,460.822
358,FR_NTR4_C0_M_HEAD_6.tif,473.084
359,FR_NTR4_C0_M_HEAD_7.tif,455.457
360,FR_NTR4_C0_M_HEAD_8.tif,455.343
361,FR_NTR4_C0_M_HEAD_9.tif,473.206
116,FR_NTR4_C0_M_TARSUS_1.tif,102.044
117,FR_NTR4_C0_M_TARSUS_10.tif,96.021
118,FR_NTR4_C0_M_TARSUS_11.tif,92.574
119,FR_NTR4_C0_M_TARSUS_12.tif,97.185
120,FR_NTR4_C0_M_TARSUS_13.tif,97.755
1,FR_NTR4_C0_M_TARSUS_14.tif,122.004
2,FR_NTR4_C0_M_TARSUS_15.tif,107.49
3,FR_NTR4_C0_M_TARSUS_16.tif,97.268
4,FR_NTR4_C0_M_TARSUS_17.tif,104.403
5,FR_NTR4_C0_M_TARSUS_18.tif,102.883
6,FR_NTR4_C0_M_TARSUS_19.tif,105.679
7,FR_NTR4_C0_M_TARSUS_2.tif,102
8,FR_NTR4_C0_M_TARSUS_20.tif,103.6
9,FR_NTR4_C0_M_TARSUS_3.tif,113.772
10,FR_NTR4_C0_M_TARSUS_4.tif,117.038
11,FR_NTR4_C0_M_TARSUS_5.tif,99.005
12,FR_NTR4_C0_M_TARSUS_6.tif,101.597
13,FR_NTR4_C0_M_TARSUS_7.tif,94.868
14,FR_NTR4_C0_M_TARSUS_8.tif,92.655
15,FR_NTR4_C0_M_TARSUS_9.tif,108.046
321,FR_NTR4_C0_M_THORAX_1.tif,524.218
322,FR_NTR4_C0_M_THORAX_10.tif,543.194
323,FR_NTR4_C0_M_THORAX_11.tif,518.927
324,FR_NTR4_C0_M_THORAX_12.tif,512.016
325,FR_NTR4_C0_M_THORAX_13.tif,511.016
326,FR_NTR4_C0_M_THORAX_14.tif,545.425
327,FR_NTR4_C0_M_THORAX_15.tif,519.555
328,FR_NTR4_C0_M_THORAX_16.tif,517.421
329,FR_NTR4_C0_M_THORAX_17.tif,502.757
330,FR_NTR4_C0_M_THORAX_18.tif,510.601
331,FR_NTR4_C0_M_THORAX_19.tif,502.777
332,FR_NTR4_C0_M_THORAX_2.tif,511.66
333,FR_NTR4_C0_M_THORAX_20.tif,548.044
334,FR_NTR4_C0_M_THORAX_3.tif,506.123
335,FR_NTR4_C0_M_THORAX_4.tif,517.496
336,FR_NTR4_C0_M_THORAX_5.tif,531.718
337,FR_NTR4_C0_M_THORAX_6.tif,522.034
338,FR_NTR4_C0_M_THORAX_7.tif,516.93
339,FR_NTR4_C0_M_THORAX_8.tif,550.502
340,FR_NTR4_C0_M_THORAX_9.tif,509.224
325,FR_NTR4_C0_M_TIBIA_1.tif,271.84
326,FR_NTR4_C0_M_TIBIA_10.tif,274.345
327,FR_NTR4_C0_M_TIBIA_11.tif,261.222
328,FR_NTR4_C0_M_TIBIA_12.tif,270.512
329,FR_NTR4_C0_M_TIBIA_13.tif,270.601
330,FR_NTR4_C0_M_TIBIA_14.tif,299.252
331,FR_NTR4_C0_M_TIBIA_15.tif,267.217
332,FR_NTR4_C0_M_TIBIA_16.tif,266.12
333,FR_NTR4_C0_M_TIBIA_17.tif,275.536
334,FR_NTR4_C0_M_TIBIA_18.tif,246.617
335,FR_NTR4_C0_M_TIBIA_19.tif,274.17
336,FR_NTR4_C0_M_TIBIA_2.tif,279.065
337,FR_NTR4_C0_M_TIBIA_20.tif,265.198
338,FR_NTR4_C0_M_TIBIA_3.tif,273.412
339,FR_NTR4_C0_M_TIBIA_4.tif,261.819
340,FR_NTR4_C0_M_TIBIA_5.tif,273.856
341,FR_NTR4_C0_M_TIBIA_6.tif,275.234
342,FR_NTR4_C0_M_TIBIA_7.tif,273.485
343,FR_NTR4_C0_M_TIBIA_8.tif,280.713
344,FR_NTR4_C0_M_TIBIA_9.tif,281.661
319,FR_NTR4_C0_M_WING_1.tif,1078.818
320,FR_NTR4_C0_M_WING_10.tif,1109.123
321,FR_NTR4_C0_M_WING_11.tif,1073.673
322,FR_NTR4_C0_M_WING_12.tif,1116.522
323,FR_NTR4_C0_M_WING_13.tif,1086.62
324,FR_NTR4_C0_M_WING_14.tif,1117.94
325,FR_NTR4_C0_M_WING_15.tif,1064.765
326,FR_NTR4_C0_M_WING_16.tif,1054.951
327,FR_NTR4_C0_M_WING_17.tif,1072.295
328,FR_NTR4_C0_M_WING_18.tif,1099.928
329,FR_NTR4_C0_M_WING_19.tif,1052.535
330,FR_NTR4_C0_M_WING_2.tif,1090.949
331,FR_NTR4_C0_M_WING_20.tif,1118.256
332,FR_NTR4_C0_M_WING_3.tif,1083.997
333,FR_NTR4_C0_M_WING_4.tif,1076.778
334,FR_NTR4_C0_M_WING_5.tif,1049.835
335,FR_NTR4_C0_M_WING_6.tif,1068.12
336,FR_NTR4_C0_M_WING_7.tif,1050.244
337,FR_NTR4_C0_M_WING_8.tif,8.602
338,FR_NTR4_C0_M_WING_9.tif,1056.08
345,FR_NTR4_C1_F_FEMUR_1.tif,296.007
346,FR_NTR4_C1_F_FEMUR_10.tif,287.92
347,FR_NTR4_C1_F_FEMUR_11.tif,302.952
348,FR_NTR4_C1_F_FEMUR_12.tif,317.926
349,FR_NTR4_C1_F_FEMUR_13.tif,270.647
350,FR_NTR4_C1_F_FEMUR_14.tif,266.07
351,FR_NTR4_C1_F_FEMUR_15.tif,316.078
352,FR_NTR4_C1_F_FEMUR_16.tif,286.086
353,FR_NTR4_C1_F_FEMUR_17.tif,291.359
354,FR_NTR4_C1_F_FEMUR_18.tif,297.953
355,FR_NTR4_C1_F_FEMUR_19.tif,295.691
356,FR_NTR4_C1_F_FEMUR_2.tif,275.507
357,FR_NTR4_C1_F_FEMUR_20.tif,313.065
358,FR_NTR4_C1_F_FEMUR_3.tif,275.601
359,FR_NTR4_C1_F_FEMUR_4.tif,327.756
360,FR_NTR4_C1_F_FEMUR_5.tif,270.712
361,FR_NTR4_C1_F_FEMUR_6.tif,318.211
362,FR_NTR4_C1_F_FEMUR_7.tif,380.757
363,FR_NTR4_C1_F_FEMUR_8.tif,245.815
364,FR_NTR4_C1_F_FEMUR_9.tif,319.113
362,FR_NTR4_C1_F_HEAD_1.tif,479
363,FR_NTR4_C1_F_HEAD_10.tif,450.752
364,FR_NTR4_C1_F_HEAD_11.tif,446.75
365,FR_NTR4_C1_F_HEAD_12.tif,456.975
366,FR_NTR4_C1_F_HEAD_13.tif,431.894
367,FR_NTR4_C1_F_HEAD_14.tif,417.824
368,FR_NTR4_C1_F_HEAD_15.tif,474.654
369,FR_NTR4_C1_F_HEAD_16.tif,464.389
370,FR_NTR4_C1_F_HEAD_17.tif,439.145
371,FR_NTR4_C1_F_HEAD_18.tif,469.426
372,FR_NTR4_C1_F_HEAD_19.tif,468.54
373,FR_NTR4_C1_F_HEAD_2.tif,423.249
374,FR_NTR4_C1_F_HEAD_20.tif,471.008
375,FR_NTR4_C1_F_HEAD_3.tif,439.223
376,FR_NTR4_C1_F_HEAD_4.tif,463.897
377,FR_NTR4_C1_F_HEAD_5.tif,478.996
378,FR_NTR4_C1_F_HEAD_6.tif,419.863
379,FR_NTR4_C1_F_HEAD_7.tif,490.91
380,FR_NTR4_C1_F_HEAD_8.tif,392.173
381,FR_NTR4_C1_F_HEAD_9.tif,468.273
16,FR_NTR4_C1_F_TARSUS_1.tif,91.788
17,FR_NTR4_C1_F_TARSUS_10.tif,98.615
18,FR_NTR4_C1_F_TARSUS_11.tif,104.043
19,FR_NTR4_C1_F_TARSUS_12.tif,109.986
20,FR_NTR4_C1_F_TARSUS_13.tif,105.948
21,FR_NTR4_C1_F_TARSUS_14.tif,95.415
22,FR_NTR4_C1_F_TARSUS_15.tif,108.904
23,FR_NTR4_C1_F_TARSUS_16.tif,101.98
24,FR_NTR4_C1_F_TARSUS_17.tif,109.554
25,FR_NTR4_C1_F_TARSUS_18.tif,100.896
26,FR_NTR4_C1_F_TARSUS_19.tif,97.673
27,FR_NTR4_C1_F_TARSUS_2.tif,95.189
28,FR_NTR4_C1_F_TARSUS_20.tif,102.825
29,FR_NTR4_C1_F_TARSUS_3.tif,95.588
30,FR_NTR4_C1_F_TARSUS_4.tif,106.832
31,FR_NTR4_C1_F_TARSUS_5.tif,108.227
32,FR_NTR4_C1_F_TARSUS_6.tif,94.366
33,FR_NTR4_C1_F_TARSUS_7.tif,157.309
34,FR_NTR4_C1_F_TARSUS_8.tif,88.102
35,FR_NTR4_C1_F_TARSUS_9.tif,103.446
341,FR_NTR4_C1_F_THORAX_1.tif,547.241
342,FR_NTR4_C1_F_THORAX_10.tif,521.506
343,FR_NTR4_C1_F_THORAX_11.tif,545.839
344,FR_NTR4_C1_F_THORAX_12.tif,544.759
345,FR_NTR4_C1_F_THORAX_13.tif,511.781
346,FR_NTR4_C1_F_THORAX_14.tif,487.18
347,FR_NTR4_C1_F_THORAX_15.tif,562.57
348,FR_NTR4_C1_F_THORAX_16.tif,517.836
349,FR_NTR4_C1_F_THORAX_17.tif,526.437
350,FR_NTR4_C1_F_THORAX_18.tif,502.32
351,FR_NTR4_C1_F_THORAX_19.tif,522.989
352,FR_NTR4_C1_F_THORAX_2.tif,481.375
353,FR_NTR4_C1_F_THORAX_20.tif,524.871
354,FR_NTR4_C1_F_THORAX_3.tif,515.442
355,FR_NTR4_C1_F_THORAX_4.tif,567.496
356,FR_NTR4_C1_F_THORAX_5.tif,502.078
357,FR_NTR4_C1_F_THORAX_6.tif,515.171
358,FR_NTR4_C1_F_THORAX_7.tif,547.727
359,FR_NTR4_C1_F_THORAX_8.tif,440.692
360,FR_NTR4_C1_F_THORAX_9.tif,532.725
345,FR_NTR4_C1_F_TIBIA_1.tif,236.603
346,FR_NTR4_C1_F_TIBIA_10.tif,241.448
347,FR_NTR4_C1_F_TIBIA_11.tif,258.01
348,FR_NTR4_C1_F_TIBIA_12.tif,281.737
349,FR_NTR4_C1_F_TIBIA_13.tif,243.347
350,FR_NTR4_C1_F_TIBIA_14.tif,237.952
351,FR_NTR4_C1_F_TIBIA_15.tif,262.292
352,FR_NTR4_C1_F_TIBIA_16.tif,253.45
353,FR_NTR4_C1_F_TIBIA_17.tif,252.414
354,FR_NTR4_C1_F_TIBIA_18.tif,244.663
355,FR_NTR4_C1_F_TIBIA_19.tif,257.63
356,FR_NTR4_C1_F_TIBIA_2.tif,243.526
357,FR_NTR4_C1_F_TIBIA_20.tif,260.45
358,FR_NTR4_C1_F_TIBIA_3.tif,253.158
359,FR_NTR4_C1_F_TIBIA_4.tif,265.56
360,FR_NTR4_C1_F_TIBIA_5.tif,260.923
361,FR_NTR4_C1_F_TIBIA_6.tif,240.354
362,FR_NTR4_C1_F_TIBIA_7.tif,399.531
363,FR_NTR4_C1_F_TIBIA_8.tif,223.788
364,FR_NTR4_C1_F_TIBIA_9.tif,274.591
339,FR_NTR4_C1_F_WING_1.tif,1165.704
340,FR_NTR4_C1_F_WING_10.tif,1079.067
341,FR_NTR4_C1_F_WING_11.tif,1116.41
342,FR_NTR4_C1_F_WING_12.tif,1163.025
343,FR_NTR4_C1_F_WING_13.tif,1103.201
344,FR_NTR4_C1_F_WING_14.tif,1070.394
345,FR_NTR4_C1_F_WING_15.tif,1154.34
346,FR_NTR4_C1_F_WING_16.tif,1110.831
347,FR_NTR4_C1_F_WING_17.tif,1112.036
348,FR_NTR4_C1_F_WING_18.tif,1128.366
349,FR_NTR4_C1_F_WING_19.tif,1134.616
350,FR_NTR4_C1_F_WING_2.tif,1094.022
351,FR_NTR4_C1_F_WING_20.tif,1189.617
352,FR_NTR4_C1_F_WING_3.tif,1110.521
353,FR_NTR4_C1_F_WING_4.tif,1188.746
354,FR_NTR4_C1_F_WING_5.tif,1133.106
355,FR_NTR4_C1_F_WING_6.tif,1118.775
356,FR_NTR4_C1_F_WING_7.tif,1208.11
357,FR_NTR4_C1_F_WING_8.tif,933.214
358,FR_NTR4_C1_F_WING_9.tif,1155.746
365,FR_NTR4_C1_M_FEMUR_1.tif,300.696
366,FR_NTR4_C1_M_FEMUR_10.tif,278.692
367,FR_NTR4_C1_M_FEMUR_11.tif,306.217
368,FR_NTR4_C1_M_FEMUR_12.tif,289.614
369,FR_NTR4_C1_M_FEMUR_13.tif,313.7
370,FR_NTR4_C1_M_FEMUR_14.tif,277.088
371,FR_NTR4_C1_M_FEMUR_15.tif,282.066
372,FR_NTR4_C1_M_FEMUR_16.tif,268.777
373,FR_NTR4_C1_M_FEMUR_17.tif,299.282
374,FR_NTR4_C1_M_FEMUR_18.tif,283.129
375,FR_NTR4_C1_M_FEMUR_19.tif,295.677
376,FR_NTR4_C1_M_FEMUR_2.tif,274.046
377,FR_NTR4_C1_M_FEMUR_20.tif,292.027
378,FR_NTR4_C1_M_FEMUR_3.tif,271.116
379,FR_NTR4_C1_M_FEMUR_4.tif,286.295
380,FR_NTR4_C1_M_FEMUR_5.tif,288.007
381,FR_NTR4_C1_M_FEMUR_6.tif,327.332
382,FR_NTR4_C1_M_FEMUR_7.tif,299.666
383,FR_NTR4_C1_M_FEMUR_8.tif,282.294
384,FR_NTR4_C1_M_FEMUR_9.tif,254.892
382,FR_NTR4_C1_M_HEAD_1.tif,443.939
383,FR_NTR4_C1_M_HEAD_10.tif,435.026
384,FR_NTR4_C1_M_HEAD_11.tif,431.264
385,FR_NTR4_C1_M_HEAD_12.tif,452.683
386,FR_NTR4_C1_M_HEAD_13.tif,438.912
387,FR_NTR4_C1_M_HEAD_14.tif,395.324
388,FR_NTR4_C1_M_HEAD_15.tif,436.963
389,FR_NTR4_C1_M_HEAD_16.tif,387.138
390,FR_NTR4_C1_M_HEAD_17.tif,463.321
391,FR_NTR4_C1_M_HEAD_18.tif,413.93
392,FR_NTR4_C1_M_HEAD_19.tif,457.188
393,FR_NTR4_C1_M_HEAD_2.tif,413.299
394,FR_NTR4_C1_M_HEAD_20.tif,440.091
395,FR_NTR4_C1_M_HEAD_3.tif,391.051
396,FR_NTR4_C1_M_HEAD_4.tif,422.878
397,FR_NTR4_C1_M_HEAD_5.tif,406.389
398,FR_NTR4_C1_M_HEAD_6.tif,434.07
399,FR_NTR4_C1_M_HEAD_7.tif,445.942
400,FR_NTR4_C1_M_HEAD_8.tif,428.901
401,FR_NTR4_C1_M_HEAD_9.tif,408.167
36,FR_NTR4_C1_M_TARSUS_1.tif,107.912
37,FR_NTR4_C1_M_TARSUS_10.tif,103.247
38,FR_NTR4_C1_M_TARSUS_11.tif,95.294
39,FR_NTR4_C1_M_TARSUS_12.tif,91.082
40,FR_NTR4_C1_M_TARSUS_13.tif,96.021
41,FR_NTR4_C1_M_TARSUS_14.tif,83.934
42,FR_NTR4_C1_M_TARSUS_15.tif,88.204
43,FR_NTR4_C1_M_TARSUS_16.tif,91.761
44,FR_NTR4_C1_M_TARSUS_17.tif,91.831
45,FR_NTR4_C1_M_TARSUS_18.tif,98.229
46,FR_NTR4_C1_M_TARSUS_19.tif,100.603
47,FR_NTR4_C1_M_TARSUS_2.tif,92.698
48,FR_NTR4_C1_M_TARSUS_20.tif,101.415
49,FR_NTR4_C1_M_TARSUS_3.tif,78.772
50,FR_NTR4_C1_M_TARSUS_4.tif,98.082
51,FR_NTR4_C1_M_TARSUS_5.tif,93.215
52,FR_NTR4_C1_M_TARSUS_6.tif,73.756
53,FR_NTR4_C1_M_TARSUS_7.tif,92.661
54,FR_NTR4_C1_M_TARSUS_8.tif,88.057
55,FR_NTR4_C1_M_TARSUS_9.tif,88.091
361,FR_NTR4_C1_M_THORAX_1.tif,470.737
362,FR_NTR4_C1_M_THORAX_10.tif,480.189
363,FR_NTR4_C1_M_THORAX_11.tif,467.851
364,FR_NTR4_C1_M_THORAX_12.tif,476.958
365,FR_NTR4_C1_M_THORAX_13.tif,490.23
366,FR_NTR4_C1_M_THORAX_14.tif,443.244
367,FR_NTR4_C1_M_THORAX_15.tif,483.65
368,FR_NTR4_C1_M_THORAX_16.tif,432.666
369,FR_NTR4_C1_M_THORAX_17.tif,510.797
370,FR_NTR4_C1_M_THORAX_18.tif,467.954
371,FR_NTR4_C1_M_THORAX_19.tif,503.492
372,FR_NTR4_C1_M_THORAX_2.tif,419.234
373,FR_NTR4_C1_M_THORAX_20.tif,465.725
374,FR_NTR4_C1_M_THORAX_3.tif,431.677
375,FR_NTR4_C1_M_THORAX_4.tif,451.613
376,FR_NTR4_C1_M_THORAX_5.tif,456.929
377,FR_NTR4_C1_M_THORAX_6.tif,478.151
378,FR_NTR4_C1_M_THORAX_7.tif,506.72
379,FR_NTR4_C1_M_THORAX_8.tif,467.78
380,FR_NTR4_C1_M_THORAX_9.tif,444.2
365,FR_NTR4_C1_M_TIBIA_1.tif,254.578
366,FR_NTR4_C1_M_TIBIA_10.tif,233.034
367,FR_NTR4_C1_M_TIBIA_11.tif,253.663
368,FR_NTR4_C1_M_TIBIA_12.tif,260.123
369,FR_NTR4_C1_M_TIBIA_13.tif,249.209
370,FR_NTR4_C1_M_TIBIA_14.tif,237.118
371,FR_NTR4_C1_M_TIBIA_15.tif,261.813
372,FR_NTR4_C1_M_TIBIA_16.tif,236.008
373,FR_NTR4_C1_M_TIBIA_17.tif,255.039
374,FR_NTR4_C1_M_TIBIA_18.tif,236.58
375,FR_NTR4_C1_M_TIBIA_19.tif,268.039
376,FR_NTR4_C1_M_TIBIA_2.tif,244.806
377,FR_NTR4_C1_M_TIBIA_20.tif,264.705
378,FR_NTR4_C1_M_TIBIA_3.tif,228.035
379,FR_NTR4_C1_M_TIBIA_4.tif,253.144
380,FR_NTR4_C1_M_TIBIA_5.tif,237.118
381,FR_NTR4_C1_M_TIBIA_6.tif,287.167
382,FR_NTR4_C1_M_TIBIA_7.tif,256.72
383,FR_NTR4_C1_M_TIBIA_8.tif,253.569
384,FR_NTR4_C1_M_TIBIA_9.tif,243.647
359,FR_NTR4_C1_M_WING_1.tif,991.171
360,FR_NTR4_C1_M_WING_10.tif,950.405
361,FR_NTR4_C1_M_WING_11.tif,1008.966
362,FR_NTR4_C1_M_WING_12.tif,1040.377
363,FR_NTR4_C1_M_WING_13.tif,1046.759
364,FR_NTR4_C1_M_WING_14.tif,952.133
365,FR_NTR4_C1_M_WING_15.tif,1020.142
366,FR_NTR4_C1_M_WING_16.tif,986.631
367,FR_NTR4_C1_M_WING_17.tif,1057.985
368,FR_NTR4_C1_M_WING_18.tif,993.336
369,FR_NTR4_C1_M_WING_19.tif,1057.31
370,FR_NTR4_C1_M_WING_2.tif,948.153
371,FR_NTR4_C1_M_WING_20.tif,1029.68
372,FR_NTR4_C1_M_WING_3.tif,931.485
373,FR_NTR4_C1_M_WING_4.tif,983.045
374,FR_NTR4_C1_M_WING_5.tif,964.467
375,FR_NTR4_C1_M_WING_6.tif,1047.409
376,FR_NTR4_C1_M_WING_7.tif,1049.876
377,FR_NTR4_C1_M_WING_8.tif,977.154
378,FR_NTR4_C1_M_WING_9.tif,923.188
385,FR_NTR4_C2_F_FEMUR_1.tif,249.329
386,FR_NTR4_C2_F_FEMUR_10.tif,247.588
387,FR_NTR4_C2_F_FEMUR_11.tif,256.603
388,FR_NTR4_C2_F_FEMUR_12.tif,237.693
389,FR_NTR4_C2_F_FEMUR_13.tif,267.088
390,FR_NTR4_C2_F_FEMUR_14.tif,252.367
391,FR_NTR4_C2_F_FEMUR_15.tif,230.991
392,FR_NTR4_C2_F_FEMUR_16.tif,242.425
393,FR_NTR4_C2_F_FEMUR_17.tif,246.617
394,FR_NTR4_C2_F_FEMUR_18.tif,202.549
395,FR_NTR4_C2_F_FEMUR_19.tif,252.032
396,FR_NTR4_C2_F_FEMUR_2.tif,236.544
397,FR_NTR4_C2_F_FEMUR_3.tif,228.712
398,FR_NTR4_C2_F_FEMUR_4.tif,251.016
399,FR_NTR4_C2_F_FEMUR_5.tif,230.289
400,FR_NTR4_C2_F_FEMUR_6.tif,224.511
401,FR_NTR4_C2_F_FEMUR_7.tif,246.757
402,FR_NTR4_C2_F_FEMUR_8.tif,238.416
403,FR_NTR4_C2_F_FEMUR_9.tif,260.377
402,FR_NTR4_C2_F_HEAD_1.tif,354.634
403,FR_NTR4_C2_F_HEAD_10.tif,394.716
404,FR_NTR4_C2_F_HEAD_11.tif,404.372
405,FR_NTR4_C2_F_HEAD_12.tif,361.087
406,FR_NTR4_C2_F_HEAD_13.tif,409.308
407,FR_NTR4_C2_F_HEAD_14.tif,396.853
408,FR_NTR4_C2_F_HEAD_15.tif,392.938
409,FR_NTR4_C2_F_HEAD_16.tif,394.038
410,FR_NTR4_C2_F_HEAD_17.tif,397.825
411,FR_NTR4_C2_F_HEAD_18.tif,335.966
412,FR_NTR4_C2_F_HEAD_19.tif,391.74
413,FR_NTR4_C2_F_HEAD_2.tif,386.663
414,FR_NTR4_C2_F_HEAD_3.tif,355.17
415,FR_NTR4_C2_F_HEAD_4.tif,383.303
