Number,Label,Length_px
1182,FR_UCTR3_C1_F_HEAD_12.tif,472.017
1183,FR_UCTR3_C1_F_HEAD_13.tif,459.574
1184,FR_UCTR3_C1_F_HEAD_14.tif,466.864
1185,FR_UCTR3_C1_F_HEAD_15.tif,430.042
1186,FR_UCTR3_C1_F_HEAD_16.tif,389.063
1187,FR_UCTR3_C1_F_HEAD_17.tif,434.578
1188,FR_UCTR3_C1_F_HEAD_18.tif,484.793
1189,FR_UCTR3_C1_F_HEAD_19.tif,474.237
1190,FR_UCTR3_C1_F_HEAD_2.tif,397.417
1191,FR_UCTR3_C1_F_HEAD_20.tif,394.098
1192,FR_UCTR3_C1_F_HEAD_3.tif,473.052
1193,FR_UCTR3_C1_F_HEAD_4.tif,484.691
1194,FR_UCTR3_C1_F_HEAD_5.tif,406.964
1195,FR_UCTR3_C1_F_HEAD_6.tif,445.477
1196,FR_UCTR3_C1_F_HEAD_7.tif,443.843
1197,FR_UCTR3_C1_F_HEAD_8.tif,481.204
1198,FR_UCTR3_C1_F_HEAD_9.tif,473.559
268,FR_UCTR3_C1_F_TARSUS_1.tif,86.052
269,FR_UCTR3_C1_F_TARSUS_10.tif,107.517
270,FR_UCTR3_C1_F_TARSUS_11.tif,103.078
271,FR_UCTR3_C1_F_TARSUS_12.tif,105.546
272,FR_UCTR3_C1_F_TARSUS_13.tif,95.525
273,FR_UCTR3_C1_F_TARSUS_14.tif,101
274,FR_UCTR3_C1_F_TARSUS_15.tif,90.609
275,FR_UCTR3_C1_F_TARSUS_16.tif,80
276,FR_UCTR3_C1_F_TARSUS_17.tif,90.355
277,FR_UCTR3_C1_F_TARSUS_18.tif,98.494
278,FR_UCTR3_C1_F_TARSUS_19.tif,97.005
279,FR_UCTR3_C1_F_TARSUS_2.tif,91.351
280,FR_UCTR3_C1_F_TARSUS_20.tif,78.409
281,FR_UCTR3_C1_F_TARSUS_3.tif,100.439
282,FR_UCTR3_C1_F_TARSUS_4.tif,106.832
283,FR_UCTR3_C1_F_TARSUS_5.tif,92.195
284,FR_UCTR3_C1_F_TARSUS_6.tif,93.048
285,FR_UCTR3_C1_F_TARSUS_7.tif,100.185
286,FR_UCTR3_C1_F_TARSUS_8.tif,103.325
287,FR_UCTR3_C1_F_TARSUS_9.tif,108.462
1157,FR_UCTR3_C1_F_THORAX_1.tif,535.987
1158,FR_UCTR3_C1_F_THORAX_10.tif,545.58
1159,FR_UCTR3_C1_F_THORAX_11.tif,520.586
1160,FR_UCTR3_C1_F_THORAX_12.tif,524.638
1161,FR_UCTR3_C1_F_THORAX_13.tif,521.783
1162,FR_UCTR3_C1_F_THORAX_14.tif,524.187
1163,FR_UCTR3_C1_F_THORAX_15.tif,484.827
1164,FR_UCTR3_C1_F_THORAX_16.tif,403.407
1165,FR_UCTR3_C1_F_THORAX_17.tif,471.874
1166,FR_UCTR3_C1_F_THORAX_18.tif,547.308
1167,FR_UCTR3_C1_F_THORAX_19.tif,525.381
1168,FR_UCTR3_C1_F_THORAX_2.tif,424.609
1169,FR_UCTR3_C1_F_THORAX_20.tif,415.034
1170,FR_UCTR3_C1_F_THORAX_3.tif,537.142
1171,FR_UCTR3_C1_F_THORAX_4.tif,558.541
1172,FR_UCTR3_C1_F_THORAX_5.tif,462.166
1173,FR_UCTR3_C1_F_THORAX_6.tif,530.533
1174,FR_UCTR3_C1_F_THORAX_7.tif,491.944
1175,FR_UCTR3_C1_F_THORAX_8.tif,518.353
1176,FR_UCTR3_C1_F_THORAX_9.tif,538.134
1161,FR_UCTR3_C1_F_TIBIA_1.tif,240.566
1162,FR_UCTR3_C1_F_TIBIA_10.tif,268.784
1163,FR_UCTR3_C1_F_TIBIA_11.tif,249.546
1164,FR_UCTR3_C1_F_TIBIA_12.tif,246.219
1165,FR_UCTR3_C1_F_TIBIA_13.tif,250.392
1166,FR_UCTR3_C1_F_TIBIA_14.tif,230.586
1167,FR_UCTR3_C1_F_TIBIA_15.tif,227.297
1168,FR_UCTR3_C1_F_TIBIA_16.tif,218.083
1169,FR_UCTR3_C1_F_TIBIA_17.tif,237.539
1170,FR_UCTR3_C1_F_TIBIA_18.tif,263.865
1171,FR_UCTR3_C1_F_TIBIA_19.tif,264.121
1172,FR_UCTR3_C1_F_TIBIA_2.tif,227.495
1173,FR_UCTR3_C1_F_TIBIA_20.tif,192.398
1174,FR_UCTR3_C1_F_TIBIA_3.tif,258.791
1175,FR_UCTR3_C1_F_TIBIA_4.tif,268.365
1176,FR_UCTR3_C1_F_TIBIA_5.tif,222.173
1177,FR_UCTR3_C1_F_TIBIA_6.tif,244.524
1178,FR_UCTR3_C1_F_TIBIA_7.tif,235.325
1179,FR_UCTR3_C1_F_TIBIA_8.tif,247.121
1180,FR_UCTR3_C1_F_TIBIA_9.tif,268.427
1155,FR_UCTR3_C1_F_WING_1.tif,1105.494
1156,FR_UCTR3_C1_F_WING_10.tif,1179.434
1157,FR_UCTR3_C1_F_WING_11.tif,1093.038
1158,FR_UCTR3_C1_F_WING_12.tif,1110.427
1159,FR_UCTR3_C1_F_WING_13.tif,1137.033
1160,FR_UCTR3_C1_F_WING_14.tif,1150.049
1161,FR_UCTR3_C1_F_WING_15.tif,1001.312
1162,FR_UCTR3_C1_F_WING_16.tif,948.735
1163,FR_UCTR3_C1_F_WING_17.tif,1014.765
1164,FR_UCTR3_C1_F_WING_18.tif,1124.002
1165,FR_UCTR3_C1_F_WING_19.tif,1114.18
1166,FR_UCTR3_C1_F_WING_2.tif,958.738
1167,FR_UCTR3_C1_F_WING_20.tif,882.326
1168,FR_UCTR3_C1_F_WING_3.tif,1128.649
1169,FR_UCTR3_C1_F_WING_4.tif,1200.941
1170,FR_UCTR3_C1_F_WING_5.tif,1001.544
1171,FR_UCTR3_C1_F_WING_6.tif,1112.49
1172,FR_UCTR3_C1_F_WING_7.tif,1055.588
1173,FR_UCTR3_C1_F_WING_8.tif,1138.675
1174,FR_UCTR3_C1_F_WING_9.tif,1151.611
1180,FR_UCTR3_C1_M_FEMUR_1.tif,276.007
1181,FR_UCTR3_C1_M_FEMUR_10.tif,256.673
1182,FR_UCTR3_C1_M_FEMUR_11.tif,272.002
1183,FR_UCTR3_C1_M_FEMUR_12.tif,248.163
1184,FR_UCTR3_C1_M_FEMUR_13.tif,294.435
1185,FR_UCTR3_C1_M_FEMUR_14.tif,308.585
1186,FR_UCTR3_C1_M_FEMUR_15.tif,309.188
1187,FR_UCTR3_C1_M_FEMUR_16.tif,247.194
1188,FR_UCTR3_C1_M_FEMUR_17.tif,290.338
1189,FR_UCTR3_C1_M_FEMUR_18.tif,302.696
1190,FR_UCTR3_C1_M_FEMUR_19.tif,259.093
1191,FR_UCTR3_C1_M_FEMUR_2.tif,274.235
1192,FR_UCTR3_C1_M_FEMUR_20.tif,279.407
1193,FR_UCTR3_C1_M_FEMUR_3.tif,291.741
1194,FR_UCTR3_C1_M_FEMUR_4.tif,274.235
1195,FR_UCTR3_C1_M_FEMUR_5.tif,279.331
1196,FR_UCTR3_C1_M_FEMUR_6.tif,295.549
1197,FR_UCTR3_C1_M_FEMUR_7.tif,277.088
1198,FR_UCTR3_C1_M_FEMUR_8.tif,262.954
1199,FR_UCTR3_C1_M_FEMUR_9.tif,236.812
1199,FR_UCTR3_C1_M_HEAD_1.tif,400.656
1200,FR_UCTR3_C1_M_HEAD_10.tif,381.084
1201,FR_UCTR3_C1_M_HEAD_11.tif,425.92
1202,FR_UCTR3_C1_M_HEAD_12.tif,444.609
1203,FR_UCTR3_C1_M_HEAD_13.tif,455.693
1204,FR_UCTR3_C1_M_HEAD_14.tif,457.542
1205,FR_UCTR3_C1_M_HEAD_15.tif,452.1
1206,FR_UCTR3_C1_M_HEAD_16.tif,381.105
1207,FR_UCTR3_C1_M_HEAD_17.tif,447.303
1208,FR_UCTR3_C1_M_HEAD_18.tif,434.752
1209,FR_UCTR3_C1_M_HEAD_19.tif,404.946
1210,FR_UCTR3_C1_M_HEAD_2.tif,418.084
1211,FR_UCTR3_C1_M_HEAD_20.tif,437.8
1212,FR_UCTR3_C1_M_HEAD_3.tif,434.319
1213,FR_UCTR3_C1_M_HEAD_4.tif,433.074
1214,FR_UCTR3_C1_M_HEAD_5.tif,416.4
1215,FR_UCTR3_C1_M_HEAD_6.tif,436.331
1216,FR_UCTR3_C1_M_HEAD_7.tif,427.954
1217,FR_UCTR3_C1_M_HEAD_8.tif,401.53
1218,FR_UCTR3_C1_M_HEAD_9.tif,394.138
288,FR_UCTR3_C1_M_TARSUS_1.tif,89.09
289,FR_UCTR3_C1_M_TARSUS_10.tif,82.873
290,FR_UCTR3_C1_M_TARSUS_11.tif,84.723
291,FR_UCTR3_C1_M_TARSUS_12.tif,85.381
292,FR_UCTR3_C1_M_TARSUS_13.tif,90.554
293,FR_UCTR3_C1_M_TARSUS_14.tif,82.68
294,FR_UCTR3_C1_M_TARSUS_15.tif,88.023
295,FR_UCTR3_C1_M_TARSUS_16.tif,85.381
296,FR_UCTR3_C1_M_TARSUS_17.tif,102
297,FR_UCTR3_C1_M_TARSUS_18.tif,93.408
298,FR_UCTR3_C1_M_TARSUS_19.tif,87.316
299,FR_UCTR3_C1_M_TARSUS_2.tif,81.566
300,FR_UCTR3_C1_M_TARSUS_20.tif,90.355
301,FR_UCTR3_C1_M_TARSUS_3.tif,89.554
302,FR_UCTR3_C1_M_TARSUS_4.tif,95.635
303,FR_UCTR3_C1_M_TARSUS_5.tif,92.087
304,FR_UCTR3_C1_M_TARSUS_6.tif,96.747
305,FR_UCTR3_C1_M_TARSUS_7.tif,91.831
306,FR_UCTR3_C1_M_TARSUS_8.tif,88.814
307,FR_UCTR3_C1_M_TARSUS_9.tif,71.449
1177,FR_UCTR3_C1_M_THORAX_1.tif,428.197
1178,FR_UCTR3_C1_M_THORAX_10.tif,393.022
1179,FR_UCTR3_C1_M_THORAX_11.tif,449.891
1180,FR_UCTR3_C1_M_THORAX_12.tif,436.426
1181,FR_UCTR3_C1_M_THORAX_13.tif,463.517
1182,FR_UCTR3_C1_M_THORAX_14.tif,507.11
1183,FR_UCTR3_C1_M_THORAX_15.tif,492.855
1184,FR_UCTR3_C1_M_THORAX_16.tif,392.451
1185,FR_UCTR3_C1_M_THORAX_17.tif,469.623
1186,FR_UCTR3_C1_M_THORAX_18.tif,496.049
1187,FR_UCTR3_C1_M_THORAX_19.tif,425.748
1188,FR_UCTR3_C1_M_THORAX_2.tif,448.879
1189,FR_UCTR3_C1_M_THORAX_20.tif,441.083
1190,FR_UCTR3_C1_M_THORAX_3.tif,464.54
1191,FR_UCTR3_C1_M_THORAX_4.tif,454.757
1192,FR_UCTR3_C1_M_THORAX_5.tif,424.325
1193,FR_UCTR3_C1_M_THORAX_6.tif,488.615
1194,FR_UCTR3_C1_M_THORAX_7.tif,454.614
1195,FR_UCTR3_C1_M_THORAX_8.tif,430.968
1196,FR_UCTR3_C1_M_THORAX_9.tif,410.976
1181,FR_UCTR3_C1_M_TIBIA_1.tif,223.886
1182,FR_UCTR3_C1_M_TIBIA_10.tif,220.658
1183,FR_UCTR3_C1_M_TIBIA_11.tif,244.969
1184,FR_UCTR3_C1_M_TIBIA_12.tif,246.13
1185,FR_UCTR3_C1_M_TIBIA_13.tif,225.397
1186,FR_UCTR3_C1_M_TIBIA_14.tif,269.091
1187,FR_UCTR3_C1_M_TIBIA_15.tif,270.845
1188,FR_UCTR3_C1_M_TIBIA_16.tif,227.607
1189,FR_UCTR3_C1_M_TIBIA_17.tif,252.97
1190,FR_UCTR3_C1_M_TIBIA_18.tif,265.307
1191,FR_UCTR3_C1_M_TIBIA_19.tif,226.296
1192,FR_UCTR3_C1_M_TIBIA_2.tif,229.637
1193,FR_UCTR3_C1_M_TIBIA_20.tif,249.369
1194,FR_UCTR3_C1_M_TIBIA_3.tif,258.805
1195,FR_UCTR3_C1_M_TIBIA_4.tif,245.08
1196,FR_UCTR3_C1_M_TIBIA_5.tif,242.425
1197,FR_UCTR3_C1_M_TIBIA_6.tif,251.223
1198,FR_UCTR3_C1_M_TIBIA_7.tif,245.693
1199,FR_UCTR3_C1_M_TIBIA_8.tif,231.625
1200,FR_UCTR3_C1_M_TIBIA_9.tif,213.216
1175,FR_UCTR3_C1_M_WING_1.tif,973.789
1176,FR_UCTR3_C1_M_WING_10.tif,871.896
1177,FR_UCTR3_C1_M_WING_11.tif,984.008
1178,FR_UCTR3_C1_M_WING_12.tif,946.575
1179,FR_UCTR3_C1_M_WING_13.tif,987.719
1180,FR_UCTR3_C1_M_WING_14.tif,1022.045
1181,FR_UCTR3_C1_M_WING_15.tif,1028.121
1182,FR_UCTR3_C1_M_WING_16.tif,861.701
1183,FR_UCTR3_C1_M_WING_17.tif,988.708
1184,FR_UCTR3_C1_M_WING_18.tif,1049.053
1185,FR_UCTR3_C1_M_WING_19.tif,896.036
1186,FR_UCTR3_C1_M_WING_2.tif,936.214
1187,FR_UCTR3_C1_M_WING_20.tif,970.299
1188,FR_UCTR3_C1_M_WING_3.tif,999.23
1189,FR_UCTR3_C1_M_WING_4.tif,998.439
1190,FR_UCTR3_C1_M_WING_5.tif,921.078
1191,FR_UCTR3_C1_M_WING_6.tif,1036.378
1192,FR_UCTR3_C1_M_WING_7.tif,997.782
1193,FR_UCTR3_C1_M_WING_8.tif,928.533
1194,FR_UCTR3_C1_M_WING_9.tif,3
1200,FR_UCTR3_C2_F_FEMUR_1.tif,247.946
1201,FR_UCTR3_C2_F_FEMUR_10.tif,214.357
1202,FR_UCTR3_C2_F_FEMUR_11.tif,218.68
1203,FR_UCTR3_C2_F_FEMUR_12.tif,245.416
1204,FR_UCTR3_C2_F_FEMUR_13.tif,240.416
1205,FR_UCTR3_C2_F_FEMUR_14.tif,260.048
1206,FR_UCTR3_C2_F_FEMUR_15.tif,234.307
1207,FR_UCTR3_C2_F_FEMUR_16.tif,251.857
1208,FR_UCTR3_C2_F_FEMUR_17.tif,248.805
1209,FR_UCTR3_C2_F_FEMUR_18.tif,274.133
1210,FR_UCTR3_C2_F_FEMUR_19.tif,278.641
1211,FR_UCTR3_C2_F_FEMUR_2.tif,250.799
1212,FR_UCTR3_C2_F_FEMUR_20.tif,257.841
1213,FR_UCTR3_C2_F_FEMUR_3.tif,252.05
1214,FR_UCTR3_C2_F_FEMUR_4.tif,228.079
1215,FR_UCTR3_C2_F_FEMUR_5.tif,258.157
1216,FR_UCTR3_C2_F_FEMUR_6.tif,265.452
1217,FR_UCTR3_C2_F_FEMUR_7.tif,242.033
1218,FR_UCTR3_C2_F_FEMUR_8.tif,247.736
1219,FR_UCTR3_C2_F_FEMUR_9.tif,273.996
1219,FR_UCTR3_C2_F_HEAD_1.tif,385.996
1220,FR_UCTR3_C2_F_HEAD_10.tif,368.702
1221,FR_UCTR3_C2_F_HEAD_11.tif,326.038
1222,FR_UCTR3_C2_F_HEAD_12.tif,412.331
1223,FR_UCTR3_C2_F_HEAD_13.tif,386.685
1224,FR_UCTR3_C2_F_HEAD_14.tif,390.005
1225,FR_UCTR3_C2_F_HEAD_15.tif,344.581
1226,FR_UCTR3_C2_F_HEAD_16.tif,400.94
1227,FR_UCTR3_C2_F_HEAD_17.tif,396.474
1228,FR_UCTR3_C2_F_HEAD_18.tif,390.186
1229,FR_UCTR3_C2_F_HEAD_19.tif,404.605
1230,FR_UCTR3_C2_F_HEAD_2.tif,385.949
1231,FR_UCTR3_C2_F_HEAD_20.tif,407.185
1232,FR_UCTR3_C2_F_HEAD_3.tif,384.749
1233,FR_UCTR3_C2_F_HEAD_4.tif,371.711
1234,FR_UCTR3_C2_F_HEAD_5.tif,429.773
1235,FR_UCTR3_C2_F_HEAD_6.tif,415.086
1236,FR_UCTR3_C2_F_HEAD_7.tif,397.517
1237,FR_UCTR3_C2_F_HEAD_8.tif,385.251
1238,FR_UCTR3_C2_F_HEAD_9.tif,421.735
308,FR_UCTR3_C2_F_TARSUS_1.tif,78.006
309,FR_UCTR3_C2_F_TARSUS_10.tif,73.756
310,FR_UCTR3_C2_F_TARSUS_11.tif,78.186
311,FR_UCTR3_C2_F_TARSUS_12.tif,85.703
312,FR_UCTR3_C2_F_TARSUS_13.tif,76.851
313,FR_UCTR3_C2_F_TARSUS_14.tif,89.944
314,FR_UCTR3_C2_F_TARSUS_15.tif,76.243
315,FR_UCTR3_C2_F_TARSUS_16.tif,84.202
316,FR_UCTR3_C2_F_TARSUS_17.tif,75.472
317,FR_UCTR3_C2_F_TARSUS_18.tif,89.538
318,FR_UCTR3_C2_F_TARSUS_19.tif,93.086
319,FR_UCTR3_C2_F_TARSUS_2.tif,84.22
320,FR_UCTR3_C2_F_TARSUS_20.tif,82.855
321,FR_UCTR3_C2_F_TARSUS_3.tif,84.119
322,FR_UCTR3_C2_F_TARSUS_4.tif,82.073
323,FR_UCTR3_C2_F_TARSUS_5.tif,90.139
324,FR_UCTR3_C2_F_TARSUS_6.tif,95.258
325,FR_UCTR3_C2_F_TARSUS_7.tif,78.109
326,FR_UCTR3_C2_F_TARSUS_8.tif,88.459
327,FR_UCTR3_C2_F_TARSUS_9.tif,95.603
1197,FR_UCTR3_C2_F_THORAX_1.tif,416.332
1198,FR_UCTR3_C2_F_THORAX_10.tif,414.397
1199,FR_UCTR3_C2_F_THORAX_11.tif,367.234
1200,FR_UCTR3_C2_F_THORAX_12.tif,459.426
1201,FR_UCTR3_C2_F_THORAX_13.tif,439.915
1202,FR_UCTR3_C2_F_THORAX_14.tif,435.836
1203,FR_UCTR3_C2_F_THORAX_15.tif,390.328
1204,FR_UCTR3_C2_F_THORAX_16.tif,451.774
1205,FR_UCTR3_C2_F_THORAX_17.tif,441.567
1206,FR_UCTR3_C2_F_THORAX_18.tif,442.217
1207,FR_UCTR3_C2_F_THORAX_19.tif,476.038
1208,FR_UCTR3_C2_F_THORAX_2.tif,430.503
1209,FR_UCTR3_C2_F_THORAX_20.tif,431.481
1210,FR_UCTR3_C2_F_THORAX_3.tif,423.236
1211,FR_UCTR3_C2_F_THORAX_4.tif,404.951
1212,FR_UCTR3_C2_F_THORAX_5.tif,470.106
1213,FR_UCTR3_C2_F_THORAX_6.tif,476.564
1214,FR_UCTR3_C2_F_THORAX_7.tif,417.404
1215,FR_UCTR3_C2_F_THORAX_8.tif,417.042
1216,FR_UCTR3_C2_F_THORAX_9.tif,473.635
1201,FR_UCTR3_C2_F_TIBIA_1.tif,214.756
1202,FR_UCTR3_C2_F_TIBIA_10.tif,203.037
1203,FR_UCTR3_C2_F_TIBIA_11.tif,186.043
1204,FR_UCTR3_C2_F_TIBIA_12.tif,226.42
1205,FR_UCTR3_C2_F_TIBIA_13.tif,206.167
1206,FR_UCTR3_C2_F_TIBIA_14.tif,219.495
1207,FR_UCTR3_C2_F_TIBIA_15.tif,192.408
1208,FR_UCTR3_C2_F_TIBIA_16.tif,217.92
1209,FR_UCTR3_C2_F_TIBIA_17.tif,207.068
1210,FR_UCTR3_C2_F_TIBIA_18.tif,222.245
1211,FR_UCTR3_C2_F_TIBIA_19.tif,215.745
1212,FR_UCTR3_C2_F_TIBIA_2.tif,206.828
1213,FR_UCTR3_C2_F_TIBIA_20.tif,214.22
1214,FR_UCTR3_C2_F_TIBIA_3.tif,219.456
1215,FR_UCTR3_C2_F_TIBIA_4.tif,193.871
1216,FR_UCTR3_C2_F_TIBIA_5.tif,215
1217,FR_UCTR3_C2_F_TIBIA_6.tif,220.057
1218,FR_UCTR3_C2_F_TIBIA_7.tif,188.915
1219,FR_UCTR3_C2_F_TIBIA_8.tif,199.203
1220,FR_UCTR3_C2_F_TIBIA_9.tif,205.3
1195,FR_UCTR3_C2_F_WING_1.tif,934.779
1196,FR_UCTR3_C2_F_WING_10.tif,874.136
1197,FR_UCTR3_C2_F_WING_11.tif,791.647
1198,FR_UCTR3_C2_F_WING_12.tif,995.427
1199,FR_UCTR3_C2_F_WING_13.tif,951.923
1200,FR_UCTR3_C2_F_WING_14.tif,935.573
1201,FR_UCTR3_C2_F_WING_15.tif,854.82
1202,FR_UCTR3_C2_F_WING_16.tif,978.662
1203,FR_UCTR3_C2_F_WING_17.tif,968.377
1204,FR_UCTR3_C2_F_WING_18.tif,958.701
1205,FR_UCTR3_C2_F_WING_19.tif,982.412
1206,FR_UCTR3_C2_F_WING_2.tif,929.517
1207,FR_UCTR3_C2_F_WING_20.tif,926.264
1208,FR_UCTR3_C2_F_WING_3.tif,952.909
1209,FR_UCTR3_C2_F_WING_4.tif,912.921
1210,FR_UCTR3_C2_F_WING_5.tif,988.539
1211,FR_UCTR3_C2_F_WING_6.tif,1030.481
1212,FR_UCTR3_C2_F_WING_7.tif,941.475
1213,FR_UCTR3_C2_F_WING_8.tif,929.009
1214,FR_UCTR3_C2_F_WING_9.tif,997.449
1220,FR_UCTR3_C2_M_FEMUR_1.tif,255.327
1221,FR_UCTR3_C2_M_FEMUR_10.tif,264.189
1222,FR_UCTR3_C2_M_FEMUR_11.tif,229.93
1223,FR_UCTR3_C2_M_FEMUR_12.tif,242.668
1224,FR_UCTR3_C2_M_FEMUR_13.tif,255.039
1225,FR_UCTR3_C2_M_FEMUR_14.tif,220.601
1226,FR_UCTR3_C2_M_FEMUR_15.tif,230.17
1227,FR_UCTR3_C2_M_FEMUR_16.tif,228.989
1228,FR_UCTR3_C2_M_FEMUR_17.tif,240.66
1229,FR_UCTR3_C2_M_FEMUR_18.tif,210.791
1230,FR_UCTR3_C2_M_FEMUR_19.tif,251.072
1231,FR_UCTR3_C2_M_FEMUR_2.tif,242.405
1232,FR_UCTR3_C2_M_FEMUR_20.tif,235.919
1233,FR_UCTR3_C2_M_FEMUR_3.tif,212.565
1234,FR_UCTR3_C2_M_FEMUR_4.tif,250.89
1235,FR_UCTR3_C2_M_FEMUR_5.tif,252.008
1236,FR_UCTR3_C2_M_FEMUR_6.tif,222.146
1237,FR_UCTR3_C2_M_FEMUR_7.tif,245.284
1238,FR_UCTR3_C2_M_FEMUR_8.tif,214.22
1239,FR_UCTR3_C2_M_FEMUR_9.tif,224.076
1239,FR_UCTR3_C2_M_HEAD_1.tif,368.098
1240,FR_UCTR3_C2_M_HEAD_10.tif,391.523
1241,FR_UCTR3_C2_M_HEAD_11.tif,361.134
1242,FR_UCTR3_C2_M_HEAD_12.tif,367.316
1243,FR_UCTR3_C2_M_HEAD_13.tif,371.539
1244,FR_UCTR3_C2_M_HEAD_14.tif,331.658
1245,FR_UCTR3_C2_M_HEAD_15.tif,362.353
1246,FR_UCTR3_C2_M_HEAD_16.tif,367.238
1247,FR_UCTR3_C2_M_HEAD_17.tif,397.247
1248,FR_UCTR3_C2_M_HEAD_18.tif,339.063
1249,FR_UCTR3_C2_M_HEAD_19.tif,365.396
1250,FR_UCTR3_C2_M_HEAD_2.tif,356.329
1251,FR_UCTR3_C2_M_HEAD_20.tif,368.951
1252,FR_UCTR3_C2_M_HEAD_3.tif,342.243
1253,FR_UCTR3_C2_M_HEAD_4.tif,381.505
1254,FR_UCTR3_C2_M_HEAD_5.tif,382.628
1255,FR_UCTR3_C2_M_HEAD_6.tif,381.274
1256,FR_UCTR3_C2_M_HEAD_7.tif,369.623
1257,FR_UCTR3_C2_M_HEAD_8.tif,339.072
1258,FR_UCTR3_C2_M_HEAD_9.tif,356.006
328,FR_UCTR3_C2_M_TARSUS_1.tif,78.102
329,FR_UCTR3_C2_M_TARSUS_10.tif,76.922
330,FR_UCTR3_C2_M_TARSUS_11.tif,70.036
331,FR_UCTR3_C2_M_TARSUS_12.tif,78.892
332,FR_UCTR3_C2_M_TARSUS_13.tif,78.102
333,FR_UCTR3_C2_M_TARSUS_14.tif,69.857
334,FR_UCTR3_C2_M_TARSUS_15.tif,76.844
335,FR_UCTR3_C2_M_TARSUS_16.tif,74.947
336,FR_UCTR3_C2_M_TARSUS_17.tif,82.765
337,FR_UCTR3_C2_M_TARSUS_18.tif,68.007
338,FR_UCTR3_C2_M_TARSUS_19.tif,78.848
339,FR_UCTR3_C2_M_TARSUS_2.tif,73.43
340,FR_UCTR3_C2_M_TARSUS_20.tif,72.422
341,FR_UCTR3_C2_M_TARSUS_3.tif,69.116
342,FR_UCTR3_C2_M_TARSUS_4.tif,69.971
343,FR_UCTR3_C2_M_TARSUS_5.tif,69.635
344,FR_UCTR3_C2_M_TARSUS_6.tif,79.398
345,FR_UCTR3_C2_M_TARSUS_7.tif,74.967
346,FR_UCTR3_C2_M_TARSUS_8.tif,74.25
347,FR_UCTR3_C2_M_TARSUS_9.tif,76.4
1217,FR_UCTR3_C2_M_THORAX_1.tif,389.71
1218,FR_UCTR3_C2_M_THORAX_10.tif,418.961
1219,FR_UCTR3_C2_M_THORAX_11.tif,348.092
1220,FR_UCTR3_C2_M_THORAX_12.tif,360.555
1221,FR_UCTR3_C2_M_THORAX_13.tif,388.891
1222,FR_UCTR3_C2_M_THORAX_14.tif,345.897
1223,FR_UCTR3_C2_M_THORAX_15.tif,365.199
1224,FR_UCTR3_C2_M_THORAX_16.tif,356.854
1225,FR_UCTR3_C2_M_THORAX_17.tif,407.571
1226,FR_UCTR3_C2_M_THORAX_18.tif,345.349
1227,FR_UCTR3_C2_M_THORAX_19.tif,379.352
1228,FR_UCTR3_C2_M_THORAX_2.tif,356.131
1229,FR_UCTR3_C2_M_THORAX_20.tif,371.286
1230,FR_UCTR3_C2_M_THORAX_3.tif,339.478
1231,FR_UCTR3_C2_M_THORAX_4.tif,392.777
1232,FR_UCTR3_C2_M_THORAX_5.tif,387.072
1233,FR_UCTR3_C2_M_THORAX_6.tif,389.298
1234,FR_UCTR3_C2_M_THORAX_7.tif,384.303
1235,FR_UCTR3_C2_M_THORAX_8.tif,344.523
1236,FR_UCTR3_C2_M_THORAX_9.tif,360.014
1221,FR_UCTR3_C2_M_TIBIA_1.tif,211.142
1222,FR_UCTR3_C2_M_TIBIA_10.tif,224.243
1223,FR_UCTR3_C2_M_TIBIA_11.tif,202.356
1224,FR_UCTR3_C2_M_TIBIA_12.tif,195.164
1225,FR_UCTR3_C2_M_TIBIA_13.tif,223.486
1226,FR_UCTR3_C2_M_TIBIA_14.tif,188.987
1227,FR_UCTR3_C2_M_TIBIA_15.tif,202.41
1228,FR_UCTR3_C2_M_TIBIA_16.tif,201.316
1229,FR_UCTR3_C2_M_TIBIA_17.tif,212.424
1230,FR_UCTR3_C2_M_TIBIA_18.tif,181.232
1231,FR_UCTR3_C2_M_TIBIA_19.tif,203.066
1232,FR_UCTR3_C2_M_TIBIA_2.tif,209.275
1233,FR_UCTR3_C2_M_TIBIA_20.tif,197.274
1234,FR_UCTR3_C2_M_TIBIA_3.tif,185.389
1235,FR_UCTR3_C2_M_TIBIA_4.tif,209.01
1236,FR_UCTR3_C2_M_TIBIA_5.tif,211.038
1237,FR_UCTR3_C2_M_TIBIA_6.tif,205.3
1238,FR_UCTR3_C2_M_TIBIA_7.tif,195.686
1239,FR_UCTR3_C2_M_TIBIA_8.tif,180.347
1240,FR_UCTR3_C2_M_TIBIA_9.tif,201.102
1215,FR_UCTR3_C2_M_WING_1.tif,869.255
1216,FR_UCTR3_C2_M_WING_10.tif,949.318
1217,FR_UCTR3_C2_M_WING_11.tif,812.308
1218,FR_UCTR3_C2_M_WING_12.tif,844.192
1219,FR_UCTR3_C2_M_WING_13.tif,702.204
1220,FR_UCTR3_C2_M_WING_14.tif,813.929
1221,FR_UCTR3_C2_M_WING_15.tif,817.27
1222,FR_UCTR3_C2_M_WING_16.tif,791.692
1223,FR_UCTR3_C2_M_WING_17.tif,937.179
1224,FR_UCTR3_C2_M_WING_18.tif,771.077
1225,FR_UCTR3_C2_M_WING_19.tif,879.932
1226,FR_UCTR3_C2_M_WING_2.tif,787.686
1227,FR_UCTR3_C2_M_WING_20.tif,861.279
1228,FR_UCTR3_C2_M_WING_3.tif,767.753
