"treatment","cohort0","replicate","cohort","sex","individual","tarsus","femur","tibia","winglength","wingwidth","thorax","head","thorax_c","cohort_n"
"NT","0","2",0,"F","2",7.63778048833699,9.28440474989393,8.98219251403333,11.0937550297203,10.0021037013041,10.0489917697674,9.85564598259642,0.184672094276769,1
"NT","0","2",0,"F","3",7.63240796981236,9.21664450227754,8.89323289881417,11.1493403262955,9.97524067619696,10.0343352452078,9.79446635979291,0.17001556971713,1
"NT","0","2",0,"F","4",7.62770750811827,9.21647761321629,8.85328684642517,11.1576183184202,9.9855897421126,10.0543612030241,9.86026386971619,0.190041527533436,1
"NT","0","2",0,"F","5",7.57956032639224,9.2466305932552,8.92430818464704,11.1441315375184,10.0121144078057,10.0255000525422,9.85166741129639,0.161180377051533,1
"NT","0","2",0,"F","6",7.38760448631531,9.11158771342293,8.82498711696338,11.1084068409752,10.0115218035497,9.99152847848952,9.73050410252991,0.127208802998849,1
"NT","0","2",0,"F","7",7.68496667352068,9.23895028062862,8.95380853398485,11.1757323926932,10.0566638053059,10.0734790092721,9.87168849378643,0.209159333781438,1
"NT","0","2",0,"F","8",7.67385290353554,9.27702724980897,9.03543195914212,11.155528271715,10.0396090687756,10.1303849695793,9.87404997871881,0.26606529408866,1
"NT","0","2",0,"F","9",7.6845493289268,9.24231711102279,8.92718849927065,11.1343282546984,10.0329137284151,10.1171304964906,9.84637026542837,0.25281082099997,1
"NT","0","2",0,"F","10",7.5426890911289,9.21425208492832,8.90866438030684,11.1586129068219,10.0244954670203,10.0770434714368,9.84441364989345,0.21272379594609,1
"NT","0","2",0,"F","11",7.58613871925244,9.22706157249302,8.86932708578042,11.165756810739,10.0421843667467,10.0220440026317,9.8136196003232,0.157724327141025,1
"NT","0","2",0,"F","12",7.53401365293726,9.22897680120805,8.93078357401549,11.1561727709467,10.0124314031207,10.0376462233397,9.83022977706203,0.17332654784907,1
"NT","0","2",0,"F","13",7.66585419933131,9.23208140417512,9.04507006034336,11.1220916960656,10.0229384802457,10.0650484597805,9.83477061907687,0.200728784289868,1
"NT","0","2",0,"F","14",7.67450980269219,9.21231267154473,8.91473211464634,11.1772847929503,10.0503105461927,10.0654928788951,9.8111807796959,0.201173203404393,1
"NT","0","2",0,"F","15",7.70357181923501,9.22499582615233,8.83982728820255,11.1055624035316,9.98582529042606,10.057802887876,9.79358367223749,0.193483212385285,1
"NT","0","2",0,"F","16",7.78480050062003,9.21055183255279,8.88278835077813,11.1465684339127,10.0154782786795,10.0243134174846,9.82781419869274,0.159993741993928,1
"NT","0","2",0,"F","17",7.55202779135455,9.24882882133025,8.8742303977147,11.1719260662323,10.0680676361309,10.0890317143585,9.82298737588979,0.224712038867866,1
"NT","0","2",0,"F","18",7.56925471462231,9.22536348544099,8.94665840780405,11.1301799140735,10.0037643508765,9.99002174066436,9.81589796271599,0.125702065173693,1
"NT","0","2",0,"F","19",7.77238425713129,9.28352660638378,8.93049761741445,11.1008967381976,10.0521719481161,10.0358940598715,9.86022022202912,0.171574384380781,1
"NT","0","2",0,"F","20",7.57586609462878,9.27207485297197,8.98151847774381,11.1355024465167,10.0083962100917,10.0693553480373,9.84172856189403,0.205035672546609,1
"NT","0","2",0,"M","1",7.48539011526684,9.06293410029052,8.90909827283333,10.9148266339271,9.80665266104756,9.80544388935321,9.62697376932766,-0.0588757861374596,1
"NT","0","2",0,"M","2",7.60932444113608,9.19237942289642,8.90649764815027,10.9711694680857,9.87991760368412,9.85999966615281,9.67692327970071,-0.00432000933785659,1
"NT","0","2",0,"M","3",7.45448651305608,9.16682197635034,8.82265495251546,10.9634185045813,9.81234345461696,9.85411262444876,9.62415990877481,-0.0102070510419079,1
"NT","0","2",0,"M","4",7.5086393999243,9.1896578488008,8.93818367971733,10.9787979046511,9.8870030217572,9.85942284505546,9.75064602835039,-0.00489683043521261,1
"NT","0","2",0,"M","5",7.5890299705065,9.22660563101479,8.93131595508319,11.0054400604887,9.88399866786422,9.89295220770397,9.73804468706525,0.028632532213301,1
"NT","0","2",0,"M","6",7.47971916035693,9.15268833480969,8.93483680282693,10.9825174780617,9.82611682174836,9.82677300909585,9.65314753087733,-0.037546666394821,1
"NT","0","2",0,"M","7",7.48406689718124,9.1854943295404,8.90547389506631,10.9880597622532,9.92736212752057,9.90270835814778,9.72584174907972,0.0383886826571143,1
"NT","0","2",0,"M","8",7.43512316225411,9.14934940917053,8.9105765373532,10.9866917243055,9.86500570934685,9.93809444329455,9.6920332153464,0.0737747678038776,1
"NT","0","2",0,"M","9",7.49769379033148,9.24572106631087,8.93820544386122,10.9653484095062,9.87010436362173,9.88845595962486,9.76404221730659,0.0241362841341939,1
"NT","0","2",0,"M","10",7.53620928736842,9.14833004267961,8.85811667670313,10.9210540223846,9.86489923558288,9.91388493110514,9.66957468991477,0.049565255614473,1
"NT","0","2",0,"M","11",7.60533876045964,9.21307359091322,8.97616724535709,10.9984120491492,9.84968798219125,9.89678061429495,9.71656295941072,0.0324609388042827,1
"NT","0","2",0,"M","12",7.61003501258184,9.21921615765957,8.98708979790479,10.9480350376328,9.84538313073476,9.85255684934754,9.79986136803773,-0.0117628261431317,1
"NT","0","2",0,"M","13",7.4235781709818,9.22660563101479,8.90814747690238,11.024599807535,9.8831663287559,9.92176740237283,9.77069884089308,0.057447726882156,1
"NT","0","2",0,"M","14",7.47852242935595,9.23774668211218,8.91528975465079,10.9513346838117,9.90447341011685,9.89655661732509,9.68222444937898,0.0322369418344248,1
"NT","0","2",0,"M","15",7.53818644832513,9.11594764656986,8.90121530652013,11.0009387987866,9.91221395498547,9.86247668414171,9.69196609920389,-0.00184299134895838,1
"NT","0","2",0,"M","16",7.3782750851096,9.08878272758483,8.84972259966842,10.9717227588816,9.87458489774437,9.88485155466417,9.68031556504265,0.0205318791734967,1
"NT","0","2",0,"M","17",7.46286180751859,9.2145982091479,8.96024421496212,10.955104020963,9.89126475601332,9.94231081291659,9.7330504477463,0.0779911374259186,1
"NT","0","2",0,"M","18",7.59548068556837,9.22594611978905,8.93961940941291,10.9971890235856,9.88689532495382,9.89457272681265,9.70003376433072,0.0302530513219779,1
"NT","0","2",0,"M","19",7.51323995762223,9.15197162431626,8.83512130131736,10.926149048882,9.81570609673895,9.9038232331771,9.74303664731599,0.0395035576864302,1
"NT","0","2",0,"M","20",7.23475153257077,9.1048917180138,8.80239590394194,10.9536597083879,9.82770932609459,9.83887293830048,9.75349355958406,-0.0254467371901903,1
"NT","1","2",1,"F","1",7.61163510162129,9.18002494869889,8.84651155638874,11.0857113040304,9.95509861424933,10.0140624948234,9.80400430374528,0.149742819332722,2
"NT","1","2",1,"F","2",7.58728337193658,9.2038054813547,8.96565974585099,11.1192258860615,9.98589938756136,9.99549345089596,9.79885972941149,0.131173775405287,2
"NT","1","2",1,"F","3",7.60058941160578,9.2229854950422,8.90884304361448,11.1365731824926,10.0255256599829,10.0285983240442,9.8303142139112,0.164278648553537,2
"NT","1","2",1,"F","4",7.6266759645611,9.18129659370709,8.8687761409088,11.1095743801558,9.9797097619061,9.96378077967834,9.79040441130224,0.0994611041876698,2
"NT","1","2",1,"F","5",7.66153998000742,9.20234856302602,8.93498389821634,11.1223589456367,10.0043627621317,10.0264482488992,9.78479716415362,0.162128573408575,2
"NT","1","2",1,"F","6",7.63373270908809,9.16354985366235,8.82182397327733,11.0426602043404,9.93356319650866,9.90811636551483,9.77020255313892,0.0437966900241644,2
"NT","1","2",1,"F","7",7.6769639577434,9.18107009173851,8.87004414672539,11.0717862219666,9.99176215241167,9.98852183479835,9.73802718483557,0.12420215930768,2
