"","X","Initials","Treatment","Replicate","Generation","Cohort","Sex","Individual","Trait","Area","Mean","Min","Max","Angle","Length","scale","scale_mm","length_mm","Cohort0","length_um"
"1",1,"AW","NT","1","35",1,"F",1,"L",129,109.417,79.417,149.25,-57.426,128.16,1.48e-06,0.00148,0.1896768,0,189.6768
"2",2,"AW","NT","1","35",1,"F",2,"L",137,119.32,82.842,153.765,18.034,135.665,1.48e-06,0.00148,0.2007842,0,200.7842
"3",3,"AW","NT","1","35",1,"F",3,"L",128,83.624,63.453,104.695,-95.891,126.669,1.48e-06,0.00148,0.18747012,0,187.47012
"4",4,"AW","NT","1","35",1,"F",4,"L",150,76.287,59.591,89.443,43.643,149.241,1.48e-06,0.00148,0.22087668,0,220.87668
"5",5,"AW","NT","1","35",1,"F",5,"L",152,88.262,51.689,123.907,-12.2,151.42,1.48e-06,0.00148,0.2241016,0,224.1016
"6",6,"AW","NT","1","35",1,"F",6,"L",152,108.039,86.08,141.773,-36.946,151.4,1.48e-06,0.00148,0.224072,0,224.072
"7",7,"AW","NT","1","35",1,"F",7,"L",123,121.565,80.369,176.361,-91.409,122.037,1.48e-06,0.00148,0.18061476,0,180.61476
"8",8,"AW","NT","1","35",1,"F",8,"L",138,88.182,62.765,119.673,27.876,136.883,1.48e-06,0.00148,0.20258684,0,202.58684
"9",9,"AW","NT","1","35",1,"F",9,"L",142,91.435,74.069,110.72,-66.534,140.631,1.48e-06,0.00148,0.20813388,0,208.13388
"10",10,"AW","NT","1","35",1,"F",10,"L",150,101.061,68.953,122.585,9.652,149.111,1.48e-06,0.00148,0.22068428,0,220.68428
"11",11,"AW","NT","1","35",1,"F",11,"L",143,95.84,66.877,119.195,44.145,142.144,1.48e-06,0.00148,0.21037312,0,210.37312
"12",12,"AW","NT","1","35",1,"F",12,"L",144,140.855,93.652,170.807,-160.427,143.279,1.48e-06,0.00148,0.21205292,0,212.05292
"13",13,"AW","NT","1","35",1,"F",13,"L",159,89.781,68.585,115.258,-114.624,158.405,1.48e-06,0.00148,0.2344394,0,234.4394
"14",14,"AW","NT","1","35",1,"F",14,"L",131,108.97,74.509,141,-156.975,130.388,1.48e-06,0.00148,0.19297424,0,192.97424
"15",15,"AW","NT","1","35",1,"F",15,"L",141,84.465,58.046,125.666,-172.621,140.161,1.48e-06,0.00148,0.20743828,0,207.43828
"16",16,"AW","NT","1","35",1,"F",16,"L",151,85.452,69.302,104.88,163.74,150,1.48e-06,0.00148,0.222,0,222
"17",17,"AW","NT","1","35",1,"F",17,"L",133,86.391,60.459,120.021,-77.33,132.22,1.48e-06,0.00148,0.1956856,0,195.6856
"18",18,"AW","NT","1","35",1,"F",18,"L",147,103.119,57.696,129.852,73.677,145.88,1.48e-06,0.00148,0.2159024,0,215.9024
"19",19,"AW","NT","1","35",1,"F",19,"L",131,75.48,57.81,96.006,-100.62,130.231,1.48e-06,0.00148,0.19274188,0,192.74188
"20",20,"AW","NT","1","35",1,"F",20,"L",139,106.043,70.975,127.985,-106.858,137.928,1.48e-06,0.00148,0.20413344,0,204.13344
"21",21,"AW","NT","1","35",1,"M",1,"L",111,107.902,60,139.8,-21.413,109.563,1.48e-06,0.00148,0.16215324,0,162.15324
"22",22,"AW","NT","1","35",1,"M",2,"L",113,71.547,50.789,87.832,-23.131,112.004,1.48e-06,0.00148,0.16576592,0,165.76592
"23",23,"AW","NT","1","35",1,"M",3,"L",123,73.783,32.465,105.817,45,121.622,1.48e-06,0.00148,0.18000056,0,180.00056
"24",24,"AW","NT","1","35",1,"M",4,"L",118,93.728,76.567,124.13,-43.264,116.726,1.86e-06,0.00186,0.21711036,0,217.11036
"25",25,"AW","NT","1","35",1,"M",5,"L",109,76.624,59.037,92.724,-96.399,107.671,1.48e-06,0.00148,0.15935308,0,159.35308
"26",26,"AW","NT","1","35",1,"M",6,"L",111,69.877,36.538,103.657,-102.642,109.659,1.48e-06,0.00148,0.16229532,0,162.29532
"27",27,"AW","NT","1","35",1,"M",7,"L",130,133.799,112.896,154.721,-45.63,128.701,1.48e-06,0.00148,0.19047748,0,190.47748
"28",28,"AW","NT","1","35",1,"M",8,"L",113,85.234,54.021,113.5,-129.218,112.294,1.48e-06,0.00148,0.16619512,0,166.19512
"29",29,"AW","NT","1","35",1,"M",9,"L",121,97.691,72.96,142.76,-103.459,120.304,1.48e-06,0.00148,0.17804992,0,178.04992
"30",30,"AW","NT","1","35",1,"M",10,"L",127,75.303,43.102,104.9,-78.064,125.718,1.48e-06,0.00148,0.18606264,0,186.06264
"31",31,"AW","NT","1","35",1,"M",11,"L",116,87.025,47.921,124.416,-29.683,115.104,1.48e-06,0.00148,0.17035392,0,170.35392
"32",32,"AW","NT","1","35",1,"M",12,"L",116,79.433,32.417,108.878,-89.004,115.017,1.48e-06,0.00148,0.17022516,0,170.22516
"33",33,"AW","NT","1","35",1,"M",13,"L",134,93.049,53,128.835,-4.3,133.375,1.48e-06,0.00148,0.197395,0,197.395
"34",34,"AW","NT","1","35",1,"M",14,"L",117,77.479,52.897,93.266,-55.491,116.499,1.48e-06,0.00148,0.17241852,0,172.41852
"35",35,"AW","NT","1","35",1,"M",15,"L",123,91.721,69.295,113.738,-23.199,121.852,1.48e-06,0.00148,0.18034096,0,180.34096
"36",36,"AW","NT","1","35",1,"M",16,"L",116,86.484,61.021,131.284,-61.429,115.004,1.48e-06,0.00148,0.17020592,0,170.20592
"37",37,"AW","NT","1","35",1,"M",17,"L",114,101.74,74.384,136.389,-81.369,113.283,1.48e-06,0.00148,0.16765884,0,167.65884
"38",38,"AW","NT","1","35",1,"M",18,"L",114,79.997,30.168,127.353,-127.073,112.801,1.48e-06,0.00148,0.16694548,0,166.94548
"39",39,"AW","NT","1","35",1,"M",19,"L",127,78.579,48.143,100.429,-2.726,126.143,1.48e-06,0.00148,0.18669164,0,186.69164
"40",40,"AW","NT","1","35",1,"M",20,"L",114,84.91,63.852,115.673,62.076,113.177,1.48e-06,0.00148,0.16750196,0,167.50196
"41",41,"AW","NT","1","35",2,"F",1,"L",86,109.815,84.487,130,26.565,84.971,1.86e-06,0.00186,0.15804606,1,158.04606
"42",42,"AW","NT","1","35",2,"F",2,"L",93,121.465,98.244,147.174,-62.879,92.13,1.86e-06,0.00186,0.1713618,1,171.3618
"43",43,"AW","NT","1","35",2,"F",3,"L",95,115.125,95.698,134.527,-154.799,93.941,1.86e-06,0.00186,0.17473026,1,174.73026
"44",44,"AW","NT","1","35",2,"F",4,"L",96,112.323,94.159,132.945,-81.529,95.037,1.86e-06,0.00186,0.17676882,1,176.76882
"45",45,"AW","NT","1","35",2,"F",5,"L",95,115.435,89.987,143.97,-108.048,93.606,1.86e-06,0.00186,0.17410716,1,174.10716
"46",46,"AW","NT","1","35",2,"F",6,"L",90,123.23,99.283,160.686,-57.381,89.045,1.86e-06,0.00186,0.1656237,1,165.6237
"47",47,"AW","NT","1","35",2,"F",7,"L",100,121.596,99.817,141.537,-134.182,99.005,1.86e-06,0.00186,0.1841493,1,184.1493
"48",48,"AW","NT","1","35",2,"F",8,"L",93,100.333,76.04,125.964,124.38,92.087,1.86e-06,0.00186,0.17128182,1,171.28182
"49",49,"AW","NT","1","35",2,"F",9,"L",92,118.626,84.358,137.154,10.081,91.411,1.86e-06,0.00186,0.17002446,1,170.02446
"50",50,"AW","NT","1","35",2,"F",10,"L",93,120.378,97.904,144,-156.228,91.788,1.86e-06,0.00186,0.17072568,1,170.72568
"51",51,"AW","NT","1","35",2,"F",11,"L",93,116.793,92.351,147.607,-32.137,92.114,1.86e-06,0.00186,0.17133204,1,171.33204
"52",52,"AW","NT","1","35",2,"F",12,"L",100,112.436,80.969,171.554,134.182,99.005,1.86e-06,0.00186,0.1841493,1,184.1493
"53",53,"AW","NT","1","35",2,"F",13,"L",113,120.016,85.047,143.205,-55.597,111.503,1.86e-06,0.00186,0.20739558,1,207.39558
"54",54,"AW","NT","1","35",2,"F",14,"L",104,111.415,78.489,137.049,-26.565,102.859,1.86e-06,0.00186,0.19131774,1,191.31774
"55",55,"AW","NT","1","35",2,"F",15,"L",98,101.448,88.597,119.426,-113.121,96.773,1.86e-06,0.00186,0.17999778,1,179.99778
"56",56,"AW","NT","1","35",2,"F",16,"L",108,122.191,93.134,144.558,-72.072,107.205,1.86e-06,0.00186,0.1994013,1,199.4013
"57",57,"AW","NT","1","35",2,"F",17,"L",90,100.674,81.554,121.766,60.255,88.685,1.86e-06,0.00186,0.1649541,1,164.9541
"58",58,"AW","NT","1","35",2,"F",18,"L",110,105.326,74,122.891,-6.34,108.665,1.86e-06,0.00186,0.2021169,1,202.1169
"59",59,"AW","NT","1","35",2,"F",19,"L",91,123.3,88.819,146.225,77.816,90.028,1.86e-06,0.00186,0.16745208,1,167.45208
"60",60,"AW","NT","1","35",2,"F",20,"L",103,106.497,75.332,127.844,-71.03,101.514,1.86e-06,0.00186,0.18881604,1,188.81604
"61",61,"AW","NT","1","35",2,"M",1,"L",90,109.313,51.343,154.123,34.046,89.308,1.86e-06,0.00186,0.16611288,1,166.11288
"62",62,"AW","NT","1","35",2,"M",2,"L",96,93.071,73.006,115.526,-135.424,95.462,1.86e-06,0.00186,0.17755932,1,177.55932
"63",63,"AW","NT","1","35",2,"M",3,"L",89,105.764,87,130,0,88,1.86e-06,0.00186,0.16368,1,163.68
"64",64,"AW","NT","1","35",2,"M",4,"L",90,120.947,89.592,152.728,-97.765,88.814,1.86e-06,0.00186,0.16519404,1,165.19404
"65",65,"AW","NT","1","35",2,"M",5,"L",87,104.148,74.163,136.624,102.745,86.122,1.86e-06,0.00186,0.16018692,1,160.18692
"66",66,"AW","NT","1","35",2,"M",6,"L",104,96.712,71.194,126.437,-178.332,103.044,1.86e-06,0.00186,0.19166184,1,191.66184
"67",67,"AW","NT","1","35",2,"M",7,"L",87,106.623,39.465,154.568,-111.801,86.163,1.86e-06,0.00186,0.16026318,1,160.26318
"68",68,"AW","NT","1","35",2,"M",8,"L",81,115.388,50.975,163,66.329,79.706,1.86e-06,0.00186,0.14825316,1,148.25316
"69",69,"AW","NT","1","35",2,"M",9,"L",96,104.283,52.604,139.596,125.189,95.441,1.86e-06,0.00186,0.17752026,1,177.52026
"70",70,"AW","NT","1","35",2,"M",10,"L",100,100.128,46.323,145.036,-102.216,99.247,1.86e-06,0.00186,0.18459942,1,184.59942
"71",71,"AW","NT","1","35",2,"M",11,"L",87,88.023,63.736,108.116,12.095,85.907,1.86e-06,0.00186,0.15978702,1,159.78702
"72",72,"AW","NT","1","35",2,"M",12,"L",94,110.566,85.387,136.743,-17.464,93.301,1.86e-06,0.00186,0.17353986,1,173.53986
"73",73,"AW","NT","1","35",2,"M",13,"L",101,88.798,68.32,134,126.87,100,1.86e-06,0.00186,0.186,1,186
"74",74,"AW","NT","1","35",2,"M",14,"L",86,87.749,35.447,128.695,128.766,84.646,1.86e-06,0.00186,0.15744156,1,157.44156
"75",75,"AW","NT","1","35",2,"M",15,"L",95,107.62,57.426,147.298,-86.348,94.191,1.86e-06,0.00186,0.17519526,1,175.19526
"76",76,"AW","NT","1","35",2,"M",16,"L",93,93.49,76.274,116.747,-109.026,92.027,1.86e-06,0.00186,0.17117022,1,171.17022
"77",77,"AW","NT","1","35",2,"M",17,"L",93,102.272,54.043,133.959,-48.521,92.098,1.86e-06,0.00186,0.17130228,1,171.30228
"78",78,"AW","NT","1","35",2,"M",18,"L",94,94.137,79.712,112.223,168.207,92.962,1.86e-06,0.00186,0.17290932,1,172.90932
"79",79,"AW","NT","1","35",2,"M",19,"L",103,79.871,50.941,103.745,-23.791,101.637,1.86e-06,0.00186,0.18904482,1,189.04482
"80",80,"AW","NT","1","35",2,"M",20,"L",85,103.329,70,122.76,-46.444,84.172,1.86e-06,0.00186,0.15655992,1,156.55992
"81",81,"AW","NT","1","35",3,"F",1,"L",132,131.507,86.077,153.751,-33.447,130.633,1.48e-06,0.00148,0.19333684,2,193.33684
"82",82,"AW","NT","1","35",3,"F",2,"L",107,96.247,75.146,120,-58.851,106.33,1.48e-06,0.00148,0.1573684,2,157.3684
"83",83,"AW","NT","1","35",3,"F",3,"L",121,98.877,79,123.417,-41.634,120.416,1.48e-06,0.00148,0.17821568,2,178.21568
"84",84,"AW","NT","1","35",3,"F",4,"L",118,133.102,100.385,155.112,19.983,117.047,1.48e-06,0.00148,0.17322956,2,173.22956
"85",85,"AW","NT","1","35",3,"F",5,"L",120,125.649,94.84,150.143,-26.35,119.407,1.48e-06,0.00148,0.17672236,2,176.72236
"86",86,"AW","NT","1","35",3,"F",6,"L",118,122.558,95.426,151.827,-136.736,116.726,1.48e-06,0.00148,0.17275448,2,172.75448
"87",87,"AW","NT","1","35",3,"F",7,"L",122,124.653,91.876,165.042,-120.393,120.569,1.48e-06,0.00148,0.17844212,2,178.44212
"88",88,"AW","NT","1","35",3,"F",8,"L",117,106.241,73.139,134.97,-49.56,115.624,1.48e-06,0.00148,0.17112352,2,171.12352
"89",89,"AW","NT","1","35",3,"F",9,"L",114,111.746,78.406,134.613,-69.326,113.296,1.48e-06,0.00148,0.16767808,2,167.67808
"90",90,"AW","NT","1","35",3,"F",10,"L",110,119.06,78,147.225,-26.095,109.124,1.48e-06,0.00148,0.16150352,2,161.50352
"91",91,"AW","NT","1","35",3,"F",11,"L",117,117.376,88,137,0,116,1.48e-06,0.00148,0.17168,2,171.68
"92",92,"AW","NT","1","35",3,"F",12,"L",111,114.417,78,138,-38.741,110.259,1.48e-06,0.00148,0.16318332,2,163.18332
"93",93,"AW","NT","1","35",3,"F",13,"L",108,128.074,86.335,163.169,-141.089,106.668,1.48e-06,0.00148,0.15786864,2,157.86864
"94",94,"AW","NT","1","35",3,"F",14,"L",124,120.972,81.755,151.831,-65.518,123.065,1.48e-06,0.00148,0.1821362,2,182.1362
"95",95,"AW","NT","1","35",3,"F",15,"L",108,108.938,85.043,139.284,-45,107.48,1.48e-06,0.00148,0.1590704,2,159.0704
"96",96,"AW","NT","1","35",3,"F",16,"L",122,116.926,78.203,156.215,-10.008,120.839,1.48e-06,0.00148,0.17884172,2,178.84172
"97",97,"AW","NT","1","35",3,"F",17,"L",113,111.048,93,135.75,2.045,112.071,1.48e-06,0.00148,0.16586508,2,165.86508
"98",98,"AW","NT","1","35",3,"F",18,"L",119,118.622,87.106,151.884,174.629,117.516,1.48e-06,0.00148,0.17392368,2,173.92368
"99",99,"AW","NT","1","35",3,"F",19,"L",104,124.425,101.787,149.832,-62.939,103.31,1.48e-06,0.00148,0.1528988,2,152.8988
"100",100,"AW","NT","1","35",3,"F",20,"L",115,109.656,72.051,140.435,53.531,114.403,1.48e-06,0.00148,0.16931644,2,169.31644
"101",101,"AW","NT","1","35",3,"M",1,"L",95,98.753,56.755,144.894,-25.201,93.941,1.48e-06,0.00148,0.13903268,2,139.03268
"102",102,"AW","NT","1","35",3,"M",2,"L",103,125.137,90.142,191,73.516,102.201,1.48e-06,0.00148,0.15125748,2,151.25748
"103",103,"AW","NT","1","35",3,"M",3,"L",104,91.59,40.171,141.386,-70.159,103.121,1.48e-06,0.00148,0.15261908,2,152.61908
"104",104,"AW","NT","1","35",3,"M",4,"L",99,122.743,99.041,145.653,-87.663,98.082,1.48e-06,0.00148,0.14516136,2,145.16136
"105",105,"AW","NT","1","35",3,"M",5,"L",99,84.097,43.252,114.389,-71.565,98.031,1.48e-06,0.00148,0.14508588,2,145.08588
"106",106,"AW","NT","1","35",3,"M",6,"L",101,110.998,76.39,131.92,85.996,100.245,1.48e-06,0.00148,0.1483626,2,148.3626
"107",107,"AW","NT","1","35",3,"M",7,"L",109,106.167,67.552,153.79,7.454,107.912,1.48e-06,0.00148,0.15970976,2,159.70976
"108",108,"AW","NT","1","35",3,"M",8,"L",105,107.348,61.632,154.41,-122.005,103.774,1.48e-06,0.00148,0.15358552,2,153.58552
"109",109,"AW","NT","1","35",3,"M",9,"L",103,117.121,89.039,159.294,2.246,102.078,1.48e-06,0.00148,0.15107544,2,151.07544
"110",110,"AW","NT","1","35",3,"M",10,"L",96,112.331,74.295,142.474,-4.214,95.258,1.48e-06,0.00148,0.14098184,2,140.98184
"111",111,"AW","NT","1","35",3,"M",11,"L",109,95.042,32.333,147.944,-113.962,108.337,1.48e-06,0.00148,0.16033876,2,160.33876
"112",112,"AW","NT","1","35",3,"M",12,"L",101,120.658,88,146.205,-132.58,100.499,1.48e-06,0.00148,0.14873852,2,148.73852
"113",113,"AW","NT","1","35",3,"M",13,"L",100,91.828,33.237,134.485,-127.216,99.202,1.48e-06,0.00148,0.14681896,2,146.81896
"114",114,"AW","NT","1","35",3,"M",14,"L",107,98.878,38.2,138.302,-70.71,105.948,1.48e-06,0.00148,0.15680304,2,156.80304
"115",115,"AW","NT","1","35",3,"M",15,"L",100,108.891,83.669,138.566,-16.422,99.04,1.48e-06,0.00148,0.1465792,2,146.5792
"116",116,"AW","NT","1","35",3,"M",16,"L",101,94.675,37.397,151.16,-137.031,99.765,1.48e-06,0.00148,0.1476522,2,147.6522
"117",117,"AW","NT","1","35",3,"M",17,"L",100,110.675,82.876,143.569,-22.665,98.615,1.48e-06,0.00148,0.1459502,2,145.9502
"118",118,"AW","NT","1","35",3,"M",18,"L",106,95.26,71.642,131,153.925,104.652,1.48e-06,0.00148,0.15488496,2,154.88496
"119",119,"AW","NT","1","35",3,"M",19,"L",96,102.482,50.814,142.582,-55.305,94.868,1.48e-06,0.00148,0.14040464,2,140.40464
"120",120,"AW","NT","1","35",3,"M",20,"L",100,88.04,68.24,129,-57.75,99.323,1.48e-06,0.00148,0.14699804,2,146.99804
"121",121,"AW","NT","2","35",1,"F",1,"L",113,102.623,67.613,134.214,152.289,111.826,1.86e-06,0.00186,0.20799636,0,207.99636
"122",122,"AW","NT","2","35",1,"F",2,"L",108,95.654,64.336,116.318,-124.729,107.075,1.86e-06,0.00186,0.1991595,0,199.1595
"123",123,"AW","NT","2","35",1,"F",3,"L",108,108.655,80.588,133.668,-120.411,106.677,1.86e-06,0.00186,0.19841922,0,198.41922
"124",124,"AW","NT","2","35",1,"F",4,"L",107,110.821,79.405,136.671,-58.851,106.33,1.86e-06,0.00186,0.1977738,0,197.7738
"125",125,"AW","NT","2","35",1,"F",5,"L",104,108.336,92.082,124.089,-103.496,102.84,1.86e-06,0.00186,0.1912824,0,191.2824
"126",126,"AW","NT","2","35",1,"F",6,"L",91,99.711,71,117.414,-49.054,90.028,1.86e-06,0.00186,0.16745208,0,167.45208
"127",127,"AW","NT","2","35",1,"F",7,"L",112,90.715,68.95,116.494,-49.399,110.635,1.86e-06,0.00186,0.2057811,0,205.7811
"128",128,"AW","NT","2","35",1,"F",8,"L",111,91.726,63,113.271,159.749,109.786,1.86e-06,0.00186,0.20420196,0,204.20196
"129",129,"AW","NT","2","35",1,"F",9,"L",112,114.406,81,142.552,-165.336,110.603,1.86e-06,0.00186,0.20572158,0,205.72158
"130",130,"AW","NT","2","35",1,"F",10,"L",101,88.789,69.3,105.88,-94.004,100.245,1.86e-06,0.00186,0.1864557,0,186.4557
"131",131,"AW","NT","2","35",1,"F",11,"L",104,102.158,87.961,121.087,-94.441,103.31,1.86e-06,0.00186,0.1921566,0,192.1566
"132",132,"AW","NT","2","35",1,"F",12,"L",101,106.081,86.816,130.97,-148.543,99.644,1.86e-06,0.00186,0.18533784,0,185.33784
"133",133,"AW","NT","2","35",1,"F",13,"L",110,93.656,78.843,117,-61.557,109.179,1.86e-06,0.00186,0.20307294,0,203.07294
"134",134,"AW","NT","2","35",1,"F",14,"L",111,110.407,75.471,140.921,-100.491,109.836,1.86e-06,0.00186,0.20429496,0,204.29496
"135",135,"AW","NT","2","35",1,"F",15,"L",113,98.897,74,122.429,-124.824,112.071,1.86e-06,0.00186,0.20845206,0,208.45206
"136",136,"AW","NT","2","35",1,"F",16,"L",120,99.686,61.522,126.561,-129.867,118.562,1.86e-06,0.00186,0.22052532,0,220.52532
"137",137,"AW","NT","2","35",1,"F",17,"L",102,112.006,85.935,133.083,-76.239,100.896,1.86e-06,0.00186,0.18766656,0,187.66656
"138",138,"AW","NT","2","35",1,"F",18,"L",103,110.197,79,138.263,14.172,102.108,1.86e-06,0.00186,0.18992088,0,189.92088
"139",139,"AW","NT","2","35",1,"F",19,"L",119,108.864,82.896,134,21.982,117.546,1.86e-06,0.00186,0.21863556,0,218.63556
"140",140,"AW","NT","2","35",1,"F",20,"L",104,93.226,63,121.825,-29.814,102.577,1.86e-06,0.00186,0.19079322,0,190.79322
"141",141,"AW","NT","2","35",1,"M",1,"L",122,87.068,56.042,122.124,22.329,121.078,1.48e-06,0.00148,0.17919544,0,179.19544
"142",142,"AW","NT","2","35",1,"M",2,"L",133,98.649,42.554,139.137,-104.036,131.939,1.48e-06,0.00148,0.19526972,0,195.26972
"143",143,"AW","NT","2","35",1,"M",3,"L",120,99.111,45.786,136.675,-116.565,118.512,1.48e-06,0.00148,0.17539776,0,175.39776
"144",144,"AW","NT","2","35",1,"M",4,"L",124,79.895,35.93,120.772,-45.659,123.045,1.48e-06,0.00148,0.1821066,0,182.1066
"145",145,"AW","NT","2","35",1,"M",5,"L",131,103.196,76,124.154,-92.203,130.096,1.48e-06,0.00148,0.19254208,0,192.54208
"146",146,"AW","NT","2","35",1,"M",6,"L",122,103.709,75.19,129.331,-74.12,120.603,1.48e-06,0.00148,0.17849244,0,178.49244
"147",147,"AW","NT","2","35",1,"M",7,"L",122,94.676,66,116.603,-133.325,120.967,1.48e-06,0.00148,0.17903116,0,179.03116
"148",148,"AW","NT","2","35",1,"M",8,"L",118,92.777,47.084,129.059,-138.814,116.932,1.48e-06,0.00148,0.17305936,0,173.05936
"149",149,"AW","NT","2","35",1,"M",9,"L",123,105.78,80.743,130.208,-31.608,122.115,1.48e-06,0.00148,0.1807302,0,180.7302
"150",150,"AW","NT","2","35",1,"M",10,"L",126,85.332,66.741,110.321,-74.745,125.419,1.48e-06,0.00148,0.18562012,0,185.62012
"151",151,"AW","NT","2","35",1,"M",11,"L",133,90.616,52.909,134.172,-70.463,131.575,1.48e-06,0.00148,0.194731,0,194.731
"152",152,"AW","NT","2","35",1,"M",12,"L",133,93.651,62.25,163,-74.174,132.004,1.48e-06,0.00148,0.19536592,0,195.36592
"153",153,"AW","NT","2","35",1,"M",13,"L",117,105.753,44.458,150.459,-46.397,116,1.48e-06,0.00148,0.17168,0,171.68
"154",154,"AW","NT","2","35",1,"M",14,"L",122,79.676,57.027,106.157,-72.618,120.503,1.48e-06,0.00148,0.17834444,0,178.34444
"155",155,"AW","NT","2","35",1,"M",15,"L",127,82.447,63.828,113.783,-69.978,125.591,1.48e-06,0.00148,0.18587468,0,185.87468
"156",156,"AW","NT","2","35",1,"M",16,"L",113,90.228,38.181,129,-144.048,112.414,1.48e-06,0.00148,0.16637272,0,166.37272
"157",157,"AW","NT","2","35",1,"M",17,"L",120,98.829,83.824,124,-120.222,119.202,1.48e-06,0.00148,0.17641896,0,176.41896
"158",158,"AW","NT","2","35",1,"M",18,"L",132,97.593,66.777,131.74,-114.408,130.679,1.48e-06,0.00148,0.19340492,0,193.40492
"159",159,"AW","NT","2","35",1,"M",19,"L",124,87.816,36.393,125.229,-154.058,123.438,1.48e-06,0.00148,0.18268824,0,182.68824
"160",160,"AW","NT","2","35",1,"M",20,"L",103,87.495,64.917,112.488,-22.533,101.769,1.48e-06,0.00148,0.15061812,0,150.61812
"161",161,"AW","NT","2","35",2,"F",1,"L",106,91.944,68.267,107,-122.179,105.152,1.86e-06,0.00186,0.19558272,1,195.58272
"162",162,"AW","NT","2","35",2,"F",2,"L",104,114.801,87.602,136.107,-85.006,103.392,1.86e-06,0.00186,0.19230912,1,192.30912
"163",163,"AW","NT","2","35",2,"F",3,"L",105,116.163,93.618,141.906,-140.054,104.35,1.86e-06,0.00186,0.194091,1,194.091
"164",164,"AW","NT","2","35",2,"F",4,"L",107,116.49,93.996,144.97,125.036,106.254,1.86e-06,0.00186,0.19763244,1,197.63244
"165",165,"AW","NT","2","35",2,"F",5,"L",110,116.007,82.569,140.298,-38.66,108.853,1.86e-06,0.00186,0.20246658,1,202.46658
"166",166,"AW","NT","2","35",2,"F",6,"L",108,119.913,80,147.185,-157.999,106.775,1.86e-06,0.00186,0.1986015,1,198.6015
"167",167,"AW","NT","2","35",2,"F",7,"L",111,129.311,92.734,154.409,168.996,110.023,1.86e-06,0.00186,0.20464278,1,204.64278
"168",168,"AW","NT","2","35",2,"F",8,"L",98,124.689,79.471,157.932,166.251,96.773,1.86e-06,0.00186,0.17999778,1,179.99778
"169",169,"AW","NT","2","35",2,"F",9,"L",106,112.191,91.6,133.361,-13.772,105.019,1.86e-06,0.00186,0.19533534,1,195.33534
"170",170,"AW","NT","2","35",2,"F",10,"L",104,128.544,85.589,185,-117.81,102.883,1.86e-06,0.00186,0.19136238,1,191.36238
"171",171,"AW","NT","2","35",2,"F",11,"L",102,111.419,91.276,133.267,-107.354,100.578,1.86e-06,0.00186,0.18707508,1,187.07508
"172",172,"AW","NT","2","35",2,"F",12,"L",109,95.159,77.399,120.556,-164.932,107.703,1.86e-06,0.00186,0.20032758,1,200.32758
"173",173,"AW","NT","2","35",2,"F",13,"L",111,97.705,75.528,118.12,70.907,110.055,1.86e-06,0.00186,0.2047023,1,204.7023
"174",174,"AW","NT","2","35",2,"F",14,"L",109,119.432,93.123,142.691,99.638,107.517,1.86e-06,0.00186,0.19998162,1,199.98162
"175",175,"AW","NT","2","35",2,"F",15,"L",97,116.794,85.667,142.917,-131.634,96.333,1.86e-06,0.00186,0.17917938,1,179.17938
"176",176,"AW","NT","2","35",2,"F",16,"L",96,102.617,80.037,119.801,-172.725,94.763,1.86e-06,0.00186,0.17625918,1,176.25918
"177",177,"AW","NT","2","35",2,"F",17,"L",107,93.322,70.281,123.132,-127.304,105.603,1.86e-06,0.00186,0.19642158,1,196.42158
"178",178,"AW","NT","2","35",2,"F",18,"L",100,87.625,73.601,105,-133.363,99.035,1.86e-06,0.00186,0.1842051,1,184.2051
"179",179,"AW","NT","2","35",2,"F",19,"L",101,110.809,77.456,135.086,-130.539,100.005,1.86e-06,0.00186,0.1860093,1,186.0093
"180",180,"AW","NT","2","35",2,"F",20,"L",102,127.183,83.229,158.703,-98.531,101.119,1.86e-06,0.00186,0.18808134,1,188.08134
"181",181,"AW","NT","2","35",2,"M",1,"L",99,106.567,70.12,143.224,11.768,98.061,1.86e-06,0.00186,0.18239346,1,182.39346
"182",182,"AW","NT","2","35",2,"M",2,"L",83,96.766,69.218,126.777,-100.491,82.377,1.86e-06,0.00186,0.15322122,1,153.22122
"183",183,"AW","NT","2","35",2,"M",3,"L",93,88.482,64.454,111.569,-106.46,91.761,1.86e-06,0.00186,0.17067546,1,170.67546
"184",184,"AW","NT","2","35",2,"M",4,"L",94,91.649,73.573,107.691,-114.087,93.107,1.86e-06,0.00186,0.17317902,1,173.17902
"185",185,"AW","NT","2","35",2,"M",5,"L",95,83.972,44.128,127.202,-108.048,93.606,1.86e-06,0.00186,0.17410716,1,174.10716
"186",186,"AW","NT","2","35",2,"M",6,"L",94,108.341,80,153.785,-87.537,93.086,1.86e-06,0.00186,0.17313996,1,173.13996
"187",187,"AW","NT","2","35",2,"M",7,"L",98,93.762,73.481,114,-27.096,96.602,1.86e-06,0.00186,0.17967972,1,179.67972
"188",188,"AW","NT","2","35",2,"M",8,"L",96,100.089,80.6,125,-122.518,94.874,1.86e-06,0.00186,0.17646564,1,176.46564
"189",189,"AW","NT","2","35",2,"M",9,"L",90,87.502,74.818,126.672,-131.367,89.275,1.86e-06,0.00186,0.1660515,1,166.0515
"190",190,"AW","NT","2","35",2,"M",10,"L",84,102.639,76.482,142,-84.495,83.385,1.86e-06,0.00186,0.1550961,1,155.0961
