"","X","Initials","Treatment","Replicate","Generation","Cohort","Sex","Individual","Trait","Area","Mean","Min","Max","Angle","Length","scale","scale_mm","length_mm","Cohort0","length_um"
"746",746,"AW","SCT","3","35",1,"M",6,"L",98,85.971,35.175,172.687,-100.042,97.494,1.86e-06,0.00186,0.18133884,0,181.33884
"747",747,"AW","SCT","3","35",1,"M",7,"L",94,105.546,52,135,-122.661,92.65,1.86e-06,0.00186,0.172329,0,172.329
"748",748,"AW","SCT","3","35",1,"M",8,"L",99,98.831,39.007,148.097,170.633,98.311,1.86e-06,0.00186,0.18285846,0,182.85846
"749",749,"AW","SCT","3","35",1,"M",9,"L",108,114.449,75.673,138.275,48.411,106.963,1.86e-06,0.00186,0.19895118,0,198.95118
"750",750,"AW","SCT","3","35",1,"M",10,"L",97,91.298,34.031,147,5.356,96.421,1.86e-06,0.00186,0.17934306,0,179.34306
"751",751,"AW","SCT","3","35",1,"M",11,"L",103,84.505,32,150.647,-109.502,101.843,1.86e-06,0.00186,0.18942798,0,189.42798
"752",752,"AW","SCT","3","35",1,"M",12,"L",96,104.433,78,128.898,24.146,95.341,1.86e-06,0.00186,0.17733426,0,177.33426
"753",753,"AW","SCT","3","35",1,"M",13,"L",102,86.088,56.196,124.235,-150.396,101.213,1.86e-06,0.00186,0.18825618,0,188.25618
"754",754,"AW","SCT","3","35",1,"M",14,"L",95,92.125,52.862,138.122,-33.69,93.744,1.86e-06,0.00186,0.17436384,0,174.36384
"755",755,"AW","SCT","3","35",1,"M",15,"L",104,68.706,35.909,133,-52.125,102.616,1.86e-06,0.00186,0.19086576,0,190.86576
"756",756,"AW","SCT","3","35",1,"M",16,"L",93,110.895,58.55,196.601,-112.954,92.309,1.86e-06,0.00186,0.17169474,0,171.69474
"757",757,"AW","SCT","3","35",1,"M",17,"L",99,93.456,49.041,124.804,-127.569,98.407,1.86e-06,0.00186,0.18303702,0,183.03702
"758",758,"AW","SCT","3","35",1,"M",18,"L",87,102.412,78.981,131.388,-12.095,85.907,1.86e-06,0.00186,0.15978702,0,159.78702
"759",759,"AW","SCT","3","35",1,"M",19,"L",101,82.921,58.108,103.379,-141.52,99.639,1.86e-06,0.00186,0.18532854,0,185.32854
"760",760,"AW","SCT","3","35",1,"M",20,"L",101,83.878,53.485,117.555,19.344,99.624,1.86e-06,0.00186,0.18530064,0,185.30064
"761",761,"AW","SCT","3","35",2,"F",1,"L",98,108.737,81.144,136.83,-123.69,97.35,1.86e-06,0.00186,0.181071,1,181.071
"762",762,"AW","SCT","3","35",2,"F",2,"L",105,118.486,95.189,149.426,-129.946,104.35,1.86e-06,0.00186,0.194091,1,194.091
"763",763,"AW","SCT","3","35",2,"F",3,"L",111,107.553,80.313,166.356,-78.486,110.218,1.86e-06,0.00186,0.20500548,1,205.00548
"764",764,"AW","SCT","3","35",2,"F",4,"L",114,118.29,73.24,148.68,-31.574,112.681,1.86e-06,0.00186,0.20958666,1,209.58666
"765",765,"AW","SCT","3","35",2,"F",5,"L",117,115.883,80.126,185.133,-22.81,116.078,1.86e-06,0.00186,0.21590508,1,215.90508
"766",766,"AW","SCT","3","35",2,"F",6,"L",110,119.65,87.835,181,-93.151,109.165,1.86e-06,0.00186,0.2030469,1,203.0469
"767",767,"AW","SCT","3","35",2,"F",7,"L",105,135.312,76,165.308,-175.601,104.307,1.86e-06,0.00186,0.19401102,1,194.01102
"768",768,"AW","SCT","3","35",2,"F",8,"L",94,119.333,94.815,147,-43.264,93.381,1.86e-06,0.00186,0.17368866,1,173.68866
"769",769,"AW","SCT","3","35",2,"F",9,"L",113,105.126,80.531,133.524,55.886,112.33,1.86e-06,0.00186,0.2089338,1,208.9338
"770",770,"AW","SCT","3","35",2,"F",10,"L",112,102.735,69.89,153,-55.305,110.68,1.86e-06,0.00186,0.2058648,1,205.8648
"771",771,"AW","SCT","3","35",2,"F",11,"L",114,147.245,104.237,194.702,-161.405,112.894,1.86e-06,0.00186,0.20998284,1,209.98284
"772",772,"AW","SCT","3","35",2,"F",12,"L",102,108.302,80.447,138.006,-139.83,100.767,1.86e-06,0.00186,0.18742662,1,187.42662
"773",773,"AW","SCT","3","35",2,"F",13,"L",101,121.598,80,167.6,-174.289,100.499,1.86e-06,0.00186,0.18692814,1,186.92814
"774",774,"AW","SCT","3","35",2,"F",14,"L",111,111.272,88.979,139.167,-121.95,109.604,1.86e-06,0.00186,0.20386344,1,203.86344
"775",775,"AW","SCT","3","35",2,"F",15,"L",112,111.585,76.224,134.484,-63.895,111.36,1.86e-06,0.00186,0.2071296,1,207.1296
"776",776,"AW","SCT","3","35",2,"F",16,"L",114,93.609,71.407,129.911,-35.242,112.645,1.86e-06,0.00186,0.2095197,1,209.5197
"777",777,"AW","SCT","3","35",2,"F",17,"L",114,103.005,81.481,173.454,-69.326,113.296,1.86e-06,0.00186,0.21073056,1,210.73056
"778",778,"AW","SCT","3","35",2,"F",18,"L",118,114.641,80.367,141.171,55.768,117.324,1.86e-06,0.00186,0.21822264,1,218.22264
"779",779,"AW","SCT","3","35",2,"F",19,"L",109,109.207,84.795,129.393,-18.268,108.467,1.86e-06,0.00186,0.20174862,1,201.74862
"780",780,"AW","SCT","3","35",2,"F",20,"L",109,109.179,83.345,133.88,-161.061,107.838,1.86e-06,0.00186,0.20057868,1,200.57868
"781",781,"AW","SCT","3","35",2,"M",1,"L",105,79.089,39.821,138,-50.054,104.35,1.86e-06,0.00186,0.194091,1,194.091
"782",782,"AW","SCT","3","35",2,"M",2,"L",99,85.592,51.633,153.493,8.791,98.153,1.86e-06,0.00186,0.18256458,1,182.56458
"783",783,"AW","SCT","3","35",2,"M",3,"L",104,99.472,47.548,156.016,-158.923,102.883,1.86e-06,0.00186,0.19136238,1,191.36238
"784",784,"AW","SCT","3","35",2,"M",4,"L",88,82.671,52.443,132.45,-52.472,87.006,1.86e-06,0.00186,0.16183116,1,161.83116
"785",785,"AW","SCT","3","35",2,"M",5,"L",98,113.938,65.648,148.838,-137.09,96.938,1.86e-06,0.00186,0.18030468,1,180.30468
"786",786,"AW","SCT","3","35",2,"M",6,"L",109,91.004,49.469,173.807,-105.068,107.703,1.86e-06,0.00186,0.20032758,1,200.32758
"787",787,"AW","SCT","3","35",2,"M",7,"L",88,108.232,69.103,143.556,129.382,86.683,1.86e-06,0.00186,0.16123038,1,161.23038
"788",788,"AW","SCT","3","35",2,"M",8,"L",103,106.418,46.5,144.281,-79.242,101.789,1.86e-06,0.00186,0.18932754,1,189.32754
"789",789,"AW","SCT","3","35",2,"M",9,"L",95,87.125,40.745,128.051,-116.565,93.915,1.86e-06,0.00186,0.1746819,1,174.6819
"790",790,"AW","SCT","3","35",2,"M",10,"L",94,107.263,46.488,147.569,-51.532,93.236,1.86e-06,0.00186,0.17341896,1,173.41896
"791",791,"AW","SCT","3","35",2,"M",11,"L",99,102.194,69.174,132.306,-15.461,97.529,1.86e-06,0.00186,0.18140394,1,181.40394
"792",792,"AW","SCT","3","35",2,"M",12,"L",103,103.768,44.528,141.144,-163.516,102.201,1.86e-06,0.00186,0.19009386,1,190.09386
"793",793,"AW","SCT","3","35",2,"M",13,"L",88,94.939,56,130.552,48.257,87.115,1.86e-06,0.00186,0.1620339,1,162.0339
"794",794,"AW","SCT","3","35",2,"M",14,"L",100,96.764,43.516,153.804,-139.525,98.595,1.86e-06,0.00186,0.1833867,1,183.3867
"795",795,"AW","SCT","3","35",2,"M",15,"L",93,94.844,59.522,145.957,-85.03,92.347,1.86e-06,0.00186,0.17176542,1,171.76542
"796",796,"AW","SCT","3","35",2,"M",16,"L",89,100.035,58.756,135.841,-57.031,88.204,1.86e-06,0.00186,0.16405944,1,164.05944
"797",797,"AW","SCT","3","35",2,"M",17,"L",94,73.598,37,111.57,42.814,92.698,1.86e-06,0.00186,0.17241828,1,172.41828
"798",798,"AW","SCT","3","35",2,"M",18,"L",96,112.039,40.935,182.714,160.224,94.578,1.86e-06,0.00186,0.17591508,1,175.91508
"799",799,"AW","SCT","3","35",2,"M",19,"L",95,101.266,59.053,172.03,12.265,94.149,1.86e-06,0.00186,0.17511714,1,175.11714
"800",800,"AW","SCT","3","35",2,"M",20,"L",91,88.631,65.543,114.494,77.196,90.244,1.86e-06,0.00186,0.16785384,1,167.85384
"801",801,"AW","SCT","3","35",3,"F",1,"L",102,103.799,80.884,124.421,-119.604,101.213,1.86e-06,0.00186,0.18825618,2,188.25618
"802",802,"AW","SCT","3","35",3,"F",2,"L",93,109.725,86.705,134.215,-24.341,92.195,1.86e-06,0.00186,0.1714827,2,171.4827
"803",803,"AW","SCT","3","35",3,"F",3,"L",90,111.747,86.053,144,-72.378,89.185,1.86e-06,0.00186,0.1658841,2,165.8841
"804",804,"AW","SCT","3","35",3,"F",4,"L",87,107.945,73.511,133.274,-169.216,85.51,1.86e-06,0.00186,0.1590486,2,159.0486
"805",805,"AW","SCT","3","35",3,"F",5,"L",87,109.03,83,138.942,-89.334,86.006,1.86e-06,0.00186,0.15997116,2,159.97116
"806",806,"AW","SCT","3","35",3,"F",6,"L",93,124.752,105.565,158.337,1.868,92.049,1.86e-06,0.00186,0.17121114,2,171.21114
"807",807,"AW","SCT","3","35",3,"F",7,"L",100,116.377,82.475,172,-6.981,98.732,1.86e-06,0.00186,0.18364152,2,183.64152
"808",808,"AW","SCT","3","35",3,"F",8,"L",97,100.892,73.851,127.816,-143.011,96.4,1.86e-06,0.00186,0.179304,2,179.304
"809",809,"AW","SCT","3","35",3,"F",9,"L",94,104.937,80.131,179.013,45.868,93.349,1.86e-06,0.00186,0.17362914,2,173.62914
"810",810,"AW","SCT","3","35",3,"F",10,"L",97,114.61,84.938,154.785,-73.072,96.167,1.86e-06,0.00186,0.17887062,2,178.87062
"811",811,"AW","SCT","3","35",3,"F",11,"L",102,107.654,86.8,123.414,-57.572,100.703,1.86e-06,0.00186,0.18730758,2,187.30758
"812",812,"AW","SCT","3","35",3,"F",12,"L",100,113.644,78.54,139.336,-145.67,99.298,1.86e-06,0.00186,0.18469428,2,184.69428
"813",813,"AW","SCT","3","35",3,"F",13,"L",101,113.226,88.66,141,178.854,100.02,1.86e-06,0.00186,0.1860372,2,186.0372
"814",814,"AW","SCT","3","35",3,"F",14,"L",97,124.966,80.891,186,15.046,96.302,1.86e-06,0.00186,0.17912172,2,179.12172
"815",815,"AW","SCT","3","35",3,"F",15,"L",93,116.981,81.958,138.793,-79.303,91.591,1.86e-06,0.00186,0.17035926,2,170.35926
"816",816,"AW","SCT","3","35",3,"F",16,"L",104,111.363,71.985,152.844,-119.055,102.956,1.86e-06,0.00186,0.19149816,2,191.49816
"817",817,"AW","SCT","3","35",3,"F",17,"L",93,119.218,92.336,140.902,-98.13,91.924,1.86e-06,0.00186,0.17097864,2,170.97864
"818",818,"AW","SCT","3","35",3,"F",18,"L",103,107.219,81.827,129.729,-152.425,101.533,1.86e-06,0.00186,0.18885138,2,188.85138
"819",819,"AW","SCT","3","35",3,"F",19,"L",94,122.8,89.032,151.982,-56.821,93.193,1.86e-06,0.00186,0.17333898,2,173.33898
"820",820,"AW","SCT","3","35",3,"F",20,"L",98,115.666,90.385,184.036,-24.444,96.664,1.86e-06,0.00186,0.17979504,2,179.79504
"821",821,"AW","SCT","3","35",3,"M",1,"L",89,90.037,56.772,135,-112.77,87.846,1.86e-06,0.00186,0.16339356,2,163.39356
"822",822,"AW","SCT","3","35",3,"M",2,"L",75,111.37,49,208.574,-11.768,73.546,1.86e-06,0.00186,0.13679556,2,136.79556
"823",823,"AW","SCT","3","35",3,"M",3,"L",94,94.481,50.667,136.29,-64.537,93.038,1.86e-06,0.00186,0.17305068,2,173.05068
"824",824,"AW","SCT","3","35",3,"M",4,"L",82,83.504,32.667,136.074,-37.439,80.604,1.86e-06,0.00186,0.14992344,2,149.92344
"825",825,"AW","SCT","3","35",3,"M",5,"L",87,87.211,37.886,133.309,-50.194,85.913,1.86e-06,0.00186,0.15979818,2,159.79818
"826",826,"AW","SCT","3","35",3,"M",6,"L",87,93.785,41.047,174.395,-84.685,86.371,1.86e-06,0.00186,0.16065006,2,160.65006
"827",827,"AW","SCT","3","35",3,"M",7,"L",90,93.798,52.732,139.179,-58.815,88.837,1.86e-06,0.00186,0.16523682,2,165.23682
"828",828,"AW","SCT","3","35",3,"M",8,"L",83,106.274,69.243,139.761,-119.055,82.365,1.86e-06,0.00186,0.1531989,2,153.1989
"829",829,"AW","SCT","3","35",3,"M",9,"L",91,107.236,61.912,143.15,-24.864,90.377,1.86e-06,0.00186,0.16810122,2,168.10122
"830",830,"AW","SCT","3","35",3,"M",10,"L",83,106.273,56.24,148.9,-27.499,82.298,1.86e-06,0.00186,0.15307428,2,153.07428
"831",831,"AW","SCT","3","35",3,"M",11,"L",86,92.369,52.721,131.415,-76.452,85.376,1.86e-06,0.00186,0.15879936,2,158.79936
"832",832,"AW","SCT","3","35",3,"M",12,"L",90,98.321,54,132.673,-117.429,89.006,1.86e-06,0.00186,0.16555116,2,165.55116
"833",833,"AW","SCT","3","35",3,"M",13,"L",95,103.51,52.106,173.181,-57.995,94.34,1.86e-06,0.00186,0.1754724,2,175.4724
"834",834,"AW","SCT","3","35",3,"M",14,"L",88,103.795,59.285,143.196,60.499,87.321,1.86e-06,0.00186,0.16241706,2,162.41706
"835",835,"AW","SCT","3","35",3,"M",15,"L",80,92.718,48.97,143.22,-27.216,78.715,1.86e-06,0.00186,0.1464099,2,146.4099
"836",836,"AW","SCT","3","35",3,"M",16,"L",87,102.301,78.892,130.491,-122.217,86.284,1.86e-06,0.00186,0.16048824,2,160.48824
"837",837,"AW","SCT","3","35",3,"M",17,"L",85,112.246,46,161,-138.366,84.291,1.86e-06,0.00186,0.15678126,2,156.78126
"838",838,"AW","SCT","3","35",3,"M",18,"L",96,94.619,63.651,159.735,-70.224,94.578,1.86e-06,0.00186,0.17591508,2,175.91508
"839",839,"AW","SCT","3","35",3,"M",19,"L",88,98.669,61.734,161.986,-65.501,86.816,1.86e-06,0.00186,0.16147776,2,161.47776
"840",840,"AW","SCT","3","35",3,"M",20,"L",90,99.29,55.947,126.654,-59.697,89.185,1.86e-06,0.00186,0.1658841,2,165.8841
"841",841,"AW","SCT","4","35",1,"F",1,"L",110,107.191,79.936,148.459,178.423,109.041,1.86e-06,0.00186,0.20281626,0,202.81626
"842",842,"AW","SCT","4","35",1,"F",2,"L",105,106.985,76.654,185,-91.652,104.043,1.86e-06,0.00186,0.19351998,0,193.51998
"843",843,"AW","SCT","4","35",1,"F",3,"L",108,103.149,89.348,155.508,-122.347,106.532,1.86e-06,0.00186,0.19814952,0,198.14952
"844",844,"AW","SCT","4","35",1,"F",4,"L",122,123.708,95.148,148.452,-49.708,120.615,1.86e-06,0.00186,0.2243439,0,224.3439
"845",845,"AW","SCT","4","35",1,"F",5,"L",104,120.362,76.583,150,-94.994,103.392,1.86e-06,0.00186,0.19230912,0,192.30912
"846",846,"AW","SCT","4","35",1,"F",6,"L",106,96.961,64.229,185,-55.856,105.119,1.86e-06,0.00186,0.19552134,0,195.52134
"847",847,"AW","SCT","4","35",1,"F",7,"L",102,114.791,83.052,146.045,-118.339,101.119,1.86e-06,0.00186,0.18808134,0,188.08134
"848",848,"AW","SCT","4","35",1,"F",8,"L",103,100.977,79.451,172,-92.246,102.078,1.86e-06,0.00186,0.18986508,0,189.86508
"849",849,"AW","SCT","4","35",1,"F",9,"L",100,104.75,82.102,155,-80.727,99.298,1.86e-06,0.00186,0.18469428,0,184.69428
"850",850,"AW","SCT","4","35",1,"F",10,"L",107,119.934,86.48,177.868,31.891,106,1.86e-06,0.00186,0.19716,0,197.16
"851",851,"AW","SCT","4","35",1,"F",11,"L",99,98.679,80.889,164.087,58.736,98.27,1.86e-06,0.00186,0.1827822,0,182.7822
"852",852,"AW","SCT","4","35",1,"F",12,"L",104,120.31,99.891,144.411,-40.662,102.825,1.86e-06,0.00186,0.1912545,0,191.2545
"853",853,"AW","SCT","4","35",1,"F",13,"L",115,108.443,85.819,130.904,-36.064,113.811,1.86e-06,0.00186,0.21168846,0,211.68846
"854",854,"AW","SCT","4","35",1,"F",14,"L",111,123.416,84.233,172,25.866,110.023,1.86e-06,0.00186,0.20464278,0,204.64278
"855",855,"AW","SCT","4","35",1,"F",15,"L",105,102.59,77.962,155.538,-3.302,104.173,1.86e-06,0.00186,0.19376178,0,193.76178
"856",856,"AW","SCT","4","35",1,"F",16,"L",108,98.801,71.626,120.27,-68.694,107.336,1.86e-06,0.00186,0.19964496,0,199.64496
"857",857,"AW","SCT","4","35",1,"F",17,"L",114,102.278,81.047,152,-36.363,113.004,1.86e-06,0.00186,0.21018744,0,210.18744
"858",858,"AW","SCT","4","35",1,"F",18,"L",121,104.673,81.671,147.582,-60.433,119.57,1.86e-06,0.00186,0.2224002,0,222.4002
"859",859,"AW","SCT","4","35",1,"F",19,"L",108,106.594,84.395,147,-169.743,106.705,1.86e-06,0.00186,0.1984713,0,198.4713
"860",860,"AW","SCT","4","35",1,"F",20,"L",118,114.028,93.782,150.885,-73.113,117.047,1.86e-06,0.00186,0.21770742,0,217.70742
"861",861,"AW","SCT","4","35",1,"M",1,"L",97,110.735,76,179.292,19.374,96.462,1.86e-06,0.00186,0.17941932,0,179.41932
"862",862,"AW","SCT","4","35",1,"M",2,"L",102,102.552,80.521,123.34,-81.469,101.119,1.86e-06,0.00186,0.18808134,0,188.08134
"863",863,"AW","SCT","4","35",1,"M",3,"L",88,96.569,46,186.517,4.6,87.281,1.86e-06,0.00186,0.16234266,0,162.34266
"864",864,"AW","SCT","4","35",1,"M",4,"L",101,93.757,39.339,184,-112.443,99.539,1.86e-06,0.00186,0.18514254,0,185.14254
"865",865,"AW","SCT","4","35",1,"M",5,"L",95,114.038,70.936,148.394,-1.828,94.048,1.86e-06,0.00186,0.17492928,0,174.92928
"866",866,"AW","SCT","4","35",1,"M",6,"L",89,97.174,65.537,121.476,-105.141,88.057,1.86e-06,0.00186,0.16378602,0,163.78602
"867",867,"AW","SCT","4","35",1,"M",7,"L",90,106.799,79.274,144.425,21.084,88.955,1.86e-06,0.00186,0.1654563,0,165.4563
"868",868,"AW","SCT","4","35",1,"M",8,"L",88,94.994,52,123.678,-115.974,86.764,1.86e-06,0.00186,0.16138104,0,161.38104
"869",869,"AW","SCT","4","35",1,"M",9,"L",83,91.396,67.488,110.878,-95.572,82.389,1.86e-06,0.00186,0.15324354,0,153.24354
"870",870,"AW","SCT","4","35",1,"M",10,"L",82,113.406,72.882,181.778,158.199,80.777,1.86e-06,0.00186,0.15024522,0,150.24522
"871",871,"AW","SCT","4","35",1,"M",11,"L",107,80.25,43.068,161.83,-74.65,105.773,1.86e-06,0.00186,0.19673778,0,196.73778
"872",872,"AW","SCT","4","35",1,"M",12,"L",94,93.823,37.73,169.727,-153.712,92.574,1.86e-06,0.00186,0.17218764,0,172.18764
"873",873,"AW","SCT","4","35",1,"M",13,"L",104,106.33,61.232,146.664,-69.444,102.528,1.86e-06,0.00186,0.19070208,0,190.70208
"874",874,"AW","SCT","4","35",1,"M",14,"L",95,93.255,60.111,186.703,-25.201,93.941,1.86e-06,0.00186,0.17473026,0,174.73026
"875",875,"AW","SCT","4","35",1,"M",15,"L",87,88.423,39.986,126.772,-49.254,85.796,1.86e-06,0.00186,0.15958056,0,159.58056
"876",876,"AW","SCT","4","35",1,"M",16,"L",86,76.39,41,132.577,-15.668,85.165,1.86e-06,0.00186,0.1584069,0,158.4069
"877",877,"AW","SCT","4","35",1,"M",17,"L",86,90.891,50.02,128.38,-41.186,85.041,1.86e-06,0.00186,0.15817626,0,158.17626
"878",878,"AW","SCT","4","35",1,"M",18,"L",97,88.319,51.87,123,-57.804,95.718,1.86e-06,0.00186,0.17803548,0,178.03548
"879",879,"AW","SCT","4","35",1,"M",19,"L",95,93.972,71.415,127.458,131.532,93.509,1.86e-06,0.00186,0.17392674,0,173.92674
"880",880,"AW","SCT","4","35",1,"M",20,"L",84,106.279,74,183.864,-16.899,82.565,1.86e-06,0.00186,0.1535709,0,153.5709
"881",881,"AW","SCT","4","35",2,"F",1,"L",99,120.51,96.712,147.073,-137.06,98.351,1.86e-06,0.00186,0.18293286,1,182.93286
"882",882,"AW","SCT","4","35",2,"F",2,"L",101,125.155,95.812,162.461,-112.443,99.539,1.86e-06,0.00186,0.18514254,1,185.14254
"883",883,"AW","SCT","4","35",2,"F",3,"L",103,128.56,91.558,186,-17.021,102.489,1.86e-06,0.00186,0.19062954,1,190.62954
"884",884,"AW","SCT","4","35",2,"F",4,"L",105,126.706,98.577,155.163,-112.109,103.619,1.86e-06,0.00186,0.19273134,1,192.73134
"885",885,"AW","SCT","4","35",2,"F",5,"L",112,110.497,83.385,158.651,22.859,110.693,1.86e-06,0.00186,0.20588898,1,205.88898
"886",886,"AW","SCT","4","35",2,"F",6,"L",101,118.472,83.53,176.942,-118.61,100.24,1.86e-06,0.00186,0.1864464,1,186.4464
"887",887,"AW","SCT","4","35",2,"F",7,"L",97,94.567,70.625,127.562,-109.374,96.462,1.86e-06,0.00186,0.17941932,1,179.41932
"888",888,"AW","SCT","4","35",2,"F",8,"L",98,115.246,89.959,142,-51.71,96.83,1.86e-06,0.00186,0.1801038,1,180.1038
"889",889,"AW","SCT","4","35",2,"F",9,"L",96,106.412,85.644,172.221,-33.857,95.131,1.86e-06,0.00186,0.17694366,1,176.94366
"890",890,"AW","SCT","4","35",2,"F",10,"L",102,100.44,77.86,140.137,-13.761,100.896,1.86e-06,0.00186,0.18766656,1,187.66656
"891",891,"AW","SCT","4","35",2,"F",11,"L",114,108.682,76.328,131.342,-60.255,112.872,1.86e-06,0.00186,0.20994192,1,209.94192
"892",892,"AW","SCT","4","35",2,"F",12,"L",108,124.51,103.99,143.333,6.992,106.794,1.86e-06,0.00186,0.19863684,1,198.63684
"893",893,"AW","SCT","4","35",2,"F",13,"L",97,109.858,79.785,128.831,-25.233,96.177,1.86e-06,0.00186,0.17888922,1,178.88922
"894",894,"AW","SCT","4","35",2,"F",14,"L",105,136.113,92,157.769,-94.399,104.307,1.86e-06,0.00186,0.19401102,1,194.01102
"895",895,"AW","SCT","4","35",2,"F",15,"L",93,114.488,82.346,156.263,39.245,91.679,1.86e-06,0.00186,0.17052294,1,170.52294
"896",896,"AW","SCT","4","35",2,"F",16,"L",105,108.512,85.957,126.155,-24.353,104.278,1.86e-06,0.00186,0.19395708,1,193.95708
"897",897,"AW","SCT","4","35",2,"F",17,"L",108,100.534,79.155,125.983,-135,107.48,1.86e-06,0.00186,0.1999128,1,199.9128
"898",898,"AW","SCT","4","35",2,"F",18,"L",107,106.556,80.683,131.417,-9.819,105.546,1.86e-06,0.00186,0.19631556,1,196.31556
"899",899,"AW","SCT","4","35",2,"F",19,"L",102,121.412,93.203,161.907,-54.265,101.02,1.86e-06,0.00186,0.1878972,1,187.8972
"900",900,"AW","SCT","4","35",2,"F",20,"L",99,91.272,70.918,157.943,168.232,98.061,1.86e-06,0.00186,0.18239346,1,182.39346
"901",901,"AW","SCT","4","35",2,"M",1,"L",89,88.702,50.033,123.223,50.528,88.091,1.86e-06,0.00186,0.16384926,1,163.84926
"902",902,"AW","SCT","4","35",2,"M",2,"L",98,106.693,72.752,172,-117.096,96.602,1.86e-06,0.00186,0.17967972,1,179.67972
"903",903,"AW","SCT","4","35",2,"M",3,"L",100,111.818,76.693,184,-98.13,98.995,1.86e-06,0.00186,0.1841307,1,184.1307
"904",904,"AW","SCT","4","35",2,"M",4,"L",96,111.198,81.018,146.594,146.646,94.578,1.86e-06,0.00186,0.17591508,1,175.91508
"905",905,"AW","SCT","4","35",2,"M",5,"L",95,76.449,45.105,105.429,-53.253,93.6,1.86e-06,0.00186,0.174096,1,174.096
"906",906,"AW","SCT","4","35",2,"M",6,"L",102,90.812,47.876,124.751,-60.396,101.213,1.86e-06,0.00186,0.18825618,1,188.25618
"907",907,"AW","SCT","4","35",2,"M",7,"L",102,104.326,48.543,147.948,-81.469,101.119,1.86e-06,0.00186,0.18808134,1,188.08134
"908",908,"AW","SCT","4","35",2,"M",8,"L",97,91.48,50.385,126.648,-121.373,96.042,1.86e-06,0.00186,0.17863812,1,178.63812
"909",909,"AW","SCT","4","35",2,"M",9,"L",101,99.248,55.501,144.864,-58.055,100.17,1.86e-06,0.00186,0.1863162,1,186.3162
"910",910,"AW","SCT","4","35",2,"M",10,"L",92,89.774,32.2,124.273,127.875,91.214,1.86e-06,0.00186,0.16965804,1,169.65804
"911",911,"AW","SCT","4","35",2,"M",11,"L",101,100.422,47.934,136.758,135,100.409,1.86e-06,0.00186,0.18676074,1,186.76074
"912",912,"AW","SCT","4","35",2,"M",12,"L",101,105.838,57.602,139.786,-38.48,99.639,1.86e-06,0.00186,0.18532854,1,185.32854
"913",913,"AW","SCT","4","35",2,"M",13,"L",92,88.302,44.198,127,-88.112,91.049,1.86e-06,0.00186,0.16935114,1,169.35114
"914",914,"AW","SCT","4","35",2,"M",14,"L",108,151.395,93.962,193.479,-11.834,107.28,1.86e-06,0.00186,0.1995408,1,199.5408
"915",915,"AW","SCT","4","35",2,"M",15,"L",95,100.009,48.447,150.221,-118.465,94.414,1.86e-06,0.00186,0.17561004,1,175.61004
"916",916,"AW","SCT","4","35",2,"M",16,"L",93,96.702,43.761,158,-117.962,91.706,1.86e-06,0.00186,0.17057316,1,170.57316
"917",917,"AW","SCT","4","35",2,"M",17,"L",87,97.982,68.777,168.459,119.249,85.959,1.86e-06,0.00186,0.15988374,1,159.88374
"918",918,"AW","SCT","4","35",2,"M",18,"L",100,80.946,40.595,172,-75.964,98.955,1.86e-06,0.00186,0.1840563,1,184.0563
"919",919,"AW","SCT","4","35",2,"M",19,"L",93,98.318,45.035,136.087,122.137,92.114,1.86e-06,0.00186,0.17133204,1,171.33204
"920",920,"AW","SCT","4","35",2,"M",20,"L",95,104.582,75.612,155,-97.352,93.771,1.86e-06,0.00186,0.17441406,1,174.41406
"921",921,"AW","SCT","4","35",3,"F",1,"L",87,120.359,97,137.413,-121.651,85.755,1.86e-06,0.00186,0.1595043,2,159.5043
"922",922,"AW","SCT","4","35",3,"F",2,"L",95,104.959,81.085,142.084,-144.958,94.048,1.86e-06,0.00186,0.17492928,2,174.92928
"923",923,"AW","SCT","4","35",3,"F",3,"L",103,106.393,83.696,139.559,-86.074,102.24,1.86e-06,0.00186,0.1901664,2,190.1664
"924",924,"AW","SCT","4","35",3,"F",4,"L",106,120.725,95,150.094,-133.452,104.69,1.86e-06,0.00186,0.1947234,2,194.7234
"925",925,"AW","SCT","4","35",3,"F",5,"L",98,100.026,75.264,151,-110.487,97.144,1.86e-06,0.00186,0.18068784,2,180.68784
"926",926,"AW","SCT","4","35",3,"F",6,"L",102,114.275,84.141,180.781,-33.69,100.955,1.86e-06,0.00186,0.1877763,2,187.7763
"927",927,"AW","SCT","4","35",3,"F",7,"L",99,100.963,70.502,130.215,-79.38,97.673,1.86e-06,0.00186,0.18167178,2,181.67178
"928",928,"AW","SCT","4","35",3,"F",8,"L",103,105.498,83.412,140.007,-165.828,102.108,1.86e-06,0.00186,0.18992088,2,189.92088
"929",929,"AW","SCT","4","35",3,"F",9,"L",101,127.268,103.21,148,-72.474,99.624,1.86e-06,0.00186,0.18530064,2,185.30064
"930",930,"AW","SCT","4","35",3,"F",10,"L",93,128.746,93.413,183.183,-161.565,91.706,1.86e-06,0.00186,0.17057316,2,170.57316
"931",931,"AW","SCT","4","35",3,"F",11,"L",89,131.035,100.273,179.773,-91.302,88.023,1.86e-06,0.00186,0.16372278,2,163.72278
"932",932,"AW","SCT","4","35",3,"F",12,"L",94,111.748,86.161,155.613,-19.406,93.301,1.86e-06,0.00186,0.17353986,2,173.53986
