"treatment","replicate","cohort","sex","individual","femur","head","tarsus","thorax","tibia","wing","thorax_c"
"SCT","3",0,"F","5",9.34209864826458,9.93616846150895,7.65247064506573,10.0934780328712,9.06359672309796,11.2036317479384,0.337305543569295
"SCT","3",0,"F","6",9.23674834187959,9.89182783849876,7.70409757845728,10.1022539734035,9.07202237510682,11.1087002169607,0.346081484101559
"SCT","3",0,"F","7",9.23372063983783,9.8818396111628,7.62251322594639,10.0851277114719,8.97556926851745,11.1609626067477,0.328955222169963
"SCT","3",0,"F","8",9.28946751898983,9.8905307849537,7.52473016385136,10.1237995398715,9.0383726180836,11.158886794624,0.367627050569538
"SCT","3",0,"F","9",9.2327977087641,9.88449079170912,7.65818097514276,10.0930530638068,9.04755509830555,11.1486660067358,0.336880574504903
"SCT","3",0,"M","1",9.23434005464211,9.82150771054082,7.70041253164942,9.95592636862444,8.99824744968533,10.9950179961781,0.199753879322518
"SCT","3",0,"M","10",9.15022063261707,9.76595822685226,7.47681764299148,9.89002464610791,8.97846085277416,10.9728054022965,0.133852156805983
"SCT","3",0,"M","11",9.22138855624864,9.7455656702489,7.42201117513452,9.93205675118391,8.97531337983783,10.9527509544097,0.175884261881979
"SCT","3",0,"M","12",9.25243477257321,9.80959312011583,7.64129090252903,9.9653598914544,8.96142755452458,11.0135916172809,0.209187402152475
"SCT","3",0,"M","13",9.20196393893599,9.75757228340354,7.5014023325378,9.8640481028309,8.91856157992993,10.9441648690328,0.107875613528972
"SCT","3",0,"M","14",9.19378029926612,9.77762275736925,7.58634623571294,10.0177275132254,8.95777322243891,10.9040752294954,0.261555023923481
"SCT","3",0,"M","15",9.19117979439923,9.80137953354929,7.59999285177968,9.92691918691647,8.99021232925123,10.9826282644757,0.170746697614542
"SCT","3",0,"M","16",9.26024949677218,9.81550762302377,7.62322113678897,9.89182501394118,8.96149214967666,11.0086287301604,0.135652524639253
"SCT","3",0,"M","17",9.19469188835259,9.81460798660737,7.42064921894128,9.98215077838141,9.0286689804965,10.9824571834596,0.225978289079485
"SCT","3",0,"M","18",9.19966569488018,9.84687973524438,7.67696201863586,9.86716894971039,8.95352516627021,10.9542015847365,0.110996460408463
"SCT","3",0,"M","19",9.13664990756173,9.73869102555075,7.54375174424998,9.87185334995261,8.96138987268354,10.9558831390543,0.115680860650683
"SCT","3",0,"M","2",9.21661550139043,9.71086650504357,7.64845056102343,NA,9.03454504557331,10.9639876134993,NA
"SCT","3",0,"M","20",9.16416545454892,9.8629592524192,7.59172579222512,9.964060154008,9.012793143325,11.0329719812432,0.207887664706071
"SCT","3",0,"M","3",9.26458393825319,9.76860943960328,7.77736898434711,9.95729013670765,9.09313659362267,10.9963453241766,0.20111764740572
"SCT","3",0,"M","4",9.18914014267006,9.79658997500407,7.53576254876066,9.94944369812773,8.93387404157376,11.0218735257243,0.193271208825808
"SCT","3",0,"M","5",9.13007501143661,9.82817387346482,7.48525887197229,9.91970624940171,8.92192371291218,10.9668770078262,0.163533760099789
"SCT","3",0,"M","6",9.29231210054272,9.80763318636792,7.66057020291636,9.95034988125524,9.05803439011827,10.9882150313472,0.194177391953309
"SCT","3",0,"M","7",9.2039491531922,9.75758468344343,7.50261619902728,9.89645550304623,8.95897618538864,10.9492903503683,0.140283013744307
"SCT","3",0,"M","8",9.20269277526506,9.81170865370056,7.57750876521343,9.96213794217737,9.02798033587326,10.9952138867181,0.205965452875443
"SCT","3",0,"M","9",9.24612497383452,9.76806173690643,7.53894045151241,10.0434925105867,9.04297879459935,11.0108828033436,0.287320021284817
"SCT","3",1,"F","1",9.16718851893554,9.79930601014426,7.74100398537098,9.93133139219324,8.90572808266544,11.0747644579821,0.175158902891315
"SCT","3",1,"F","10",9.14403948347654,9.84665825873872,7.69153501740153,10.0446057816691,8.94453391353457,11.1220307627701,0.288433292367213
"SCT","3",1,"F","11",9.16284584354969,9.81998256555276,7.57606104519803,9.93911542134353,8.92245473372949,11.1150222104727,0.182942932041602
"SCT","3",1,"F","12",9.14591650550172,9.80601535829049,7.63683508270795,10.0050007699593,8.94173171618676,11.0578695044275,0.248828280657371
"SCT","3",1,"F","13",9.17716581541468,9.71931428318274,7.54904862513573,9.83748086583383,8.88333771484947,10.9799230752551,0.0813083765319078
"SCT","3",1,"F","14",9.04504780173045,9.70476014566512,7.5063992727886,9.88942496696851,8.87992420847151,11.0220954819844,0.133252477666582
"SCT","3",1,"F","15",9.18914014267006,9.76582569235329,7.61941884840568,10.0285148348828,8.90929882826677,11.0364792644561,0.272342345580878
"SCT","3",1,"F","16",9.24412176780681,9.76276167810452,7.62706772778723,10.0450503416843,8.91958711308819,11.1083429144812,0.288877852382344
"SCT","3",1,"F","17",9.19943749472962,9.82950164822661,7.72356413069355,9.96565512309652,9.00250729398924,11.1195665046602,0.209482633794593
"SCT","3",1,"F","18",8.8378269167453,9.61607505705114,7.32603756315478,9.64967045786714,8.76836330681286,10.7992322232818,-0.106502031434783
"SCT","3",1,"F","19",9.14205552948845,9.76630953846787,7.57634226956143,9.85993612433528,8.81918671381949,10.9777424917582,0.103763635033358
"SCT","3",1,"F","2",9.04662679000449,9.75720023263898,7.45873341118428,9.92600919536618,8.77306946759608,11.0042432508866,0.169836706064258
"SCT","3",1,"F","20",9.05017953505341,9.75748237992683,7.47681764299148,9.89354132531866,8.79191160687489,11.0310920393136,0.137368836016735
"SCT","3",1,"F","3",9.13470349763237,9.76341019974508,7.53133070290197,9.86824314435546,8.90657267168542,11.0518148588738,0.112070655053538
"SCT","3",1,"F","4",9.1676085365155,9.7599047144862,7.59044543769396,9.97280006152336,8.85734643236901,11.0206095309226,0.216627572221437
"SCT","3",1,"F","5",9.06149389917942,9.76424667086813,7.52400138274832,10.0017798719562,8.85664039768478,11.0570926519104,0.245607382654287
"SCT","3",1,"F","6",9.17528726672422,9.80939575119467,7.70661757043579,9.94757255619066,8.92210627336501,11.0671454944532,0.191400066888733
"SCT","3",1,"F","7",9.16137038141361,9.63170937880388,7.36884409415615,9.83201517036289,8.69806905268913,10.9651169510224,0.0758426810609674
"SCT","3",1,"F","8",9.10131868624666,9.76998086082351,7.56925277551477,9.96456783546687,9.04193045006692,11.039993335218,0.208395346164943
"SCT","3",1,"F","9",8.71253379657498,9.35146614838658,7.0883627289413,9.5070042351518,8.41737212914953,10.6776748438134,-0.249168254150129
"SCT","3",1,"M","1",9.02533061572127,9.6536638282532,7.34355742927852,9.75938465816298,8.7275514662035,10.8713706964324,0.00321216886105269
"SCT","3",1,"M","10",8.78239941756897,9.33867940833557,7.17367579675733,9.48948343593909,8.53548776485541,10.6632666008553,-0.266689053362832
"SCT","3",1,"M","11",8.91497480095047,9.56996258858734,7.33047919722879,9.57442182270233,8.60478432616343,10.7560648848546,-0.181750666599592
"SCT","3",1,"M","12",8.93188094006632,9.48906526995381,7.09998919350072,9.52534205560328,8.68383632178382,10.7098655248757,-0.23083043369865
"SCT","3",1,"M","13",9.03587485993567,9.59621544046816,7.36001795298394,9.7607246605389,8.81561780481342,NA,0.00455217123697338
"SCT","3",1,"F","21",8.92370407409135,9.65321066818545,7.31961816260157,9.83799697914451,8.75287741736747,10.8940011079861,0.08182448984258
"SCT","3",1,"M","15",9.00636852071927,9.56981076739088,7.34213585931181,9.65772923194364,8.84305449200388,10.8098846384423,-0.0984432573582907
"SCT","3",1,"M","16",8.84880456554582,9.59990640394628,7.34921328586966,9.64155969597174,8.66386217612416,NA,-0.114612793330188
"SCT","3",1,"M","17",9.10486127120423,9.69591266135786,7.55655147656841,9.83670048037562,8.84762842374906,10.9066048234173,0.0805279910736942
"SCT","3",1,"M","18",9.15026313684521,9.71102979910662,7.57606104519803,9.8564059409076,8.8230904939107,10.9398764932113,0.100233451605673
"SCT","3",1,"M","19",9.06905276177955,9.62682337346916,7.42191728838808,9.74137083083781,8.79108799868908,10.8267946449749,-0.0148016584641191
"SCT","3",1,"M","2",9.0932102923853,9.69996736989503,7.42099374313178,9.80834266068556,8.75490379700302,10.8748330574571,0.0521701713836293
"SCT","3",1,"M","20",8.94622676735687,9.44776229336327,7.14434774810208,9.66544256699692,8.60272884112616,10.7338317908351,-0.0907299223050018
"SCT","3",1,"M","3",9.08255871735028,9.62791246755121,7.36884409415615,9.69546287233574,8.81161011721761,10.8558471433805,-0.0607096169661876
"SCT","3",1,"M","4",9.09617477227188,9.61639987093295,7.30309528453559,9.53710317726789,8.85063092402048,10.8755388168527,-0.219069312034032
"SCT","3",1,"M","5",9.01957194381105,9.5593674646736,7.32739153942439,9.6385025781979,8.70288744735662,10.7558414325396,-0.117669911104031
"SCT","3",1,"M","6",9.04243945032301,9.58206031097829,7.35705840980002,9.71447707016028,8.74370454169873,10.8157637082877,-0.0416954191416448
"SCT","3",1,"M","7",9.13007501143661,9.71839082178014,7.4511935090936,9.79412272690409,8.97271994755342,10.8786306564616,0.0379502376021605
"SCT","3",1,"M","8",9.11298217021729,9.56800180718255,7.35250095658938,9.76421889916872,8.75333764288577,10.8559948259446,0.00804640986679672
"SCT","3",1,"M","9",8.98704811182148,9.61097101618059,7.40179472543719,9.70972613335373,8.74759297402558,10.8180040038952,-0.0464463559481967
"SCT","3",2,"F","1",8.85689507298243,9.49705661655401,7.26572654961041,9.71625823448732,8.63292660907263,10.839560320468,-0.0399142548146028
"SCT","3",2,"F","10",8.61836087631785,9.24286890371984,7.12425401797545,9.39686721205126,8.39470811469371,10.5756830636151,-0.359305277250666
"SCT","3",2,"F","11",8.93275978148386,9.50473801089902,7.27044440101109,9.72986653928367,8.5881114357762,10.8450471599882,-0.0263059500182568
"SCT","3",2,"F","12",8.71271928762807,9.29910948417809,7.11014432404336,9.54157496532238,8.41091379852934,10.7159072828824,-0.214597523979549
"SCT","3",2,"F","13",8.53662994397145,9.23352896843565,7.09359837708591,9.36700027998991,8.18144255506007,10.5627741835505,-0.389172209312017
"SCT","3",2,"F","14",8.86137347704598,9.51513549326451,7.22003929307951,9.69801413219927,8.5677613839365,10.8232341625984,-0.0581583571026574
"SCT","3",2,"F","15",8.72820335155466,9.36491401155275,7.02927512683401,9.51752092832718,8.46175055074518,10.702397957164,-0.23865156097475
"SCT","3",2,"F","16",8.66838712656202,9.33870427467086,7.18695948946805,9.49433946243541,8.2869309437432,10.6640556851605,-0.261833026866512
"SCT","3",2,"F","17",8.89092652402457,9.5646853833784,7.14522001715261,9.73208009276661,8.58622754795802,10.8303036221556,-0.0240923965353144
"SCT","3",2,"F","18",8.59550455593967,9.33896534531815,7.11313239618097,9.51946007911625,8.22632508639841,10.6998221787497,-0.23671241018568
"SCT","3",2,"F","19",8.86311485280085,9.35939711573534,7.27701665992062,9.58001774882634,8.66888169817008,10.7517059787401,-0.176154740475582
"SCT","3",2,"F","2",8.86725801764077,9.54508856465542,7.23504381485286,9.65074578511879,8.58059612592044,10.8257172209855,-0.10542670418314
"SCT","3",2,"F","20",8.57683428032764,9.30997746265265,6.99543735351122,9.50246452155849,8.44534710964855,10.6664550245982,-0.253707967743438
"SCT","3",2,"F","3",8.86197339342575,9.52267040748113,7.22842024430854,9.65624346105296,8.55654434952641,10.7609349866793,-0.0999290282489671
"SCT","3",2,"F","4",8.69817242676341,9.29444186203497,7.10594280657542,9.53030770784652,8.5174257330743,10.6638042837617,-0.22586478145541
"SCT","3",2,"F","5",8.78027095020889,9.50644354693019,7.32312471768726,9.71713524017492,8.45205195505402,10.8425635666977,-0.0390372491270092
"SCT","3",2,"F","7",8.7309911078495,9.47681764299148,7.20092471057126,9.64469751189735,8.49883059707142,10.8242438830529,-0.111474977404576
"SCT","3",2,"F","8",8.77214296588038,9.38349833149564,7.20918138332649,9.59960552510015,8.45689412939886,10.7202451070765,-0.156566964201772
"SCT","3",2,"F","9",8.55404058023922,9.18221878381936,6.94447400128908,9.35546166111785,8.40691894170238,10.4953325046646,-0.400710828184076
"SCT","3",2,"F","6",NA,9.26851821299848,7.06702792630206,9.39915026622347,8.33339388506863,10.5588747965334,-0.357022223078461
"SCT","3",2,"M","1",8.89584159145196,9.61336771092433,7.20356689311213,9.60291174622707,8.6391118279772,10.7617435288433,-0.153260743074853
"SCT","3",2,"M","10",8.7442740830013,9.27484367177086,7.0949337695201,9.39151134355492,8.36568298781159,10.581981535019,-0.364661145747004
"SCT","3",2,"M","11",8.63145904305935,9.2658311710691,7.28197369714848,9.3397689805481,8.45642821293531,10.5378957661826,-0.416403508753829
"SCT","3",2,"M","12",8.84762842374906,9.38369518306795,7.11105692448592,9.42006177208836,8.56484483106196,10.5894774593661,-0.336110717213563
"SCT","3",2,"M","13",8.82122298097601,9.48206542558091,7.15929280977679,9.58845654852625,8.67187847042244,10.7340681308441,-0.167715940775672
"SCT","3",2,"M","14",8.87697641190538,9.41939570969294,7.20644046250162,9.57598721471805,8.63942140330285,10.6799355277833,-0.180185274583875
"SCT","3",2,"M","15",8.78706616181267,9.43467277925324,7.29412986467039,9.56603127690307,8.65622683303521,10.6977605016404,-0.190141212398856
"SCT","3",2,"M","16",8.75932583046779,9.44785067083862,7.29139165262013,9.46149175088489,8.67671941388583,10.7172292873122,-0.294680738417041
"SCT","3",2,"M","17",8.95088138849795,9.54040066016668,7.40439474797285,9.67878025503433,8.70601368772792,10.7614915843811,-0.0773922342675917
"SCT","3",2,"M","18",8.8753259824645,9.49036790563014,7.25167341759212,9.5298104589593,8.59422060873053,10.6749445359944,-0.226362030342623
