Initials,Treatment,Replicate,Generation,Cohort,Sex,Individual,Trait,length,scale,scale_mm,length_mm,NewTrait,Cohort0
AW,UCT,2,35,1,F,19,W,547.234,1.86e-6,0.0018599999999999999,1.01785524,wingWidth,0
AW,UCT,2,35,1,F,18,W,1192.631,1.86e-6,0.0018599999999999999,2.21829366,wingLength,0
AW,UCT,2,35,1,F,18,W,540.3,1.86e-6,0.0018599999999999999,1.0049579999999998,wingWidth,0
AW,UCT,2,35,1,F,17,W,1235.695,1.86e-6,0.0018599999999999999,2.2983927,wingLength,0
AW,UCT,2,35,1,F,17,W,571.71,1.86e-6,0.0018599999999999999,1.0633806,wingWidth,0
AW,UCT,2,35,1,F,16,W,1206.244,1.86e-6,0.0018599999999999999,2.2436138399999996,wingLength,0
AW,UCT,2,35,1,F,16,W,542.006,1.86e-6,0.0018599999999999999,1.0081311599999998,wingWidth,0
AW,UCT,2,35,1,F,15,W,1159.173,1.86e-6,0.0018599999999999999,2.15606178,wingLength,0
AW,UCT,2,35,1,F,15,W,542.561,1.86e-6,0.0018599999999999999,1.00916346,wingWidth,0
AW,UCT,2,35,1,F,14,W,1209.965,1.86e-6,0.0018599999999999999,2.2505349,wingLength,0
AW,UCT,2,35,1,F,14,W,562.027,1.86e-6,0.0018599999999999999,1.0453702200000001,wingWidth,0
AW,UCT,2,35,1,F,13,W,1187.569,1.86e-6,0.0018599999999999999,2.2088783399999996,wingLength,0
AW,UCT,2,35,1,F,13,W,562.256,1.86e-6,0.0018599999999999999,1.0457961599999999,wingWidth,0
AW,UCT,2,35,1,F,12,W,1150.894,1.86e-6,0.0018599999999999999,2.14066284,wingLength,0
AW,UCT,2,35,1,F,12,W,539.912,1.86e-6,0.0018599999999999999,1.00423632,wingWidth,0
AW,UCT,2,35,1,F,11,W,1250.152,1.86e-6,0.0018599999999999999,2.32528272,wingLength,0
AW,UCT,2,35,1,F,11,W,544.004,1.86e-6,0.0018599999999999999,1.01184744,wingWidth,0
AW,UCT,2,35,1,F,20,W,1199.292,1.86e-6,0.0018599999999999999,2.2306831199999997,wingLength,0
AW,UCT,2,35,1,F,20,W,567.032,1.86e-6,0.0018599999999999999,1.05467952,wingWidth,0
AW,UCT,2,35,1,F,9,W,1193.151,1.86e-6,0.0018599999999999999,2.21926086,wingLength,0
AW,UCT,2,35,1,F,9,W,549.859,1.86e-6,0.0018599999999999999,1.02273774,wingWidth,0
AW,UCT,2,35,1,F,8,W,1186.609,1.86e-6,0.0018599999999999999,2.2070927399999998,wingLength,0
AW,UCT,2,35,1,F,8,W,534.158,1.86e-6,0.0018599999999999999,0.99353388,wingWidth,0
AW,UCT,2,35,1,F,7,W,1199.397,1.86e-6,0.0018599999999999999,2.23087842,wingLength,0
AW,UCT,2,35,1,F,7,W,556.424,1.86e-6,0.0018599999999999999,1.0349486399999999,wingWidth,0
AW,UCT,2,35,1,F,6,W,1215.239,1.86e-6,0.0018599999999999999,2.2603445399999997,wingLength,0
AW,UCT,2,35,1,F,6,W,553,1.86e-6,0.0018599999999999999,1.02858,wingWidth,0
AW,UCT,2,35,1,F,5,W,1193.222,1.86e-6,0.0018599999999999999,2.2193929199999998,wingLength,0
AW,UCT,2,35,1,F,5,W,540.804,1.86e-6,0.0018599999999999999,1.00589544,wingWidth,0
AW,UCT,2,35,1,F,4,W,1205.616,1.86e-6,0.0018599999999999999,2.24244576,wingLength,0
AW,UCT,2,35,1,F,4,W,550.281,1.86e-6,0.0018599999999999999,1.0235226599999998,wingWidth,0
AW,UCT,2,35,1,F,3,W,1198.461,1.86e-6,0.0018599999999999999,2.22913746,wingLength,0
AW,UCT,2,35,1,F,3,W,556.493,1.86e-6,0.0018599999999999999,1.0350769800000001,wingWidth,0
AW,UCT,2,35,1,F,2,W,1169.189,1.86e-6,0.0018599999999999999,2.17469154,wingLength,0
AW,UCT,2,35,1,F,2,W,559.197,1.86e-6,0.0018599999999999999,1.0401064199999999,wingWidth,0
AW,UCT,2,35,1,F,1,W,1236.026,1.86e-6,0.0018599999999999999,2.29900836,wingLength,0
AW,UCT,2,35,1,F,1,W,565.011,1.86e-6,0.0018599999999999999,1.05092046,wingWidth,0
AW,UCT,2,35,1,F,10,W,1252.006,1.86e-6,0.0018599999999999999,2.3287311600000002,wingLength,0
AW,UCT,2,35,1,F,10,W,571.181,1.86e-6,0.0018599999999999999,1.06239666,wingWidth,0
AW,UCT,2,35,1,M,19,W,1091.148,1.86e-6,0.0018599999999999999,2.0295352799999997,wingLength,0
AW,UCT,2,35,1,M,19,W,526.396,1.86e-6,0.0018599999999999999,0.9790965599999999,wingWidth,0
AW,UCT,2,35,1,M,18,W,1051.27,1.86e-6,0.0018599999999999999,1.9553622,wingLength,0
AW,UCT,2,35,1,M,18,W,494.495,1.86e-6,0.0018599999999999999,0.9197607,wingWidth,0
AW,UCT,2,35,1,M,17,W,1069.916,1.86e-6,0.0018599999999999999,1.9900437599999998,wingLength,0
AW,UCT,2,35,1,M,17,W,522.231,1.86e-6,0.0018599999999999999,0.9713496599999999,wingWidth,0
AW,UCT,2,35,1,M,16,W,1064.761,1.86e-6,0.0018599999999999999,1.9804554599999997,wingLength,0
AW,UCT,2,35,1,M,16,W,505.579,1.86e-6,0.0018599999999999999,0.9403769399999999,wingWidth,0
AW,UCT,2,35,1,M,15,W,1011.17,1.86e-6,0.0018599999999999999,1.8807762,wingLength,0
AW,UCT,2,35,1,M,15,W,505.08,1.86e-6,0.0018599999999999999,0.9394487999999999,wingWidth,0
AW,UCT,2,35,1,M,14,W,1102.34,1.86e-6,0.0018599999999999999,2.0503523999999995,wingLength,0
AW,UCT,2,35,1,M,14,W,528.675,1.86e-6,0.0018599999999999999,0.9833354999999998,wingWidth,0
AW,UCT,2,35,1,M,13,W,1040.058,1.86e-6,0.0018599999999999999,1.93450788,wingLength,0
AW,UCT,2,35,1,M,13,W,503.829,1.86e-6,0.0018599999999999999,0.9371219399999999,wingWidth,0
AW,UCT,2,35,1,M,12,W,1082.9,1.86e-6,0.0018599999999999999,2.0141940000000003,wingLength,0
AW,UCT,2,35,1,M,12,W,524.818,1.86e-6,0.0018599999999999999,0.9761614799999999,wingWidth,0
AW,UCT,2,35,1,M,11,W,1001.684,1.86e-6,0.0018599999999999999,1.8631322399999999,wingLength,0
AW,UCT,2,35,1,M,11,W,482.959,1.86e-6,0.0018599999999999999,0.8983037399999999,wingWidth,0
AW,UCT,2,35,1,M,10,W,1083.718,1.86e-6,0.0018599999999999999,2.01571548,wingLength,0
AW,UCT,2,35,1,M,10,W,518.623,1.86e-6,0.0018599999999999999,0.96463878,wingWidth,0
AW,UCT,2,35,1,M,9,W,1065.925,1.86e-6,0.0018599999999999999,1.9826205,wingLength,0
AW,UCT,2,35,1,M,9,W,509.137,1.86e-6,0.0018599999999999999,0.9469948199999999,wingWidth,0
AW,UCT,2,35,1,M,8,W,1105.999,1.86e-6,0.0018599999999999999,2.05715814,wingLength,0
AW,UCT,2,35,1,M,8,W,534.58,1.86e-6,0.0018599999999999999,0.9943188000000001,wingWidth,0
AW,UCT,2,35,1,M,7,W,1034.699,1.86e-6,0.0018599999999999999,1.92454014,wingLength,0
AW,UCT,2,35,1,M,7,W,485.309,1.86e-6,0.0018599999999999999,0.90267474,wingWidth,0
AW,UCT,2,35,1,M,6,W,1035.186,1.86e-6,0.0018599999999999999,1.9254459599999998,wingLength,0
AW,UCT,2,35,1,M,6,W,491.138,1.86e-6,0.0018599999999999999,0.9135166799999999,wingWidth,0
AW,UCT,2,35,1,M,5,W,1087.148,1.86e-6,0.0018599999999999999,2.02209528,wingLength,0
AW,UCT,2,35,1,M,5,W,525.77,1.86e-6,0.0018599999999999999,0.9779321999999999,wingWidth,0
AW,UCT,2,35,1,M,4,W,1104.278,1.86e-6,0.0018599999999999999,2.05395708,wingLength,0
AW,UCT,2,35,1,M,4,W,508.665,1.86e-6,0.0018599999999999999,0.9461168999999999,wingWidth,0
AW,UCT,2,35,1,M,3,W,1021.83,1.86e-6,0.0018599999999999999,1.9006038,wingLength,0
AW,UCT,2,35,1,M,3,W,488.42,1.86e-6,0.0018599999999999999,0.9084612,wingWidth,0
AW,UCT,2,35,1,M,2,W,1059.465,1.86e-6,0.0018599999999999999,1.9706048999999997,wingLength,0
AW,UCT,2,35,1,M,2,W,489.541,1.86e-6,0.0018599999999999999,0.9105462599999999,wingWidth,0
AW,UCT,2,35,1,M,1,W,1084.345,1.86e-6,0.0018599999999999999,2.0168817,wingLength,0
AW,UCT,2,35,1,M,1,W,508.869,1.86e-6,0.0018599999999999999,0.94649634,wingWidth,0
AW,UCT,2,35,1,M,20,W,1090.046,1.86e-6,0.0018599999999999999,2.02748556,wingLength,0
AW,UCT,2,35,1,M,20,W,527.674,1.86e-6,0.0018599999999999999,0.9814736399999999,wingWidth,0
AW,UCT,2,35,2,F,19,W,1193.288,1.86e-6,0.0018599999999999999,2.2195156799999998,wingLength,1
AW,UCT,2,35,2,F,19,W,555.475,1.86e-6,0.0018599999999999999,1.0331835,wingWidth,1
AW,UCT,2,35,2,F,18,W,1184.89,1.86e-6,0.0018599999999999999,2.2038954,wingLength,1
AW,UCT,2,35,2,F,18,W,550.115,1.86e-6,0.0018599999999999999,1.0232139,wingWidth,1
AW,UCT,2,35,2,F,17,W,1205.6,1.86e-6,0.0018599999999999999,2.2424159999999995,wingLength,1
AW,UCT,2,35,2,F,17,W,562.125,1.86e-6,0.0018599999999999999,1.0455524999999999,wingWidth,1
AW,UCT,2,35,2,F,16,W,1161.555,1.86e-6,0.0018599999999999999,2.1604923,wingLength,1
AW,UCT,2,35,2,F,16,W,539.431,1.86e-6,0.0018599999999999999,1.00334166,wingWidth,1
AW,UCT,2,35,2,F,15,W,1241.561,1.86e-6,0.0018599999999999999,2.3093034599999998,wingLength,1
AW,UCT,2,35,2,F,15,W,577.397,1.86e-6,0.0018599999999999999,1.07395842,wingWidth,1
AW,UCT,2,35,2,F,14,W,1203.138,1.86e-6,0.0018599999999999999,2.2378366799999996,wingLength,1
AW,UCT,2,35,2,F,14,W,558.073,1.86e-6,0.0018599999999999999,1.0380157799999998,wingWidth,1
AW,UCT,2,35,2,F,13,W,1197.184,1.86e-6,0.0018599999999999999,2.22676224,wingLength,1
AW,UCT,2,35,2,F,13,W,559.017,1.86e-6,0.0018599999999999999,1.03977162,wingWidth,1
AW,UCT,2,35,2,F,12,W,1160.972,1.86e-6,0.0018599999999999999,2.15940792,wingLength,1
AW,UCT,2,35,2,F,12,W,534.431,1.86e-6,0.0018599999999999999,0.99404166,wingWidth,1
AW,UCT,2,35,2,F,11,W,1123.452,1.86e-6,0.0018599999999999999,2.0896207199999997,wingLength,1
AW,UCT,2,35,2,F,11,W,540.004,1.86e-6,0.0018599999999999999,1.00440744,wingWidth,1
AW,UCT,2,35,2,F,10,W,1189.007,1.86e-6,0.0018599999999999999,2.21155302,wingLength,1
AW,UCT,2,35,2,F,10,W,557.366,1.86e-6,0.0018599999999999999,1.03670076,wingWidth,1
AW,UCT,2,35,2,F,9,W,1149.342,1.86e-6,0.0018599999999999999,2.1377761200000003,wingLength,1
AW,UCT,2,35,2,F,9,W,546.667,1.86e-6,0.0018599999999999999,1.01680062,wingWidth,1
AW,UCT,2,35,2,F,8,W,1180.889,1.86e-6,0.0018599999999999999,2.19645354,wingLength,1
AW,UCT,2,35,2,F,8,W,547.716,1.86e-6,0.0018599999999999999,1.01875176,wingWidth,1
AW,UCT,2,35,2,F,7,W,1159.864,1.86e-6,0.0018599999999999999,2.15734704,wingLength,1
AW,UCT,2,35,2,F,7,W,548.179,1.86e-6,0.0018599999999999999,1.0196129399999998,wingWidth,1
AW,UCT,2,35,2,F,6,W,1174.813,1.86e-6,0.0018599999999999999,2.1851521800000002,wingLength,1
AW,UCT,2,35,2,F,6,W,569.674,1.86e-6,0.0018599999999999999,1.05959364,wingWidth,1
AW,UCT,2,35,2,F,5,W,1194.493,1.86e-6,0.0018599999999999999,2.22175698,wingLength,1
AW,UCT,2,35,2,F,5,W,547.771,1.86e-6,0.0018599999999999999,1.0188540599999998,wingWidth,1
AW,UCT,2,35,2,F,4,W,1195.475,1.86e-6,0.0018599999999999999,2.2235834999999997,wingLength,1
AW,UCT,2,35,2,F,4,W,557.383,1.86e-6,0.0018599999999999999,1.0367323800000001,wingWidth,1
AW,UCT,2,35,2,F,3,W,1199.034,1.86e-6,0.0018599999999999999,2.2302032400000003,wingLength,1
AW,UCT,2,35,2,F,3,W,552.406,1.86e-6,0.0018599999999999999,1.0274751599999998,wingWidth,1
AW,UCT,2,35,2,F,2,W,1136.067,1.86e-6,0.0018599999999999999,2.11308462,wingLength,1
AW,UCT,2,35,2,F,2,W,528.514,1.86e-6,0.0018599999999999999,0.98303604,wingWidth,1
AW,UCT,2,35,2,F,1,W,1206.98,1.86e-6,0.0018599999999999999,2.2449828,wingLength,1
AW,UCT,2,35,2,F,1,W,549.154,1.86e-6,0.0018599999999999999,1.02142644,wingWidth,1
AW,UCT,2,35,2,F,20,W,1212.66,1.86e-6,0.0018599999999999999,2.2555476,wingLength,1
AW,UCT,2,35,2,F,20,W,549.307,1.86e-6,0.0018599999999999999,1.02171102,wingWidth,1
AW,UCT,2,35,2,M,19,W,1073.125,1.86e-6,0.0018599999999999999,1.9960125,wingLength,1
AW,UCT,2,35,2,M,19,W,514.931,1.86e-6,0.0018599999999999999,0.95777166,wingWidth,1
AW,UCT,2,35,2,M,18,W,1025.113,1.86e-6,0.0018599999999999999,1.90671018,wingLength,1
AW,UCT,2,35,2,M,18,W,491.753,1.86e-6,0.0018599999999999999,0.91466058,wingWidth,1
AW,UCT,2,35,2,M,17,W,1033.414,1.86e-6,0.0018599999999999999,1.9221500399999998,wingLength,1
AW,UCT,2,35,2,M,17,W,505.273,1.86e-6,0.0018599999999999999,0.93980778,wingWidth,1
AW,UCT,2,35,2,M,16,W,1041.998,1.86e-6,0.0018599999999999999,1.93811628,wingLength,1
AW,UCT,2,35,2,M,16,W,519.248,1.86e-6,0.0018599999999999999,0.96580128,wingWidth,1
AW,UCT,2,35,2,M,15,W,1067.457,1.86e-6,0.0018599999999999999,1.9854700200000002,wingLength,1
AW,UCT,2,35,2,M,15,W,526.91,1.86e-6,0.0018599999999999999,0.9800525999999998,wingWidth,1
AW,UCT,2,35,2,M,14,W,1053.884,1.86e-6,0.0018599999999999999,1.9602242399999998,wingLength,1
AW,UCT,2,35,2,M,14,W,507.08,1.86e-6,0.0018599999999999999,0.9431687999999999,wingWidth,1
AW,UCT,2,35,2,M,13,W,1026.031,1.86e-6,0.0018599999999999999,1.9084176599999998,wingLength,1
AW,UCT,2,35,2,M,13,W,500.274,1.86e-6,0.0018599999999999999,0.9305096399999999,wingWidth,1
AW,UCT,2,35,2,M,12,W,1067.08,1.86e-6,0.0018599999999999999,1.9847687999999997,wingLength,1
AW,UCT,2,35,2,M,12,W,513.077,1.86e-6,0.0018599999999999999,0.9543232199999999,wingWidth,1
AW,UCT,2,35,2,M,11,W,1068.45,1.86e-6,0.0018599999999999999,1.987317,wingLength,1
AW,UCT,2,35,2,M,11,W,516.19,1.86e-6,0.0018599999999999999,0.9601134,wingWidth,1
AW,UCT,2,35,2,M,10,W,1034.059,1.86e-6,0.0018599999999999999,1.92334974,wingLength,1
AW,UCT,2,35,2,M,10,W,500.915,1.86e-6,0.0018599999999999999,0.9317019,wingWidth,1
AW,UCT,2,35,2,M,9,W,1044.008,1.86e-6,0.0018599999999999999,1.94185488,wingLength,1
AW,UCT,2,35,2,M,9,W,490.08,1.86e-6,0.0018599999999999999,0.9115487999999999,wingWidth,1
AW,UCT,2,35,2,M,8,W,1045.144,1.86e-6,0.0018599999999999999,1.94396784,wingLength,1
AW,UCT,2,35,2,M,8,W,500.109,1.86e-6,0.0018599999999999999,0.9302027399999999,wingWidth,1
AW,UCT,2,35,2,M,7,W,1033.414,1.86e-6,0.0018599999999999999,1.9221500399999998,wingLength,1
AW,UCT,2,35,2,M,7,W,505.831,1.86e-6,0.0018599999999999999,0.94084566,wingWidth,1
AW,UCT,2,35,2,M,6,W,1028.337,1.86e-6,0.0018599999999999999,1.91270682,wingLength,1
AW,UCT,2,35,2,M,6,W,508.847,1.86e-6,0.0018599999999999999,0.9464554199999999,wingWidth,1
AW,UCT,2,35,2,M,5,W,1062.409,1.86e-6,0.0018599999999999999,1.97608074,wingLength,1
AW,UCT,2,35,2,M,5,W,504.071,1.86e-6,0.0018599999999999999,0.93757206,wingWidth,1
AW,UCT,2,35,2,M,4,W,1024.477,1.86e-6,0.0018599999999999999,1.90552722,wingLength,1
AW,UCT,2,35,2,M,4,W,484.153,1.86e-6,0.0018599999999999999,0.90052458,wingWidth,1
AW,UCT,2,35,2,M,3,W,1028.176,1.86e-6,0.0018599999999999999,1.9124073599999998,wingLength,1
AW,UCT,2,35,2,M,3,W,480.667,1.86e-6,0.0018599999999999999,0.89404062,wingWidth,1
AW,UCT,2,35,2,M,2,W,1070.105,1.86e-6,0.0018599999999999999,1.9903952999999999,wingLength,1
AW,UCT,2,35,2,M,2,W,506.502,1.86e-6,0.0018599999999999999,0.9420937199999999,wingWidth,1
AW,UCT,2,35,2,M,1,W,1025.055,1.86e-6,0.0018599999999999999,1.9066023,wingLength,1
AW,UCT,2,35,2,M,1,W,507.765,1.86e-6,0.0018599999999999999,0.9444429,wingWidth,1
AW,UCT,2,35,2,M,20,W,1036.002,1.86e-6,0.0018599999999999999,1.9269637199999998,wingLength,1
AW,UCT,2,35,2,M,20,W,504.034,1.86e-6,0.0018599999999999999,0.93750324,wingWidth,1
AW,UCT,2,35,3,F,18,W,1044.192,1.86e-6,0.0018599999999999999,1.9421971199999999,wingLength,2
AW,UCT,2,35,3,F,18,W,491.737,1.86e-6,0.0018599999999999999,0.91463082,wingWidth,2
AW,UCT,2,35,3,F,17,W,949.531,1.86e-6,0.0018599999999999999,1.7661276599999998,wingLength,2
AW,UCT,2,35,3,F,17,W,430.639,1.86e-6,0.0018599999999999999,0.80098854,wingWidth,2
AW,UCT,2,35,3,F,16,W,1088.666,1.86e-6,0.0018599999999999999,2.02491876,wingLength,2
AW,UCT,2,35,3,F,16,W,528.16,1.86e-6,0.0018599999999999999,0.9823775999999999,wingWidth,2
AW,UCT,2,35,3,F,15,W,1046.052,1.86e-6,0.0018599999999999999,1.9456567199999997,wingLength,2
AW,UCT,2,35,3,F,15,W,486.522,1.86e-6,0.0018599999999999999,0.90493092,wingWidth,2
AW,UCT,2,35,3,F,14,W,1026.772,1.86e-6,0.0018599999999999999,1.9097959199999999,wingLength,2
AW,UCT,2,35,3,F,14,W,450.894,1.86e-6,0.0018599999999999999,0.8386628399999999,wingWidth,2
AW,UCT,2,35,3,F,13,W,984.322,1.86e-6,0.0018599999999999999,1.83083892,wingLength,2
AW,UCT,2,35,3,F,13,W,459.343,1.86e-6,0.0018599999999999999,0.85437798,wingWidth,2
AW,UCT,2,35,3,F,12,W,1099.659,1.86e-6,0.0018599999999999999,2.0453657400000003,wingLength,2
AW,UCT,2,35,3,F,12,W,501.523,1.86e-6,0.0018599999999999999,0.93283278,wingWidth,2
AW,UCT,2,35,3,F,11,W,1077.82,1.86e-6,0.0018599999999999999,2.0047452,wingLength,2
AW,UCT,2,35,3,F,11,W,498.528,1.86e-6,0.0018599999999999999,0.92726208,wingWidth,2
AW,UCT,2,35,3,F,10,W,1082.502,1.86e-6,0.0018599999999999999,2.01345372,wingLength,2
AW,UCT,2,35,3,F,10,W,509.576,1.86e-6,0.0018599999999999999,0.94781136,wingWidth,2
AW,UCT,2,35,3,F,9,W,1049.122,1.86e-6,0.0018599999999999999,1.9513669200000001,wingLength,2
AW,UCT,2,35,3,F,9,W,502.937,1.86e-6,0.0018599999999999999,0.9354628199999999,wingWidth,2
AW,UCT,2,35,3,F,8,W,1056.456,1.86e-6,0.0018599999999999999,1.9650081599999998,wingLength,2
AW,UCT,2,35,3,F,8,W,496.473,1.86e-6,0.0018599999999999999,0.9234397799999999,wingWidth,2
AW,UCT,2,35,3,F,7,W,1056.958,1.86e-6,0.0018599999999999999,1.9659418800000001,wingLength,2
AW,UCT,2,35,3,F,7,W,456.356,1.86e-6,0.0018599999999999999,0.84882216,wingWidth,2
AW,UCT,2,35,3,F,6,W,1021.783,1.86e-6,0.0018599999999999999,1.90051638,wingLength,2
AW,UCT,2,35,3,F,6,W,451.443,1.86e-6,0.0018599999999999999,0.8396839799999999,wingWidth,2
AW,UCT,2,35,3,F,5,W,993.863,1.86e-6,0.0018599999999999999,1.84858518,wingLength,2
AW,UCT,2,35,3,F,5,W,449.472,1.86e-6,0.0018599999999999999,0.8360179199999999,wingWidth,2
AW,UCT,2,35,3,F,4,W,1060.412,1.86e-6,0.0018599999999999999,1.97236632,wingLength,2
AW,UCT,2,35,3,F,4,W,486.146,1.86e-6,0.0018599999999999999,0.9042315599999999,wingWidth,2
AW,UCT,2,35,3,F,3,W,1065.97,1.86e-6,0.0018599999999999999,1.9827042,wingLength,2
AW,UCT,2,35,3,F,3,W,505.009,1.86e-6,0.0018599999999999999,0.93931674,wingWidth,2
AW,UCT,2,35,3,F,2,W,1081.067,1.86e-6,0.0018599999999999999,2.01078462,wingLength,2
AW,UCT,2,35,3,F,2,W,495.084,1.86e-6,0.0018599999999999999,0.92085624,wingWidth,2
AW,UCT,2,35,3,F,1,W,1023.014,1.86e-6,0.0018599999999999999,1.90280604,wingLength,2
AW,UCT,2,35,3,F,1,W,455.686,1.86e-6,0.0018599999999999999,0.8475759599999999,wingWidth,2
AW,UCT,2,35,3,F,20,W,1046.654,1.86e-6,0.0018599999999999999,1.9467764399999998,wingLength,2
AW,UCT,2,35,3,F,20,W,491.098,1.86e-6,0.0018599999999999999,0.9134422799999999,wingWidth,2
AW,UCT,2,35,3,F,19,W,1064.814,1.86e-6,0.0018599999999999999,1.9805540400000001,wingLength,2
AW,UCT,2,35,3,F,19,W,497.92,1.86e-6,0.0018599999999999999,0.9261311999999999,wingWidth,2
AW,UCT,2,35,3,M,18,W,939.545,1.86e-6,0.0018599999999999999,1.7475536999999999,wingLength,2
AW,UCT,2,35,3,M,18,W,484.653,1.86e-6,0.0018599999999999999,0.90145458,wingWidth,2
AW,UCT,2,35,3,M,17,W,746.614,1.86e-6,0.0018599999999999999,1.38870204,wingLength,2
AW,UCT,2,35,3,M,17,W,360.624,1.86e-6,0.0018599999999999999,0.67076064,wingWidth,2
AW,UCT,2,35,3,M,16,W,927.96,1.86e-6,0.0018599999999999999,1.7260056,wingLength,2
AW,UCT,2,35,3,M,16,W,444.504,1.86e-6,0.0018599999999999999,0.82677744,wingWidth,2
AW,UCT,2,35,3,M,15,W,896.005,1.86e-6,0.0018599999999999999,1.6665693,wingLength,2
AW,UCT,2,35,3,M,15,W,433.416,1.86e-6,0.0018599999999999999,0.8061537599999999,wingWidth,2
AW,UCT,2,35,3,M,14,W,955.787,1.86e-6,0.0018599999999999999,1.7777638199999999,wingLength,2
AW,UCT,2,35,3,M,14,W,444.942,1.86e-6,0.0018599999999999999,0.8275921199999999,wingWidth,2
AW,UCT,2,35,3,M,13,W,945.867,1.86e-6,0.0018599999999999999,1.7593126199999998,wingLength,2
AW,UCT,2,35,3,M,13,W,433.72,1.86e-6,0.0018599999999999999,0.8067192,wingWidth,2
AW,UCT,2,35,3,M,12,W,922.907,1.86e-6,0.0018599999999999999,1.7166070199999999,wingLength,2
AW,UCT,2,35,3,M,12,W,463.148,1.86e-6,0.0018599999999999999,0.86145528,wingWidth,2
AW,UCT,2,35,3,M,11,W,920.151,1.86e-6,0.0018599999999999999,1.7114808599999998,wingLength,2
AW,UCT,2,35,3,M,11,W,439.527,1.86e-6,0.0018599999999999999,0.8175202199999999,wingWidth,2
AW,UCT,2,35,3,M,10,W,925.527,1.86e-6,0.0018599999999999999,1.72148022,wingLength,2
AW,UCT,2,35,3,M,10,W,422.185,1.86e-6,0.0018599999999999999,0.7852640999999999,wingWidth,2
AW,UCT,2,35,3,M,9,W,977.602,1.86e-6,0.0018599999999999999,1.8183397199999998,wingLength,2
AW,UCT,2,35,3,M,9,W,459.749,1.86e-6,0.0018599999999999999,0.85513314,wingWidth,2
AW,UCT,2,35,3,M,8,W,940.555,1.86e-6,0.0018599999999999999,1.7494322999999998,wingLength,2
AW,UCT,2,35,3,M,8,W,446.902,1.86e-6,0.0018599999999999999,0.83123772,wingWidth,2
AW,UCT,2,35,3,M,7,W,902.721,1.86e-6,0.0018599999999999999,1.67906106,wingLength,2
AW,UCT,2,35,3,M,7,W,430.387,1.86e-6,0.0018599999999999999,0.80051982,wingWidth,2
AW,UCT,2,35,3,M,6,W,901.435,1.86e-6,0.0018599999999999999,1.6766690999999998,wingLength,2
AW,UCT,2,35,3,M,6,W,428.809,1.86e-6,0.0018599999999999999,0.79758474,wingWidth,2
AW,UCT,2,35,3,M,5,W,933.459,1.86e-6,0.0018599999999999999,1.7362337399999999,wingLength,2
AW,UCT,2,35,3,M,5,W,449.177,1.86e-6,0.0018599999999999999,0.83546922,wingWidth,2
AW,UCT,2,35,3,M,4,W,933.091,1.86e-6,0.0018599999999999999,1.73554926,wingLength,2
AW,UCT,2,35,3,M,4,W,454.542,1.86e-6,0.0018599999999999999,0.8454481199999999,wingWidth,2
AW,UCT,2,35,3,M,3,W,946.938,1.86e-6,0.0018599999999999999,1.7613046799999998,wingLength,2
AW,UCT,2,35,3,M,3,W,440.409,1.86e-6,0.0018599999999999999,0.8191607399999999,wingWidth,2
AW,UCT,2,35,3,M,2,W,964.623,1.86e-6,0.0018599999999999999,1.7941987799999999,wingLength,2
AW,UCT,2,35,3,M,2,W,449.641,1.86e-6,0.0018599999999999999,0.8363322599999999,wingWidth,2
AW,UCT,2,35,3,M,1,W,947.076,1.86e-6,0.0018599999999999999,1.76156136,wingLength,2
AW,UCT,2,35,3,M,1,W,451.701,1.86e-6,0.0018599999999999999,0.84016386,wingWidth,2
AW,UCT,2,35,3,M,20,W,938.344,1.86e-6,0.0018599999999999999,1.74531984,wingLength,2
AW,UCT,2,35,3,M,20,W,445.53,1.86e-6,0.0018599999999999999,0.8286857999999999,wingWidth,2
AW,UCT,2,35,3,M,19,W,922.176,1.86e-6,0.0018599999999999999,1.71524736,wingLength,2
AW,UCT,2,35,3,M,19,W,437.22,1.86e-6,0.0018599999999999999,0.8132292,wingWidth,2
AW,UCT,3,35,1,F,19,W,1207.663,1.86e-6,0.0018599999999999999,2.24625318,wingLength,0
AW,UCT,3,35,1,F,19,W,551.177,1.86e-6,0.0018599999999999999,1.02518922,wingWidth,0
AW,UCT,3,35,1,F,18,W,1170.523,1.86e-6,0.0018599999999999999,2.17717278,wingLength,0
AW,UCT,3,35,1,F,18,W,532.076,1.86e-6,0.0018599999999999999,0.9896613599999999,wingWidth,0
AW,UCT,3,35,1,F,17,W,1188.889,1.86e-6,0.0018599999999999999,2.2113335399999996,wingLength,0
AW,UCT,3,35,1,F,17,W,542.635,1.86e-6,0.0018599999999999999,1.0093010999999998,wingWidth,0
AW,UCT,3,35,1,F,16,W,1191.311,1.86e-6,0.0018599999999999999,2.2158384599999996,wingLength,0
AW,UCT,3,35,1,F,16,W,535.84,1.86e-6,0.0018599999999999999,0.9966624,wingWidth,0
AW,UCT,3,35,1,F,15,W,1165.937,1.86e-6,0.0018599999999999999,2.1686428199999996,wingLength,0
AW,UCT,3,35,1,F,15,W,532.4,1.86e-6,0.0018599999999999999,0.9902639999999999,wingWidth,0
AW,UCT,3,35,1,F,14,W,1193.403,1.86e-6,0.0018599999999999999,2.21972958,wingLength,0
AW,UCT,3,35,1,F,14,W,533.023,1.86e-6,0.0018599999999999999,0.99142278,wingWidth,0
AW,UCT,3,35,1,F,13,W,1166.205,1.86e-6,0.0018599999999999999,2.1691412999999997,wingLength,0
