Initials,Treatment,Replicate,Generation,Cohort,Sex,Individual,Trait,length,scale,scale_mm,length_mm,NewTrait,Cohort0
AW,SCT,3,35,3,M,20,L,263.068,1.86e-6,0.0018599999999999999,0.48930647999999993,femur,2
AW,SCT,3,35,3,M,20,L,227.02,1.86e-6,0.0018599999999999999,0.4222572,tibia,2
AW,SCT,3,35,3,M,19,L,281.81,1.86e-6,0.0018599999999999999,0.5241665999999999,femur,2
AW,SCT,3,35,3,M,19,L,229.177,1.86e-6,0.0018599999999999999,0.42626921999999995,tibia,2
AW,SCT,3,35,3,M,18,L,289.249,1.86e-6,0.0018599999999999999,0.53800314,femur,2
AW,SCT,3,35,3,M,18,L,232.998,1.86e-6,0.0018599999999999999,0.43337627999999995,tibia,2
AW,SCT,3,35,3,M,17,L,273.642,1.86e-6,0.0018599999999999999,0.50897412,femur,2
AW,SCT,3,35,3,M,17,L,222.194,1.86e-6,0.0018599999999999999,0.4132808399999999,tibia,2
AW,SCT,3,35,3,M,16,L,286.228,1.86e-6,0.0018599999999999999,0.53238408,femur,2
AW,SCT,3,35,3,M,16,L,222.441,1.86e-6,0.0018599999999999999,0.41374025999999997,tibia,2
AW,SCT,3,35,3,M,15,L,273.057,1.86e-6,0.0018599999999999999,0.50788602,femur,2
AW,SCT,3,35,3,M,15,L,226.073,1.86e-6,0.0018599999999999999,0.42049578,tibia,2
AW,SCT,3,35,3,M,14,L,289.539,1.86e-6,0.0018599999999999999,0.5385425399999999,femur,2
AW,SCT,3,35,3,M,14,L,238.804,1.86e-6,0.0018599999999999999,0.44417544,tibia,2
AW,SCT,3,35,3,M,13,L,277.137,1.86e-6,0.0018599999999999999,0.51547482,femur,2
AW,SCT,3,35,3,M,13,L,226.491,1.86e-6,0.0018599999999999999,0.42127326,tibia,2
AW,SCT,3,35,3,M,12,L,283.693,1.86e-6,0.0018599999999999999,0.52766898,femur,2
AW,SCT,3,35,3,M,12,L,238.665,1.86e-6,0.0018599999999999999,0.44391689999999995,tibia,2
AW,SCT,3,35,3,M,11,L,277.272,1.86e-6,0.0018599999999999999,0.51572592,femur,2
AW,SCT,3,35,3,M,11,L,224.02,1.86e-6,0.0018599999999999999,0.41667719999999997,tibia,2
AW,SCT,3,35,3,M,10,L,276.212,1.86e-6,0.0018599999999999999,0.51375432,femur,2
AW,SCT,3,35,3,M,10,L,227.864,1.86e-6,0.0018599999999999999,0.42382704,tibia,2
AW,SCT,3,35,3,M,9,L,271.017,1.86e-6,0.0018599999999999999,0.50409162,femur,2
AW,SCT,3,35,3,M,9,L,234.105,1.86e-6,0.0018599999999999999,0.43543529999999997,tibia,2
AW,SCT,3,35,3,M,8,L,277.618,1.86e-6,0.0018599999999999999,0.5163694799999999,femur,2
AW,SCT,3,35,3,M,8,L,228.055,1.86e-6,0.0018599999999999999,0.4241823,tibia,2
AW,SCT,3,35,3,M,7,L,292.015,1.86e-6,0.0018599999999999999,0.5431478999999999,femur,2
AW,SCT,3,35,3,M,7,L,233.634,1.86e-6,0.0018599999999999999,0.43455923999999996,tibia,2
AW,SCT,3,35,3,M,6,L,276.702,1.86e-6,0.0018599999999999999,0.51466572,femur,2
AW,SCT,3,35,3,M,6,L,227.794,1.86e-6,0.0018599999999999999,0.42369684,tibia,2
AW,SCT,3,35,3,M,5,L,276.921,1.86e-6,0.0018599999999999999,0.51507306,femur,2
AW,SCT,3,35,3,M,5,L,234.062,1.86e-6,0.0018599999999999999,0.43535532,tibia,2
AW,SCT,3,35,3,M,4,L,263.433,1.86e-6,0.0018599999999999999,0.48998537999999997,femur,2
AW,SCT,3,35,3,M,4,L,200.192,1.86e-6,0.0018599999999999999,0.37235712,tibia,2
AW,SCT,3,35,3,M,3,L,272.472,1.86e-6,0.0018599999999999999,0.5067979199999999,femur,2
AW,SCT,3,35,3,M,3,L,227.706,1.86e-6,0.0018599999999999999,0.42353315999999996,tibia,2
AW,SCT,3,35,3,M,2,L,278.891,1.86e-6,0.0018599999999999999,0.51873726,femur,2
AW,SCT,3,35,3,M,2,L,222.785,1.86e-6,0.0018599999999999999,0.4143801,tibia,2
AW,SCT,4,35,1,F,1,L,319.856,1.86e-6,0.0018599999999999999,0.5949321599999999,femur,0
AW,SCT,4,35,1,F,1,L,255.018,1.86e-6,0.0018599999999999999,0.47433348,tibia,0
AW,SCT,4,35,1,F,20,L,319.581,1.86e-6,0.0018599999999999999,0.59442066,femur,0
AW,SCT,4,35,1,F,20,L,260.739,1.86e-6,0.0018599999999999999,0.48497453999999995,tibia,0
AW,SCT,4,35,1,F,19,L,318.529,1.86e-6,0.0018599999999999999,0.5924639399999999,femur,0
AW,SCT,4,35,1,F,19,L,254.566,1.86e-6,0.0018599999999999999,0.47349275999999996,tibia,0
AW,SCT,4,35,1,F,18,L,313.002,1.86e-6,0.0018599999999999999,0.58218372,femur,0
AW,SCT,4,35,1,F,18,L,258.24,1.86e-6,0.0018599999999999999,0.4803264,tibia,0
AW,SCT,4,35,1,F,17,L,321.908,1.86e-6,0.0018599999999999999,0.59874888,femur,0
AW,SCT,4,35,1,F,17,L,258.521,1.86e-6,0.0018599999999999999,0.48084906,tibia,0
AW,SCT,4,35,1,F,16,L,324.154,1.86e-6,0.0018599999999999999,0.60292644,femur,0
AW,SCT,4,35,1,F,16,L,262.275,1.86e-6,0.0018599999999999999,0.4878314999999999,tibia,0
AW,SCT,4,35,1,F,15,L,324.236,1.86e-6,0.0018599999999999999,0.6030789599999999,femur,0
AW,SCT,4,35,1,F,15,L,262.458,1.86e-6,0.0018599999999999999,0.48817188,tibia,0
AW,SCT,4,35,1,F,14,L,315.349,1.86e-6,0.0018599999999999999,0.5865491399999999,femur,0
AW,SCT,4,35,1,F,14,L,264.7,1.86e-6,0.0018599999999999999,0.49234199999999995,tibia,0
AW,SCT,4,35,1,F,13,L,320.456,1.86e-6,0.0018599999999999999,0.59604816,femur,0
AW,SCT,4,35,1,F,13,L,265.149,1.86e-6,0.0018599999999999999,0.49317713999999996,tibia,0
AW,SCT,4,35,1,F,12,L,318.058,1.86e-6,0.0018599999999999999,0.59158788,femur,0
AW,SCT,4,35,1,F,12,L,265.827,1.86e-6,0.0018599999999999999,0.49443822,tibia,0
AW,SCT,4,35,1,F,11,L,324.401,1.86e-6,0.0018599999999999999,0.6033858599999999,femur,0
AW,SCT,4,35,1,F,11,L,265.686,1.86e-6,0.0018599999999999999,0.4941759599999999,tibia,0
AW,SCT,4,35,1,F,10,L,335.094,1.86e-6,0.0018599999999999999,0.62327484,femur,0
AW,SCT,4,35,1,F,10,L,270.224,1.86e-6,0.0018599999999999999,0.50261664,tibia,0
AW,SCT,4,35,1,F,9,L,315.572,1.86e-6,0.0018599999999999999,0.58696392,femur,0
AW,SCT,4,35,1,F,9,L,257.62,1.86e-6,0.0018599999999999999,0.47917319999999997,tibia,0
AW,SCT,4,35,1,F,8,L,314.072,1.86e-6,0.0018599999999999999,0.58417392,femur,0
AW,SCT,4,35,1,F,8,L,269.492,1.86e-6,0.0018599999999999999,0.50125512,tibia,0
AW,SCT,4,35,1,F,7,L,308.058,1.86e-6,0.0018599999999999999,0.57298788,femur,0
AW,SCT,4,35,1,F,7,L,266.507,1.86e-6,0.0018599999999999999,0.49570302,tibia,0
AW,SCT,4,35,1,F,6,L,317.593,1.86e-6,0.0018599999999999999,0.59072298,femur,0
AW,SCT,4,35,1,F,6,L,256.907,1.86e-6,0.0018599999999999999,0.47784701999999996,tibia,0
AW,SCT,4,35,1,F,5,L,321.076,1.86e-6,0.0018599999999999999,0.59720136,femur,0
AW,SCT,4,35,1,F,5,L,262.772,1.86e-6,0.0018599999999999999,0.48875591999999995,tibia,0
AW,SCT,4,35,1,F,4,L,326.535,1.86e-6,0.0018599999999999999,0.6073551,femur,0
AW,SCT,4,35,1,F,4,L,264.394,1.86e-6,0.0018599999999999999,0.49177284,tibia,0
AW,SCT,4,35,1,F,3,L,324.805,1.86e-6,0.0018599999999999999,0.6041373,femur,0
AW,SCT,4,35,1,F,3,L,269.876,1.86e-6,0.0018599999999999999,0.5019693599999999,tibia,0
AW,SCT,4,35,1,F,2,L,324.236,1.86e-6,0.0018599999999999999,0.6030789599999999,femur,0
AW,SCT,4,35,1,F,2,L,267.367,1.86e-6,0.0018599999999999999,0.49730262000000003,tibia,0
AW,SCT,4,35,1,M,19,L,314.986,1.86e-6,0.0018599999999999999,0.5858739599999999,femur,0
AW,SCT,4,35,1,M,19,L,265.279,1.86e-6,0.0018599999999999999,0.49341894,tibia,0
AW,SCT,4,35,1,M,18,L,315.382,1.86e-6,0.0018599999999999999,0.58661052,femur,0
AW,SCT,4,35,1,M,18,L,267.172,1.86e-6,0.0018599999999999999,0.49693992000000003,tibia,0
AW,SCT,4,35,1,M,17,L,301.042,1.86e-6,0.0018599999999999999,0.5599381199999999,femur,0
AW,SCT,4,35,1,M,17,L,255.562,1.86e-6,0.0018599999999999999,0.47534532,tibia,0
AW,SCT,4,35,1,M,16,L,306.663,1.86e-6,0.0018599999999999999,0.5703931799999999,femur,0
AW,SCT,4,35,1,M,16,L,246.564,1.86e-6,0.0018599999999999999,0.45860903999999997,tibia,0
AW,SCT,4,35,1,M,15,L,305.64,1.86e-6,0.0018599999999999999,0.5684904,femur,0
AW,SCT,4,35,1,M,15,L,252.982,1.86e-6,0.0018599999999999999,0.47054651999999997,tibia,0
AW,SCT,4,35,1,M,14,L,306.124,1.86e-6,0.0018599999999999999,0.5693906400000001,femur,0
AW,SCT,4,35,1,M,14,L,255.472,1.86e-6,0.0018599999999999999,0.47517792,tibia,0
AW,SCT,4,35,1,M,13,L,316.798,1.86e-6,0.0018599999999999999,0.58924428,femur,0
AW,SCT,4,35,1,M,13,L,259.147,1.86e-6,0.0018599999999999999,0.48201341999999997,tibia,0
AW,SCT,4,35,1,M,12,L,319.781,1.86e-6,0.0018599999999999999,0.59479266,femur,0
AW,SCT,4,35,1,M,12,L,270.946,1.86e-6,0.0018599999999999999,0.50395956,tibia,0
AW,SCT,4,35,1,M,11,L,296.299,1.86e-6,0.0018599999999999999,0.55111614,femur,0
AW,SCT,4,35,1,M,11,L,257.391,1.86e-6,0.0018599999999999999,0.47874726,tibia,0
AW,SCT,4,35,1,M,10,L,292.535,1.86e-6,0.0018599999999999999,0.5441151,femur,0
AW,SCT,4,35,1,M,10,L,244.818,1.86e-6,0.0018599999999999999,0.45536148,tibia,0
AW,SCT,4,35,1,M,9,L,309.555,1.86e-6,0.0018599999999999999,0.5757723,femur,0
AW,SCT,4,35,1,M,9,L,254.772,1.86e-6,0.0018599999999999999,0.47387591999999995,tibia,0
AW,SCT,4,35,1,M,8,L,306.62,1.86e-6,0.0018599999999999999,0.5703132,femur,0
AW,SCT,4,35,1,M,8,L,256.944,1.86e-6,0.0018599999999999999,0.47791584,tibia,0
AW,SCT,4,35,1,M,7,L,306.811,1.86e-6,0.0018599999999999999,0.5706684599999999,femur,0
AW,SCT,4,35,1,M,7,L,259.326,1.86e-6,0.0018599999999999999,0.48234636000000003,tibia,0
AW,SCT,4,35,1,M,6,L,311.4,1.86e-6,0.0018599999999999999,0.5792039999999999,femur,0
AW,SCT,4,35,1,M,6,L,253.618,1.86e-6,0.0018599999999999999,0.47172948,tibia,0
AW,SCT,4,35,1,M,5,L,296.007,1.86e-6,0.0018599999999999999,0.55057302,femur,0
AW,SCT,4,35,1,M,5,L,251.048,1.86e-6,0.0018599999999999999,0.46694927999999997,tibia,0
AW,SCT,4,35,1,M,4,L,305.241,1.86e-6,0.0018599999999999999,0.5677482599999999,femur,0
AW,SCT,4,35,1,M,4,L,250.569,1.86e-6,0.0018599999999999999,0.46605833999999996,tibia,0
AW,SCT,4,35,1,M,3,L,309.348,1.86e-6,0.0018599999999999999,0.57538728,femur,0
AW,SCT,4,35,1,M,3,L,259.124,1.86e-6,0.0018599999999999999,0.48197064,tibia,0
AW,SCT,4,35,1,M,20,L,303.066,1.86e-6,0.0018599999999999999,0.56370276,femur,0
AW,SCT,4,35,1,M,20,L,255.971,1.86e-6,0.0018599999999999999,0.47610606,tibia,0
AW,SCT,4,35,1,M,1,L,313.637,1.86e-6,0.0018599999999999999,0.58336482,femur,0
AW,SCT,4,35,1,M,1,L,263.122,1.86e-6,0.0018599999999999999,0.48940692,tibia,0
AW,SCT,4,35,1,M,2,L,313.729,1.86e-6,0.0018599999999999999,0.58353594,femur,0
AW,SCT,4,35,1,M,2,L,259.6,1.86e-6,0.0018599999999999999,0.482856,tibia,0
AW,SCT,4,35,2,F,1,L,317.15,1.86e-6,0.0018599999999999999,0.589899,femur,1
AW,SCT,4,35,2,F,1,L,258.443,1.86e-6,0.0018599999999999999,0.4807039799999999,tibia,1
AW,SCT,4,35,2,F,20,L,326.166,1.86e-6,0.0018599999999999999,0.6066687599999999,femur,1
AW,SCT,4,35,2,F,20,L,282.434,1.86e-6,0.0018599999999999999,0.52532724,tibia,1
AW,SCT,4,35,2,F,19,L,308.65,1.86e-6,0.0018599999999999999,0.574089,femur,1
AW,SCT,4,35,2,F,19,L,249.61,1.86e-6,0.0018599999999999999,0.4642746,tibia,1
AW,SCT,4,35,2,F,18,L,315.636,1.86e-6,0.0018599999999999999,0.58708296,femur,1
AW,SCT,4,35,2,F,18,L,259.095,1.86e-6,0.0018599999999999999,0.48191670000000003,tibia,1
AW,SCT,4,35,2,F,17,L,314.43,1.86e-6,0.0018599999999999999,0.5848398,femur,1
AW,SCT,4,35,2,F,17,L,243.082,1.86e-6,0.0018599999999999999,0.45213252,tibia,1
AW,SCT,4,35,2,F,16,L,329.515,1.86e-6,0.0018599999999999999,0.6128978999999999,femur,1
AW,SCT,4,35,2,F,16,L,272.998,1.86e-6,0.0018599999999999999,0.50777628,tibia,1
AW,SCT,4,35,2,F,15,L,292.985,1.86e-6,0.0018599999999999999,0.5449520999999999,femur,1
AW,SCT,4,35,2,F,15,L,244.131,1.86e-6,0.0018599999999999999,0.45408366,tibia,1
AW,SCT,4,35,2,F,14,L,317.53,1.86e-6,0.0018599999999999999,0.5906058,femur,1
AW,SCT,4,35,2,F,14,L,265.166,1.86e-6,0.0018599999999999999,0.49320875999999997,tibia,1
AW,SCT,4,35,2,F,13,L,293.293,1.86e-6,0.0018599999999999999,0.5455249799999999,femur,1
AW,SCT,4,35,2,F,13,L,249.112,1.86e-6,0.0018599999999999999,0.46334832,tibia,1
AW,SCT,4,35,2,F,12,L,311.04,1.86e-6,0.0018599999999999999,0.5785344,femur,1
AW,SCT,4,35,2,F,12,L,253.16,1.86e-6,0.0018599999999999999,0.47087759999999995,tibia,1
AW,SCT,4,35,2,F,11,L,326.218,1.86e-6,0.0018599999999999999,0.60676548,femur,1
AW,SCT,4,35,2,F,11,L,264.715,1.86e-6,0.0018599999999999999,0.4923698999999999,tibia,1
AW,SCT,4,35,2,F,10,L,304.869,1.86e-6,0.0018599999999999999,0.56705634,femur,1
AW,SCT,4,35,2,F,10,L,262.069,1.86e-6,0.0018599999999999999,0.48744834,tibia,1
AW,SCT,4,35,2,F,9,L,312.314,1.86e-6,0.0018599999999999999,0.58090404,femur,1
AW,SCT,4,35,2,F,9,L,256.784,1.86e-6,0.0018599999999999999,0.47761823999999997,tibia,1
AW,SCT,4,35,2,F,8,L,313.359,1.86e-6,0.0018599999999999999,0.58284774,femur,1
AW,SCT,4,35,2,F,8,L,274.898,1.86e-6,0.0018599999999999999,0.51131028,tibia,1
AW,SCT,4,35,2,F,7,L,310.01,1.86e-6,0.0018599999999999999,0.5766186,femur,1
AW,SCT,4,35,2,F,7,L,261.169,1.86e-6,0.0018599999999999999,0.4857743399999999,tibia,1
AW,SCT,4,35,2,F,6,L,307.833,1.86e-6,0.0018599999999999999,0.57256938,femur,1
AW,SCT,4,35,2,F,6,L,261.069,1.86e-6,0.0018599999999999999,0.48558834,tibia,1
AW,SCT,4,35,2,F,5,L,332.584,1.86e-6,0.0018599999999999999,0.61860624,femur,1
AW,SCT,4,35,2,F,5,L,277.103,1.86e-6,0.0018599999999999999,0.51541158,tibia,1
AW,SCT,4,35,2,F,4,L,314.746,1.86e-6,0.0018599999999999999,0.58542756,femur,1
AW,SCT,4,35,2,F,4,L,271.149,1.86e-6,0.0018599999999999999,0.50433714,tibia,1
AW,SCT,4,35,2,F,3,L,318.693,1.86e-6,0.0018599999999999999,0.5927689799999999,femur,1
AW,SCT,4,35,2,F,3,L,256.844,1.86e-6,0.0018599999999999999,0.47772983999999996,tibia,1
AW,SCT,4,35,2,F,2,L,302.8,1.86e-6,0.0018599999999999999,0.563208,femur,1
AW,SCT,4,35,2,F,2,L,260.45,1.86e-6,0.0018599999999999999,0.48443699999999995,tibia,1
AW,SCT,4,35,2,M,19,L,310.258,1.86e-6,0.0018599999999999999,0.5770798799999999,femur,1
AW,SCT,4,35,2,M,19,L,264.078,1.86e-6,0.0018599999999999999,0.49118507999999994,tibia,1
AW,SCT,4,35,2,M,18,L,305.668,1.86e-6,0.0018599999999999999,0.56854248,femur,1
AW,SCT,4,35,2,M,18,L,246.789,1.86e-6,0.0018599999999999999,0.45902753999999996,tibia,1
AW,SCT,4,35,2,M,17,L,292.617,1.86e-6,0.0018599999999999999,0.54426762,femur,1
AW,SCT,4,35,2,M,17,L,256.55,1.86e-6,0.0018599999999999999,0.47718299999999997,tibia,1
AW,SCT,4,35,2,M,16,L,313.338,1.86e-6,0.0018599999999999999,0.58280868,femur,1
AW,SCT,4,35,2,M,16,L,248.29,1.86e-6,0.0018599999999999999,0.46181939999999994,tibia,1
AW,SCT,4,35,2,M,15,L,308.299,1.86e-6,0.0018599999999999999,0.5734361399999999,femur,1
AW,SCT,4,35,2,M,15,L,261.222,1.86e-6,0.0018599999999999999,0.48587291999999993,tibia,1
AW,SCT,4,35,2,M,14,L,328.184,1.86e-6,0.0018599999999999999,0.61042224,femur,1
AW,SCT,4,35,2,M,14,L,270.633,1.86e-6,0.0018599999999999999,0.50337738,tibia,1
AW,SCT,4,35,2,M,13,L,303.275,1.86e-6,0.0018599999999999999,0.5640915,femur,1
AW,SCT,4,35,2,M,13,L,250.599,1.86e-6,0.0018599999999999999,0.46611413999999995,tibia,1
AW,SCT,4,35,2,M,12,L,295.677,1.86e-6,0.0018599999999999999,0.54995922,femur,1
AW,SCT,4,35,2,M,12,L,245.359,1.86e-6,0.0018599999999999999,0.45636773999999997,tibia,1
AW,SCT,4,35,2,M,11,L,298.645,1.86e-6,0.0018599999999999999,0.5554796999999999,femur,1
AW,SCT,4,35,2,M,11,L,238.768,1.86e-6,0.0018599999999999999,0.44410847999999997,tibia,1
AW,SCT,4,35,2,M,10,L,302.2,1.86e-6,0.0018599999999999999,0.5620919999999999,femur,1
AW,SCT,4,35,2,M,10,L,257.816,1.86e-6,0.0018599999999999999,0.4795377599999999,tibia,1
AW,SCT,4,35,2,M,9,L,305.617,1.86e-6,0.0018599999999999999,0.56844762,femur,1
AW,SCT,4,35,2,M,9,L,253.16,1.86e-6,0.0018599999999999999,0.47087759999999995,tibia,1
AW,SCT,4,35,2,M,8,L,308.585,1.86e-6,0.0018599999999999999,0.5739681,femur,1
AW,SCT,4,35,2,M,8,L,260.517,1.86e-6,0.0018599999999999999,0.48456161999999997,tibia,1
AW,SCT,4,35,2,M,7,L,306.418,1.86e-6,0.0018599999999999999,0.56993748,femur,1
AW,SCT,4,35,2,M,7,L,264.594,1.86e-6,0.0018599999999999999,0.49214484,tibia,1
AW,SCT,4,35,2,M,6,L,302.828,1.86e-6,0.0018599999999999999,0.5632600799999999,femur,1
AW,SCT,4,35,2,M,6,L,257.109,1.86e-6,0.0018599999999999999,0.4782227399999999,tibia,1
AW,SCT,4,35,2,M,5,L,297.513,1.86e-6,0.0018599999999999999,0.5533741799999999,femur,1
AW,SCT,4,35,2,M,5,L,240.052,1.86e-6,0.0018599999999999999,0.44649671999999996,tibia,1
AW,SCT,4,35,2,M,4,L,300.696,1.86e-6,0.0018599999999999999,0.55929456,femur,1
AW,SCT,4,35,2,M,4,L,258.768,1.86e-6,0.0018599999999999999,0.4813084799999999,tibia,1
AW,SCT,4,35,2,M,3,L,300.666,1.86e-6,0.0018599999999999999,0.55923876,femur,1
AW,SCT,4,35,2,M,3,L,249.088,1.86e-6,0.0018599999999999999,0.46330367999999994,tibia,1
AW,SCT,4,35,2,M,2,L,309.296,1.86e-6,0.0018599999999999999,0.57529056,femur,1
AW,SCT,4,35,2,M,2,L,270.718,1.86e-6,0.0018599999999999999,0.50353548,tibia,1
AW,SCT,4,35,2,M,1,L,282.363,1.86e-6,0.0018599999999999999,0.52519518,femur,1
AW,SCT,4,35,2,M,1,L,250.715,1.86e-6,0.0018599999999999999,0.46632989999999996,tibia,1
AW,SCT,4,35,2,M,20,L,301.166,1.86e-6,0.0018599999999999999,0.5601687599999999,femur,1
AW,SCT,4,35,2,M,20,L,243.239,1.86e-6,0.0018599999999999999,0.45242454,tibia,1
AW,SCT,4,35,3,F,20,L,298.074,1.86e-6,0.0018599999999999999,0.55441764,femur,2
AW,SCT,4,35,3,F,20,L,249.658,1.86e-6,0.0018599999999999999,0.46436387999999995,tibia,2
AW,SCT,4,35,3,F,19,L,291.234,1.86e-6,0.0018599999999999999,0.5416952399999999,femur,2
AW,SCT,4,35,3,F,19,L,240.95,1.86e-6,0.0018599999999999999,0.4481669999999999,tibia,2
AW,SCT,4,35,3,F,18,L,306.105,1.86e-6,0.0018599999999999999,0.5693553,femur,2
AW,SCT,4,35,3,F,18,L,253.97,1.86e-6,0.0018599999999999999,0.4723842,tibia,2
AW,SCT,4,35,3,F,17,L,279.804,1.86e-6,0.0018599999999999999,0.52043544,femur,2
AW,SCT,4,35,3,F,17,L,246.71,1.86e-6,0.0018599999999999999,0.45888059999999997,tibia,2
AW,SCT,4,35,3,F,16,L,295.495,1.86e-6,0.0018599999999999999,0.5496207,femur,2
AW,SCT,4,35,3,F,16,L,239.201,1.86e-6,0.0018599999999999999,0.44491385999999994,tibia,2
AW,SCT,4,35,3,F,15,L,293.138,1.86e-6,0.0018599999999999999,0.5452366799999999,femur,2
AW,SCT,4,35,3,F,15,L,240.133,1.86e-6,0.0018599999999999999,0.44664738,tibia,2
AW,SCT,4,35,3,F,14,L,286.848,1.86e-6,0.0018599999999999999,0.53353728,femur,2
AW,SCT,4,35,3,F,14,L,247.524,1.86e-6,0.0018599999999999999,0.46039463999999997,tibia,2
AW,SCT,4,35,3,F,13,L,293.007,1.86e-6,0.0018599999999999999,0.5449930199999999,femur,2
AW,SCT,4,35,3,F,13,L,242.128,1.86e-6,0.0018599999999999999,0.45035807999999994,tibia,2
AW,SCT,4,35,3,F,12,L,271.708,1.86e-6,0.0018599999999999999,0.50537688,femur,2
AW,SCT,4,35,3,F,12,L,241.249,1.86e-6,0.0018599999999999999,0.44872313999999996,tibia,2
AW,SCT,4,35,3,F,11,L,292.754,1.86e-6,0.0018599999999999999,0.54452244,femur,2
AW,SCT,4,35,3,F,11,L,240.01,1.86e-6,0.0018599999999999999,0.44641859999999994,tibia,2
AW,SCT,4,35,3,F,10,L,301.902,1.86e-6,0.0018599999999999999,0.5615377199999999,femur,2
AW,SCT,4,35,3,F,10,L,238.399,1.86e-6,0.0018599999999999999,0.44342213999999996,tibia,2
AW,SCT,4,35,3,F,9,L,286.122,1.86e-6,0.0018599999999999999,0.53218692,femur,2
AW,SCT,4,35,3,F,9,L,239.069,1.86e-6,0.0018599999999999999,0.44466833999999994,tibia,2
AW,SCT,4,35,3,F,8,L,290.007,1.86e-6,0.0018599999999999999,0.53941302,femur,2
AW,SCT,4,35,3,F,8,L,234.542,1.86e-6,0.0018599999999999999,0.43624811999999996,tibia,2
AW,SCT,4,35,3,F,7,L,298.304,1.86e-6,0.0018599999999999999,0.5548454399999999,femur,2
AW,SCT,4,35,3,F,7,L,253.571,1.86e-6,0.0018599999999999999,0.47164206,tibia,2
AW,SCT,4,35,3,F,6,L,302.729,1.86e-6,0.0018599999999999999,0.5630759399999999,femur,2
AW,SCT,4,35,3,F,6,L,245.758,1.86e-6,0.0018599999999999999,0.45710987999999997,tibia,2
AW,SCT,4,35,3,F,5,L,299.541,1.86e-6,0.0018599999999999999,0.55714626,femur,2
AW,SCT,4,35,3,F,5,L,246.175,1.86e-6,0.0018599999999999999,0.4578855,tibia,2
AW,SCT,4,35,3,F,4,L,293.711,1.86e-6,0.0018599999999999999,0.54630246,femur,2
AW,SCT,4,35,3,F,4,L,232.948,1.86e-6,0.0018599999999999999,0.43328328,tibia,2
AW,SCT,4,35,3,F,3,L,294.551,1.86e-6,0.0018599999999999999,0.5478648599999999,femur,2
AW,SCT,4,35,3,F,3,L,239.883,1.86e-6,0.0018599999999999999,0.44618238,tibia,2
AW,SCT,4,35,3,F,2,L,304.726,1.86e-6,0.0018599999999999999,0.5667903599999999,femur,2
AW,SCT,4,35,3,F,2,L,259.85,1.86e-6,0.0018599999999999999,0.483321,tibia,2
AW,SCT,4,35,3,F,1,L,272.009,1.86e-6,0.0018599999999999999,0.50593674,femur,2
AW,SCT,4,35,3,F,1,L,233.418,1.86e-6,0.0018599999999999999,0.43415748,tibia,2
AW,SCT,4,35,3,M,19,L,289.208,1.86e-6,0.0018599999999999999,0.53792688,femur,2
AW,SCT,4,35,3,M,19,L,244.663,1.86e-6,0.0018599999999999999,0.45507317999999997,tibia,2
AW,SCT,4,35,3,M,18,L,266.811,1.86e-6,0.0018599999999999999,0.4962684599999999,femur,2
AW,SCT,4,35,3,M,18,L,216.086,1.86e-6,0.0018599999999999999,0.40191996,tibia,2
AW,SCT,4,35,3,M,17,L,289.822,1.86e-6,0.0018599999999999999,0.53906892,femur,2
AW,SCT,4,35,3,M,17,L,231.041,1.86e-6,0.0018599999999999999,0.42973626,tibia,2
AW,SCT,4,35,3,M,16,L,278.891,1.86e-6,0.0018599999999999999,0.51873726,femur,2
AW,SCT,4,35,3,M,16,L,227.759,1.86e-6,0.0018599999999999999,0.4236317399999999,tibia,2
AW,SCT,4,35,3,M,15,L,272.018,1.86e-6,0.0018599999999999999,0.50595348,femur,2
AW,SCT,4,35,3,M,15,L,221.472,1.86e-6,0.0018599999999999999,0.41193792,tibia,2
AW,SCT,4,35,3,M,14,L,251.873,1.86e-6,0.0018599999999999999,0.46848377999999996,femur,2
AW,SCT,4,35,3,M,14,L,212.085,1.86e-6,0.0018599999999999999,0.3944781,tibia,2
AW,SCT,4,35,3,M,13,L,272.244,1.86e-6,0.0018599999999999999,0.5063738400000001,femur,2
AW,SCT,4,35,3,M,13,L,221.326,1.86e-6,0.0018599999999999999,0.41166635999999995,tibia,2
AW,SCT,4,35,3,M,12,L,264.849,1.86e-6,0.0018599999999999999,0.49261913999999996,femur,2
AW,SCT,4,35,3,M,12,L,212.174,1.86e-6,0.0018599999999999999,0.39464363999999996,tibia,2
AW,SCT,4,35,3,M,11,L,283.29,1.86e-6,0.0018599999999999999,0.5269194,femur,2
AW,SCT,4,35,3,M,11,L,239.56,1.86e-6,0.0018599999999999999,0.44558159999999997,tibia,2
AW,SCT,4,35,3,M,10,L,302.491,1.86e-6,0.0018599999999999999,0.5626332599999999,femur,2
AW,SCT,4,35,3,M,10,L,255.314,1.86e-6,0.0018599999999999999,0.47488403999999995,tibia,2
AW,SCT,4,35,3,M,9,L,284.345,1.86e-6,0.0018599999999999999,0.5288817,femur,2
AW,SCT,4,35,3,M,9,L,229.713,1.86e-6,0.0018599999999999999,0.42726617999999994,tibia,2
AW,SCT,4,35,3,M,8,L,276.134,1.86e-6,0.0018599999999999999,0.51360924,femur,2
AW,SCT,4,35,3,M,8,L,229.002,1.86e-6,0.0018599999999999999,0.42594371999999997,tibia,2
AW,SCT,4,35,3,M,7,L,285.335,1.86e-6,0.0018599999999999999,0.5307230999999999,femur,2
